Row,Number of Houses,Pipe Size,pipe_size
Row 1,7,10 inches,15 inches
Row 2,14,15 inches,15 inches
Row 3,14,15 inches,15 inches
Row 4,14,15 inches,15 inches
Row 5,5,5 inches,15 inches
Row 6,15,15 inches,15 inches
Row 7,13,15 inches,15 inches
Row 8,5,5 inches,15 inches
Row 9,5,5 inches,15 inches
Row 10,10,10 inches,15 inches
Row 11,8,10 inches,15 inches
Row 12,5,5 inches,15 inches
Row 13,7,10 inches,15 inches
Row 14,7,10 inches,15 inches
Row 15,10,10 inches,15 inches
Row 16,14,15 inches,15 inches
Row 17,8,10 inches,15 inches
Row 18,12,15 inches,15 inches
Row 19,11,15 inches,15 inches
Row 20,6,10 inches,15 inches
Row 21,10,10 inches,15 inches
Row 22,7,10 inches,15 inches
Row 23,13,15 inches,15 inches
Row 24,9,10 inches,15 inches
Row 25,15,15 inches,15 inches
Row 26,5,5 inches,15 inches
Row 27,9,10 inches,15 inches
Row 28,13,15 inches,15 inches
Row 29,7,10 inches,15 inches
Row 30,9,10 inches,15 inches
Row 31,11,15 inches,15 inches
Row 32,11,15 inches,15 inches
Row 33,15,15 inches,15 inches
Row 34,8,10 inches,15 inches
Row 35,5,5 inches,15 inches
Row 36,13,15 inches,15 inches
Row 37,7,10 inches,15 inches
Row 38,8,10 inches,15 inches
Row 39,5,5 inches,15 inches
Row 40,15,15 inches,15 inches
Row 41,9,10 inches,15 inches
Row 42,11,15 inches,15 inches
Row 43,12,15 inches,15 inches
Row 44,12,15 inches,15 inches
Row 45,15,15 inches,15 inches
Row 46,10,10 inches,15 inches
Row 47,13,15 inches,15 inches
Row 48,12,15 inches,15 inches
Row 49,7,10 inches,15 inches
Row 50,8,10 inches,15 inches
Row 51,5,5 inches,15 inches
Row 52,12,15 inches,15 inches
Row 53,5,5 inches,15 inches
Row 54,7,10 inches,15 inches
Row 55,13,15 inches,15 inches
Row 56,8,10 inches,15 inches
Row 57,12,15 inches,15 inches
Row 58,8,10 inches,15 inches
Row 59,15,15 inches,15 inches
Row 60,9,10 inches,15 inches
Row 61,10,10 inches,15 inches
Row 62,8,10 inches,15 inches
Row 63,8,10 inches,15 inches
Row 64,5,5 inches,15 inches
Row 65,5,5 inches,15 inches
Row 66,6,10 inches,15 inches
Row 67,10,10 inches,15 inches
Row 68,8,10 inches,15 inches
Row 69,14,15 inches,15 inches
Row 70,8,10 inches,15 inches
Row 71,7,10 inches,15 inches
Row 72,8,10 inches,15 inches
Row 73,5,5 inches,15 inches
Row 74,9,10 inches,15 inches
Row 75,15,15 inches,15 inches
Row 76,13,15 inches,15 inches
Row 77,6,10 inches,15 inches
Row 78,7,10 inches,15 inches
Row 79,5,5 inches,15 inches
Row 80,14,15 inches,15 inches
Row 81,15,15 inches,15 inches
Row 82,8,10 inches,15 inches
Row 83,6,10 inches,15 inches
Row 84,15,15 inches,15 inches
Row 85,14,15 inches,15 inches
Row 86,12,15 inches,15 inches
Row 87,15,15 inches,15 inches
Row 88,13,15 inches,15 inches
Row 89,12,15 inches,15 inches
Row 90,14,15 inches,15 inches
Row 91,13,15 inches,15 inches
Row 92,7,10 inches,15 inches
Row 93,12,15 inches,15 inches
Row 94,13,15 inches,15 inches
Row 95,14,15 inches,15 inches
Row 96,8,10 inches,15 inches
Row 97,14,15 inches,15 inches
Row 98,10,10 inches,15 inches
Row 99,13,15 inches,15 inches
Row 100,15,15 inches,15 inches
Row 101,7,10 inches,15 inches
Row 102,7,10 inches,15 inches
Row 103,13,15 inches,15 inches
Row 104,5,5 inches,15 inches
Row 105,9,10 inches,15 inches
Row 106,9,10 inches,15 inches
Row 107,6,10 inches,15 inches
Row 108,8,10 inches,15 inches
Row 109,13,15 inches,15 inches
Row 110,10,10 inches,15 inches
Row 111,15,15 inches,15 inches
Row 112,9,10 inches,15 inches
Row 113,6,10 inches,15 inches
Row 114,15,15 inches,15 inches
Row 115,12,15 inches,15 inches
Row 116,8,10 inches,15 inches
Row 117,12,15 inches,15 inches
Row 118,12,15 inches,15 inches
Row 119,7,10 inches,15 inches
Row 120,14,15 inches,15 inches
Row 121,7,10 inches,15 inches
Row 122,5,5 inches,15 inches
Row 123,5,5 inches,15 inches
Row 124,5,5 inches,15 inches
Row 125,15,15 inches,15 inches
Row 126,12,15 inches,15 inches
Row 127,8,10 inches,15 inches
Row 128,12,15 inches,15 inches
Row 129,15,15 inches,15 inches
Row 130,12,15 inches,15 inches
Row 131,13,15 inches,15 inches
Row 132,12,15 inches,15 inches
Row 133,9,10 inches,15 inches
Row 134,13,15 inches,15 inches
Row 135,11,15 inches,15 inches
Row 136,14,15 inches,15 inches
Row 137,7,10 inches,15 inches
Row 138,12,15 inches,15 inches
Row 139,8,10 inches,15 inches
Row 140,8,10 inches,15 inches
Row 141,14,15 inches,15 inches
Row 142,8,10 inches,15 inches
Row 143,10,10 inches,15 inches
Row 144,15,15 inches,15 inches
Row 145,5,5 inches,15 inches
Row 146,15,15 inches,15 inches
Row 147,13,15 inches,15 inches
Row 148,5,5 inches,15 inches
Row 149,7,10 inches,15 inches
Row 150,15,15 inches,15 inches
Row 151,9,10 inches,15 inches
Row 152,15,15 inches,15 inches
Row 153,10,10 inches,15 inches
Row 154,14,15 inches,15 inches
