Row,Number of Houses,Pipe Size
Row 1,14,15 inches
Row 2,15,15 inches
Row 3,8,10 inches
Row 4,7,10 inches
Row 5,13,15 inches
Row 6,15,15 inches
Row 7,5,5 inches
Row 8,15,15 inches
Row 9,8,10 inches
Row 10,12,15 inches
Row 11,10,10 inches
Row 12,7,10 inches
Row 13,8,10 inches
Row 14,13,15 inches
Row 15,15,15 inches
Row 16,11,15 inches
Row 17,5,5 inches
Row 18,7,10 inches
Row 19,15,15 inches
Row 20,9,10 inches
Row 21,5,5 inches
Row 22,10,10 inches
Row 23,14,15 inches
Row 24,5,5 inches
Row 25,15,15 inches
Row 26,5,5 inches
Row 27,15,15 inches
Row 28,5,5 inches
Row 29,10,10 inches
Row 30,11,15 inches
Row 31,12,15 inches
Row 32,13,15 inches
Row 33,13,15 inches
Row 34,15,15 inches
Row 35,7,10 inches
Row 36,10,10 inches
Row 37,10,10 inches
Row 38,9,10 inches
Row 39,14,15 inches
Row 40,10,10 inches
Row 41,8,10 inches
Row 42,8,10 inches
Row 43,13,15 inches
Row 44,8,10 inches
Row 45,14,15 inches
Row 46,15,15 inches
Row 47,8,10 inches
Row 48,9,10 inches
Row 49,10,10 inches
Row 50,13,15 inches
Row 51,6,10 inches
Row 52,15,15 inches
Row 53,13,15 inches
Row 54,7,10 inches
Row 55,11,15 inches
Row 56,9,10 inches
Row 57,14,15 inches
Row 58,11,15 inches
Row 59,11,15 inches
Row 60,11,15 inches
Row 61,7,10 inches
Row 62,10,10 inches
Row 63,7,10 inches
Row 64,12,15 inches
Row 65,7,10 inches
Row 66,6,10 inches
Row 67,5,5 inches
Row 68,13,15 inches
Row 69,12,15 inches
Row 70,10,10 inches
Row 71,8,10 inches
Row 72,14,15 inches
Row 73,5,5 inches
Row 74,8,10 inches
Row 75,7,10 inches
Row 76,10,10 inches
Row 77,9,10 inches
Row 78,12,15 inches
Row 79,10,10 inches
Row 80,14,15 inches
Row 81,12,15 inches
Row 82,8,10 inches
Row 83,10,10 inches
Row 84,12,15 inches
Row 85,5,5 inches
Row 86,13,15 inches
Row 87,6,10 inches
Row 88,8,10 inches
Row 89,13,15 inches
Row 90,15,15 inches
Row 91,5,5 inches
Row 92,6,10 inches
Row 93,9,10 inches
Row 94,9,10 inches
Row 95,11,15 inches
Row 96,9,10 inches
Row 97,7,10 inches
Row 98,12,15 inches
Row 99,9,10 inches
Row 100,10,10 inches
Row 101,8,10 inches
Row 102,8,10 inches
Row 103,5,5 inches
Row 104,13,15 inches
Row 105,12,15 inches
Row 106,13,15 inches
Row 107,5,5 inches
Row 108,11,15 inches
Row 109,9,10 inches
Row 110,6,10 inches
Row 111,12,15 inches
Row 112,8,10 inches
Row 113,5,5 inches
Row 114,10,10 inches
Row 115,15,15 inches
Row 116,14,15 inches
Row 117,9,10 inches
Row 118,13,15 inches
Row 119,12,15 inches
Row 120,9,10 inches
Row 121,10,10 inches
Row 122,15,15 inches
Row 123,6,10 inches
Row 124,9,10 inches
Row 125,12,15 inches
Row 126,13,15 inches
Row 127,9,10 inches
Row 128,5,5 inches
Row 129,10,10 inches
Row 130,5,5 inches
Row 131,11,15 inches
Row 132,11,15 inches
Row 133,13,15 inches
Row 134,14,15 inches
