Row,Number of Houses,Pipe Size
Row 1,7,10 inches
Row 2,9,10 inches
Row 3,7,10 inches
Row 4,7,10 inches
Row 5,7,10 inches
Row 6,15,15 inches
Row 7,8,10 inches
Row 8,7,10 inches
Row 9,8,10 inches
Row 10,8,10 inches
Row 11,11,15 inches
Row 12,12,15 inches
Row 13,13,15 inches
Row 14,13,15 inches
Row 15,14,15 inches
Row 16,13,15 inches
Row 17,8,10 inches
Row 18,11,15 inches
Row 19,13,15 inches
Row 20,8,10 inches
Row 21,12,15 inches
Row 22,15,15 inches
Row 23,9,10 inches
Row 24,6,10 inches
Row 25,9,10 inches
Row 26,14,15 inches
Row 27,7,10 inches
Row 28,11,15 inches
Row 29,12,15 inches
Row 30,6,10 inches
Row 31,10,10 inches
Row 32,8,10 inches
Row 33,14,15 inches
Row 34,15,15 inches
Row 35,9,10 inches
Row 36,8,10 inches
Row 37,11,15 inches
Row 38,14,15 inches
Row 39,10,10 inches
Row 40,9,10 inches
Row 41,11,15 inches
Row 42,7,10 inches
Row 43,6,10 inches
Row 44,11,15 inches
Row 45,11,15 inches
Row 46,15,15 inches
Row 47,14,15 inches
Row 48,15,15 inches
Row 49,12,15 inches
Row 50,9,10 inches
Row 51,9,10 inches
Row 52,14,15 inches
Row 53,7,10 inches
Row 54,13,15 inches
Row 55,13,15 inches
Row 56,5,5 inches
Row 57,7,10 inches
Row 58,12,15 inches
Row 59,14,15 inches
Row 60,7,10 inches
Row 61,13,15 inches
Row 62,14,15 inches
Row 63,7,10 inches
Row 64,13,15 inches
Row 65,13,15 inches
Row 66,13,15 inches
Row 67,5,5 inches
Row 68,5,5 inches
Row 69,5,5 inches
Row 70,5,5 inches
Row 71,13,15 inches
Row 72,13,15 inches
Row 73,15,15 inches
Row 74,13,15 inches
Row 75,12,15 inches
Row 76,12,15 inches
Row 77,10,10 inches
Row 78,9,10 inches
Row 79,11,15 inches
Row 80,5,5 inches
Row 81,14,15 inches
Row 82,8,10 inches
Row 83,9,10 inches
Row 84,11,15 inches
Row 85,7,10 inches
Row 86,8,10 inches
Row 87,10,10 inches
Row 88,13,15 inches
Row 89,7,10 inches
Row 90,10,10 inches
Row 91,10,10 inches
Row 92,5,5 inches
Row 93,9,10 inches
Row 94,11,15 inches
Row 95,7,10 inches
Row 96,12,15 inches
Row 97,6,10 inches
Row 98,12,15 inches
Row 99,11,15 inches
Row 100,7,10 inches
Row 101,6,10 inches
Row 102,10,10 inches
Row 103,10,10 inches
Row 104,15,15 inches
Row 105,11,15 inches
Row 106,15,15 inches
Row 107,8,10 inches
Row 108,8,10 inches
Row 109,5,5 inches
Row 110,8,10 inches
Row 111,11,15 inches
Row 112,14,15 inches
Row 113,5,5 inches
Row 114,7,10 inches
Row 115,12,15 inches
Row 116,7,10 inches
Row 117,9,10 inches
Row 118,13,15 inches
Row 119,13,15 inches
Row 120,5,5 inches
Row 121,7,10 inches
Row 122,7,10 inches
Row 123,10,10 inches
Row 124,9,10 inches
