Row,Number of Houses,Pipe Size,pipe_size
Row 1,9,10 inches,15 inches
Row 2,15,15 inches,15 inches
Row 3,8,10 inches,15 inches
Row 4,10,10 inches,15 inches
Row 5,14,15 inches,15 inches
Row 6,7,10 inches,15 inches
Row 7,6,10 inches,15 inches
Row 8,9,10 inches,15 inches
Row 9,15,15 inches,15 inches
Row 10,14,15 inches,15 inches
Row 11,15,15 inches,15 inches
Row 12,6,10 inches,15 inches
Row 13,6,10 inches,15 inches
Row 14,6,10 inches,15 inches
Row 15,11,15 inches,15 inches
Row 16,10,10 inches,15 inches
Row 17,6,10 inches,15 inches
Row 18,15,15 inches,15 inches
Row 19,14,15 inches,15 inches
Row 20,11,15 inches,15 inches
Row 21,14,15 inches,15 inches
Row 22,10,10 inches,15 inches
Row 23,14,15 inches,15 inches
Row 24,6,10 inches,15 inches
Row 25,10,10 inches,15 inches
Row 26,5,5 inches,15 inches
Row 27,11,15 inches,15 inches
Row 28,10,10 inches,15 inches
Row 29,5,5 inches,15 inches
Row 30,5,5 inches,15 inches
Row 31,7,10 inches,15 inches
Row 32,6,10 inches,15 inches
Row 33,5,5 inches,15 inches
Row 34,8,10 inches,15 inches
Row 35,5,5 inches,15 inches
Row 36,9,10 inches,15 inches
Row 37,7,10 inches,15 inches
Row 38,12,15 inches,15 inches
Row 39,14,15 inches,15 inches
Row 40,15,15 inches,15 inches
Row 41,10,10 inches,15 inches
Row 42,9,10 inches,15 inches
Row 43,7,10 inches,15 inches
Row 44,8,10 inches,15 inches
Row 45,5,5 inches,15 inches
Row 46,12,15 inches,15 inches
Row 47,15,15 inches,15 inches
Row 48,15,15 inches,15 inches
Row 49,10,10 inches,15 inches
Row 50,13,15 inches,15 inches
Row 51,11,15 inches,15 inches
Row 52,13,15 inches,15 inches
Row 53,7,10 inches,15 inches
Row 54,15,15 inches,15 inches
Row 55,7,10 inches,15 inches
Row 56,11,15 inches,15 inches
Row 57,10,10 inches,15 inches
Row 58,6,10 inches,15 inches
Row 59,7,10 inches,15 inches
Row 60,9,10 inches,15 inches
Row 61,13,15 inches,15 inches
Row 62,9,10 inches,15 inches
Row 63,10,10 inches,15 inches
Row 64,15,15 inches,15 inches
Row 65,8,10 inches,15 inches
Row 66,6,10 inches,15 inches
Row 67,7,10 inches,15 inches
Row 68,14,15 inches,15 inches
Row 69,10,10 inches,15 inches
Row 70,10,10 inches,15 inches
Row 71,5,5 inches,15 inches
Row 72,8,10 inches,15 inches
Row 73,6,10 inches,15 inches
Row 74,7,10 inches,15 inches
Row 75,11,15 inches,15 inches
Row 76,11,15 inches,15 inches
Row 77,11,15 inches,15 inches
Row 78,12,15 inches,15 inches
Row 79,7,10 inches,15 inches
Row 80,10,10 inches,15 inches
Row 81,7,10 inches,15 inches
Row 82,5,5 inches,15 inches
Row 83,10,10 inches,15 inches
Row 84,5,5 inches,15 inches
Row 85,13,15 inches,15 inches
Row 86,7,10 inches,15 inches
Row 87,10,10 inches,15 inches
Row 88,12,15 inches,15 inches
Row 89,8,10 inches,15 inches
Row 90,8,10 inches,15 inches
Row 91,13,15 inches,15 inches
Row 92,7,10 inches,15 inches
Row 93,10,10 inches,15 inches
Row 94,7,10 inches,15 inches
Row 95,5,5 inches,15 inches
Row 96,5,5 inches,15 inches
Row 97,6,10 inches,15 inches
Row 98,12,15 inches,15 inches
Row 99,9,10 inches,15 inches
Row 100,8,10 inches,15 inches
Row 101,6,10 inches,15 inches
Row 102,10,10 inches,15 inches
Row 103,10,10 inches,15 inches
Row 104,14,15 inches,15 inches
Row 105,5,5 inches,15 inches
Row 106,7,10 inches,15 inches
Row 107,5,5 inches,15 inches
Row 108,14,15 inches,15 inches
Row 109,12,15 inches,15 inches
Row 110,13,15 inches,15 inches
Row 111,5,5 inches,15 inches
Row 112,5,5 inches,15 inches
Row 113,12,15 inches,15 inches
Row 114,6,10 inches,15 inches
Row 115,6,10 inches,15 inches
Row 116,11,15 inches,15 inches
Row 117,5,5 inches,15 inches
Row 118,12,15 inches,15 inches
Row 119,9,10 inches,15 inches
Row 120,9,10 inches,15 inches
Row 121,13,15 inches,15 inches
Row 122,10,10 inches,15 inches
Row 123,12,15 inches,15 inches
Row 124,11,15 inches,15 inches
Row 125,12,15 inches,15 inches
Row 126,14,15 inches,15 inches
Row 127,14,15 inches,15 inches
Row 128,14,15 inches,15 inches
Row 129,10,10 inches,15 inches
Row 130,11,15 inches,15 inches
Row 131,8,10 inches,15 inches
Row 132,7,10 inches,15 inches
Row 133,11,15 inches,15 inches
