Row,Number of Houses,Pipe Size,pipe_size
Row 1,8,10 inches,15 inches
Row 2,6,10 inches,15 inches
Row 3,11,15 inches,15 inches
Row 4,6,10 inches,15 inches
Row 5,13,15 inches,15 inches
Row 6,6,10 inches,15 inches
Row 7,5,5 inches,15 inches
Row 8,7,10 inches,15 inches
Row 9,14,15 inches,15 inches
Row 10,8,10 inches,15 inches
Row 11,15,15 inches,15 inches
Row 12,13,15 inches,15 inches
Row 13,8,10 inches,15 inches
Row 14,7,10 inches,15 inches
Row 15,7,10 inches,15 inches
Row 16,13,15 inches,15 inches
Row 17,13,15 inches,15 inches
Row 18,15,15 inches,15 inches
Row 19,6,10 inches,15 inches
Row 20,8,10 inches,15 inches
Row 21,5,5 inches,15 inches
Row 22,8,10 inches,15 inches
Row 23,14,15 inches,15 inches
Row 24,14,15 inches,15 inches
Row 25,12,15 inches,15 inches
Row 26,8,10 inches,15 inches
Row 27,8,10 inches,15 inches
Row 28,10,10 inches,15 inches
Row 29,5,5 inches,15 inches
Row 30,7,10 inches,15 inches
Row 31,6,10 inches,15 inches
Row 32,12,15 inches,15 inches
Row 33,8,10 inches,15 inches
Row 34,10,10 inches,15 inches
Row 35,10,10 inches,15 inches
Row 36,7,10 inches,15 inches
Row 37,6,10 inches,15 inches
Row 38,12,15 inches,15 inches
Row 39,6,10 inches,15 inches
Row 40,10,10 inches,15 inches
Row 41,6,10 inches,15 inches
Row 42,12,15 inches,15 inches
Row 43,15,15 inches,15 inches
Row 44,8,10 inches,15 inches
Row 45,7,10 inches,15 inches
Row 46,8,10 inches,15 inches
Row 47,14,15 inches,15 inches
Row 48,9,10 inches,15 inches
Row 49,8,10 inches,15 inches
Row 50,15,15 inches,15 inches
Row 51,14,15 inches,15 inches
Row 52,14,15 inches,15 inches
Row 53,10,10 inches,15 inches
Row 54,11,15 inches,15 inches
Row 55,14,15 inches,15 inches
Row 56,10,10 inches,15 inches
Row 57,13,15 inches,15 inches
Row 58,10,10 inches,15 inches
Row 59,14,15 inches,15 inches
Row 60,5,5 inches,15 inches
Row 61,14,15 inches,15 inches
Row 62,12,15 inches,15 inches
Row 63,13,15 inches,15 inches
Row 64,12,15 inches,15 inches
Row 65,8,10 inches,15 inches
Row 66,8,10 inches,15 inches
Row 67,12,15 inches,15 inches
Row 68,15,15 inches,15 inches
Row 69,5,5 inches,15 inches
Row 70,6,10 inches,15 inches
Row 71,11,15 inches,15 inches
Row 72,9,10 inches,15 inches
Row 73,14,15 inches,15 inches
Row 74,14,15 inches,15 inches
Row 75,12,15 inches,15 inches
Row 76,5,5 inches,15 inches
Row 77,12,15 inches,15 inches
Row 78,7,10 inches,15 inches
Row 79,6,10 inches,15 inches
Row 80,15,15 inches,15 inches
Row 81,11,15 inches,15 inches
Row 82,13,15 inches,15 inches
Row 83,5,5 inches,15 inches
Row 84,9,10 inches,15 inches
Row 85,11,15 inches,15 inches
Row 86,12,15 inches,15 inches
Row 87,8,10 inches,15 inches
Row 88,14,15 inches,15 inches
Row 89,5,5 inches,15 inches
Row 90,14,15 inches,15 inches
Row 91,13,15 inches,15 inches
Row 92,10,10 inches,15 inches
Row 93,8,10 inches,15 inches
Row 94,15,15 inches,15 inches
Row 95,10,10 inches,15 inches
Row 96,10,10 inches,15 inches
Row 97,15,15 inches,15 inches
Row 98,8,10 inches,15 inches
Row 99,7,10 inches,15 inches
Row 100,15,15 inches,15 inches
Row 101,12,15 inches,15 inches
Row 102,7,10 inches,15 inches
Row 103,7,10 inches,15 inches
Row 104,6,10 inches,15 inches
Row 105,15,15 inches,15 inches
Row 106,12,15 inches,15 inches
