Row,Number of Houses,Pipe Size,pipe_size
Row 1,6,10 inches,15 inches
Row 2,6,10 inches,15 inches
Row 3,7,10 inches,15 inches
Row 4,9,10 inches,15 inches
Row 5,6,10 inches,15 inches
Row 6,12,15 inches,15 inches
Row 7,9,10 inches,15 inches
Row 8,12,15 inches,15 inches
Row 9,8,10 inches,15 inches
Row 10,13,15 inches,15 inches
Row 11,5,5 inches,15 inches
Row 12,11,15 inches,15 inches
Row 13,12,15 inches,15 inches
Row 14,12,15 inches,15 inches
Row 15,15,15 inches,15 inches
Row 16,11,15 inches,15 inches
Row 17,13,15 inches,15 inches
Row 18,5,5 inches,15 inches
Row 19,15,15 inches,15 inches
Row 20,15,15 inches,15 inches
Row 21,5,5 inches,15 inches
Row 22,9,10 inches,15 inches
Row 23,13,15 inches,15 inches
Row 24,7,10 inches,15 inches
Row 25,6,10 inches,15 inches
Row 26,15,15 inches,15 inches
Row 27,15,15 inches,15 inches
Row 28,14,15 inches,15 inches
Row 29,11,15 inches,15 inches
Row 30,5,5 inches,15 inches
Row 31,12,15 inches,15 inches
Row 32,5,5 inches,15 inches
Row 33,7,10 inches,15 inches
Row 34,6,10 inches,15 inches
Row 35,11,15 inches,15 inches
Row 36,9,10 inches,15 inches
Row 37,15,15 inches,15 inches
Row 38,5,5 inches,15 inches
Row 39,14,15 inches,15 inches
Row 40,8,10 inches,15 inches
Row 41,11,15 inches,15 inches
Row 42,9,10 inches,15 inches
Row 43,13,15 inches,15 inches
Row 44,14,15 inches,15 inches
Row 45,13,15 inches,15 inches
Row 46,6,10 inches,15 inches
Row 47,8,10 inches,15 inches
Row 48,15,15 inches,15 inches
Row 49,9,10 inches,15 inches
Row 50,9,10 inches,15 inches
Row 51,10,10 inches,15 inches
Row 52,13,15 inches,15 inches
Row 53,8,10 inches,15 inches
Row 54,14,15 inches,15 inches
Row 55,7,10 inches,15 inches
Row 56,12,15 inches,15 inches
Row 57,13,15 inches,15 inches
Row 58,8,10 inches,15 inches
Row 59,14,15 inches,15 inches
Row 60,12,15 inches,15 inches
Row 61,11,15 inches,15 inches
Row 62,6,10 inches,15 inches
Row 63,14,15 inches,15 inches
Row 64,14,15 inches,15 inches
Row 65,8,10 inches,15 inches
Row 66,15,15 inches,15 inches
Row 67,8,10 inches,15 inches
Row 68,13,15 inches,15 inches
Row 69,9,10 inches,15 inches
Row 70,9,10 inches,15 inches
Row 71,12,15 inches,15 inches
Row 72,6,10 inches,15 inches
Row 73,14,15 inches,15 inches
Row 74,12,15 inches,15 inches
Row 75,7,10 inches,15 inches
Row 76,12,15 inches,15 inches
Row 77,8,10 inches,15 inches
Row 78,10,10 inches,15 inches
Row 79,12,15 inches,15 inches
Row 80,8,10 inches,15 inches
Row 81,6,10 inches,15 inches
Row 82,5,5 inches,15 inches
Row 83,10,10 inches,15 inches
Row 84,7,10 inches,15 inches
Row 85,10,10 inches,15 inches
Row 86,13,15 inches,15 inches
Row 87,9,10 inches,15 inches
Row 88,12,15 inches,15 inches
Row 89,12,15 inches,15 inches
Row 90,8,10 inches,15 inches
Row 91,11,15 inches,15 inches
Row 92,5,5 inches,15 inches
Row 93,7,10 inches,15 inches
Row 94,7,10 inches,15 inches
Row 95,8,10 inches,15 inches
Row 96,10,10 inches,15 inches
Row 97,5,5 inches,15 inches
Row 98,6,10 inches,15 inches
Row 99,14,15 inches,15 inches
Row 100,15,15 inches,15 inches
Row 101,7,10 inches,15 inches
Row 102,9,10 inches,15 inches
Row 103,6,10 inches,15 inches
Row 104,9,10 inches,15 inches
Row 105,15,15 inches,15 inches
Row 106,9,10 inches,15 inches
Row 107,14,15 inches,15 inches
Row 108,13,15 inches,15 inches
Row 109,12,15 inches,15 inches
Row 110,8,10 inches,15 inches
Row 111,13,15 inches,15 inches
Row 112,12,15 inches,15 inches
Row 113,5,5 inches,15 inches
Row 114,7,10 inches,15 inches
Row 115,15,15 inches,15 inches
Row 116,9,10 inches,15 inches
Row 117,13,15 inches,15 inches
Row 118,13,15 inches,15 inches
Row 119,9,10 inches,15 inches
Row 120,12,15 inches,15 inches
Row 121,11,15 inches,15 inches
Row 122,15,15 inches,15 inches
Row 123,9,10 inches,15 inches
Row 124,14,15 inches,15 inches
Row 125,13,15 inches,15 inches
Row 126,9,10 inches,15 inches
Row 127,10,10 inches,15 inches
Row 128,7,10 inches,15 inches
Row 129,8,10 inches,15 inches
Row 130,14,15 inches,15 inches
Row 131,7,10 inches,15 inches
Row 132,8,10 inches,15 inches
Row 133,9,10 inches,15 inches
Row 134,5,5 inches,15 inches
Row 135,12,15 inches,15 inches
Row 136,5,5 inches,15 inches
Row 137,8,10 inches,15 inches
Row 138,12,15 inches,15 inches
Row 139,6,10 inches,15 inches
Row 140,6,10 inches,15 inches
Row 141,5,5 inches,15 inches
Row 142,11,15 inches,15 inches
Row 143,11,15 inches,15 inches
Row 144,5,5 inches,15 inches
Row 145,14,15 inches,15 inches
Row 146,10,10 inches,15 inches
Row 147,10,10 inches,15 inches
Row 148,7,10 inches,15 inches
Row 149,15,15 inches,15 inches
Row 150,15,15 inches,15 inches
Row 151,9,10 inches,15 inches
Row 152,14,15 inches,15 inches
Row 153,13,15 inches,15 inches
