Row,Number of Houses,Pipe Size,pipe_size
Row 1,11,15 inches,15 inches
Row 2,7,10 inches,15 inches
Row 3,13,15 inches,15 inches
Row 4,13,15 inches,15 inches
Row 5,8,10 inches,15 inches
Row 6,12,15 inches,15 inches
Row 7,11,15 inches,15 inches
Row 8,7,10 inches,15 inches
Row 9,13,15 inches,15 inches
Row 10,15,15 inches,15 inches
Row 11,13,15 inches,15 inches
Row 12,9,10 inches,15 inches
Row 13,15,15 inches,15 inches
Row 14,14,15 inches,15 inches
Row 15,5,5 inches,15 inches
Row 16,12,15 inches,15 inches
Row 17,14,15 inches,15 inches
Row 18,12,15 inches,15 inches
Row 19,11,15 inches,15 inches
Row 20,10,10 inches,15 inches
Row 21,13,15 inches,15 inches
Row 22,5,5 inches,15 inches
Row 23,14,15 inches,15 inches
Row 24,8,10 inches,15 inches
Row 25,11,15 inches,15 inches
Row 26,8,10 inches,15 inches
Row 27,14,15 inches,15 inches
Row 28,7,10 inches,15 inches
Row 29,15,15 inches,15 inches
Row 30,8,10 inches,15 inches
Row 31,7,10 inches,15 inches
Row 32,8,10 inches,15 inches
Row 33,7,10 inches,15 inches
Row 34,9,10 inches,15 inches
Row 35,15,15 inches,15 inches
Row 36,9,10 inches,15 inches
Row 37,10,10 inches,15 inches
Row 38,7,10 inches,15 inches
Row 39,8,10 inches,15 inches
Row 40,13,15 inches,15 inches
Row 41,8,10 inches,15 inches
Row 42,12,15 inches,15 inches
Row 43,9,10 inches,15 inches
Row 44,5,5 inches,15 inches
Row 45,14,15 inches,15 inches
Row 46,11,15 inches,15 inches
Row 47,12,15 inches,15 inches
Row 48,8,10 inches,15 inches
Row 49,12,15 inches,15 inches
Row 50,5,5 inches,15 inches
Row 51,5,5 inches,15 inches
Row 52,14,15 inches,15 inches
Row 53,14,15 inches,15 inches
Row 54,10,10 inches,15 inches
Row 55,9,10 inches,15 inches
Row 56,15,15 inches,15 inches
Row 57,11,15 inches,15 inches
Row 58,9,10 inches,15 inches
Row 59,9,10 inches,15 inches
Row 60,10,10 inches,15 inches
Row 61,11,15 inches,15 inches
Row 62,9,10 inches,15 inches
Row 63,9,10 inches,15 inches
Row 64,9,10 inches,15 inches
Row 65,14,15 inches,15 inches
Row 66,6,10 inches,15 inches
Row 67,8,10 inches,15 inches
Row 68,12,15 inches,15 inches
Row 69,15,15 inches,15 inches
Row 70,8,10 inches,15 inches
Row 71,11,15 inches,15 inches
Row 72,14,15 inches,15 inches
Row 73,15,15 inches,15 inches
Row 74,15,15 inches,15 inches
Row 75,14,15 inches,15 inches
Row 76,5,5 inches,15 inches
Row 77,8,10 inches,15 inches
Row 78,11,15 inches,15 inches
Row 79,12,15 inches,15 inches
Row 80,8,10 inches,15 inches
Row 81,12,15 inches,15 inches
Row 82,15,15 inches,15 inches
Row 83,6,10 inches,15 inches
Row 84,7,10 inches,15 inches
Row 85,11,15 inches,15 inches
Row 86,5,5 inches,15 inches
Row 87,11,15 inches,15 inches
Row 88,15,15 inches,15 inches
Row 89,10,10 inches,15 inches
Row 90,6,10 inches,15 inches
Row 91,14,15 inches,15 inches
Row 92,8,10 inches,15 inches
Row 93,11,15 inches,15 inches
Row 94,15,15 inches,15 inches
Row 95,11,15 inches,15 inches
Row 96,9,10 inches,15 inches
Row 97,11,15 inches,15 inches
Row 98,13,15 inches,15 inches
Row 99,14,15 inches,15 inches
Row 100,14,15 inches,15 inches
Row 101,10,10 inches,15 inches
Row 102,6,10 inches,15 inches
Row 103,12,15 inches,15 inches
Row 104,8,10 inches,15 inches
Row 105,10,10 inches,15 inches
Row 106,13,15 inches,15 inches
Row 107,14,15 inches,15 inches
Row 108,7,10 inches,15 inches
Row 109,13,15 inches,15 inches
Row 110,5,5 inches,15 inches
Row 111,11,15 inches,15 inches
Row 112,15,15 inches,15 inches
Row 113,9,10 inches,15 inches
Row 114,6,10 inches,15 inches
Row 115,11,15 inches,15 inches
Row 116,6,10 inches,15 inches
Row 117,7,10 inches,15 inches
Row 118,7,10 inches,15 inches
Row 119,13,15 inches,15 inches
Row 120,14,15 inches,15 inches
Row 121,13,15 inches,15 inches
Row 122,6,10 inches,15 inches
Row 123,8,10 inches,15 inches
Row 124,5,5 inches,15 inches
Row 125,7,10 inches,15 inches
Row 126,14,15 inches,15 inches
Row 127,10,10 inches,15 inches
Row 128,6,10 inches,15 inches
Row 129,8,10 inches,15 inches
Row 130,5,5 inches,15 inches
Row 131,8,10 inches,15 inches
Row 132,7,10 inches,15 inches
Row 133,9,10 inches,15 inches
Row 134,15,15 inches,15 inches
Row 135,12,15 inches,15 inches
Row 136,10,10 inches,15 inches
Row 137,6,10 inches,15 inches
Row 138,7,10 inches,15 inches
Row 139,14,15 inches,15 inches
Row 140,9,10 inches,15 inches
Row 141,11,15 inches,15 inches
Row 142,11,15 inches,15 inches
Row 143,6,10 inches,15 inches
Row 144,5,5 inches,15 inches
Row 145,11,15 inches,15 inches
Row 146,5,5 inches,15 inches
Row 147,7,10 inches,15 inches
Row 148,7,10 inches,15 inches
Row 149,10,10 inches,15 inches
