Row,Number of Houses,Pipe Size,pipe_size
Row 1,12,15 inches,15 inches
Row 2,8,10 inches,15 inches
Row 3,10,10 inches,15 inches
Row 4,9,10 inches,15 inches
Row 5,5,5 inches,15 inches
Row 6,14,15 inches,15 inches
Row 7,8,10 inches,15 inches
Row 8,7,10 inches,15 inches
Row 9,9,10 inches,15 inches
Row 10,13,15 inches,15 inches
Row 11,14,15 inches,15 inches
Row 12,15,15 inches,15 inches
Row 13,15,15 inches,15 inches
Row 14,8,10 inches,15 inches
Row 15,5,5 inches,15 inches
Row 16,8,10 inches,15 inches
Row 17,9,10 inches,15 inches
Row 18,11,15 inches,15 inches
Row 19,8,10 inches,15 inches
Row 20,6,10 inches,15 inches
Row 21,14,15 inches,15 inches
Row 22,9,10 inches,15 inches
Row 23,15,15 inches,15 inches
Row 24,15,15 inches,15 inches
Row 25,11,15 inches,15 inches
Row 26,6,10 inches,15 inches
Row 27,7,10 inches,15 inches
Row 28,5,5 inches,15 inches
Row 29,10,10 inches,15 inches
Row 30,12,15 inches,15 inches
Row 31,10,10 inches,15 inches
Row 32,9,10 inches,15 inches
Row 33,13,15 inches,15 inches
Row 34,6,10 inches,15 inches
Row 35,6,10 inches,15 inches
Row 36,11,15 inches,15 inches
Row 37,11,15 inches,15 inches
Row 38,15,15 inches,15 inches
Row 39,12,15 inches,15 inches
Row 40,12,15 inches,15 inches
Row 41,13,15 inches,15 inches
Row 42,8,10 inches,15 inches
Row 43,10,10 inches,15 inches
Row 44,13,15 inches,15 inches
Row 45,15,15 inches,15 inches
Row 46,14,15 inches,15 inches
Row 47,11,15 inches,15 inches
Row 48,7,10 inches,15 inches
Row 49,7,10 inches,15 inches
Row 50,14,15 inches,15 inches
Row 51,8,10 inches,15 inches
Row 52,11,15 inches,15 inches
Row 53,5,5 inches,15 inches
Row 54,15,15 inches,15 inches
Row 55,6,10 inches,15 inches
Row 56,13,15 inches,15 inches
Row 57,8,10 inches,15 inches
Row 58,5,5 inches,15 inches
Row 59,9,10 inches,15 inches
Row 60,5,5 inches,15 inches
Row 61,9,10 inches,15 inches
Row 62,14,15 inches,15 inches
Row 63,14,15 inches,15 inches
Row 64,13,15 inches,15 inches
Row 65,11,15 inches,15 inches
Row 66,15,15 inches,15 inches
Row 67,10,10 inches,15 inches
Row 68,8,10 inches,15 inches
Row 69,9,10 inches,15 inches
Row 70,9,10 inches,15 inches
Row 71,11,15 inches,15 inches
Row 72,14,15 inches,15 inches
Row 73,9,10 inches,15 inches
Row 74,15,15 inches,15 inches
Row 75,9,10 inches,15 inches
Row 76,12,15 inches,15 inches
Row 77,13,15 inches,15 inches
Row 78,14,15 inches,15 inches
Row 79,13,15 inches,15 inches
Row 80,7,10 inches,15 inches
Row 81,9,10 inches,15 inches
Row 82,9,10 inches,15 inches
Row 83,7,10 inches,15 inches
Row 84,9,10 inches,15 inches
Row 85,9,10 inches,15 inches
Row 86,14,15 inches,15 inches
Row 87,15,15 inches,15 inches
Row 88,5,5 inches,15 inches
Row 89,10,10 inches,15 inches
Row 90,13,15 inches,15 inches
Row 91,10,10 inches,15 inches
Row 92,13,15 inches,15 inches
Row 93,13,15 inches,15 inches
Row 94,12,15 inches,15 inches
Row 95,9,10 inches,15 inches
Row 96,10,10 inches,15 inches
Row 97,11,15 inches,15 inches
Row 98,10,10 inches,15 inches
Row 99,13,15 inches,15 inches
Row 100,12,15 inches,15 inches
Row 101,14,15 inches,15 inches
Row 102,15,15 inches,15 inches
Row 103,13,15 inches,15 inches
Row 104,5,5 inches,15 inches
Row 105,11,15 inches,15 inches
Row 106,14,15 inches,15 inches
Row 107,12,15 inches,15 inches
Row 108,11,15 inches,15 inches
Row 109,15,15 inches,15 inches
Row 110,9,10 inches,15 inches
Row 111,15,15 inches,15 inches
Row 112,15,15 inches,15 inches
Row 113,14,15 inches,15 inches
Row 114,9,10 inches,15 inches
Row 115,9,10 inches,15 inches
Row 116,6,10 inches,15 inches
Row 117,15,15 inches,15 inches
Row 118,10,10 inches,15 inches
Row 119,6,10 inches,15 inches
Row 120,8,10 inches,15 inches
Row 121,8,10 inches,15 inches
Row 122,9,10 inches,15 inches
Row 123,10,10 inches,15 inches
Row 124,10,10 inches,15 inches
Row 125,11,15 inches,15 inches
Row 126,12,15 inches,15 inches
Row 127,9,10 inches,15 inches
Row 128,8,10 inches,15 inches
Row 129,8,10 inches,15 inches
Row 130,14,15 inches,15 inches
Row 131,13,15 inches,15 inches
Row 132,5,5 inches,15 inches
Row 133,15,15 inches,15 inches
Row 134,15,15 inches,15 inches
Row 135,7,10 inches,15 inches
Row 136,6,10 inches,15 inches
Row 137,14,15 inches,15 inches
Row 138,9,10 inches,15 inches
Row 139,12,15 inches,15 inches
