Row,Number of Houses,Pipe Size,pipe_size
Row 1,15,15 inches,15 inches
Row 2,13,15 inches,15 inches
Row 3,9,10 inches,15 inches
Row 4,15,15 inches,15 inches
Row 5,15,15 inches,15 inches
Row 6,8,10 inches,15 inches
Row 7,6,10 inches,15 inches
Row 8,6,10 inches,15 inches
Row 9,14,15 inches,15 inches
Row 10,7,10 inches,15 inches
Row 11,12,15 inches,15 inches
Row 12,5,5 inches,15 inches
Row 13,12,15 inches,15 inches
Row 14,12,15 inches,15 inches
Row 15,5,5 inches,15 inches
Row 16,12,15 inches,15 inches
Row 17,10,10 inches,15 inches
Row 18,5,5 inches,15 inches
Row 19,7,10 inches,15 inches
Row 20,11,15 inches,15 inches
Row 21,14,15 inches,15 inches
Row 22,14,15 inches,15 inches
Row 23,6,10 inches,15 inches
Row 24,7,10 inches,15 inches
Row 25,11,15 inches,15 inches
Row 26,13,15 inches,15 inches
Row 27,7,10 inches,15 inches
Row 28,10,10 inches,15 inches
Row 29,13,15 inches,15 inches
Row 30,6,10 inches,15 inches
Row 31,6,10 inches,15 inches
Row 32,13,15 inches,15 inches
Row 33,12,15 inches,15 inches
Row 34,9,10 inches,15 inches
Row 35,12,15 inches,15 inches
Row 36,11,15 inches,15 inches
Row 37,9,10 inches,15 inches
Row 38,14,15 inches,15 inches
Row 39,5,5 inches,15 inches
Row 40,14,15 inches,15 inches
Row 41,6,10 inches,15 inches
Row 42,9,10 inches,15 inches
Row 43,11,15 inches,15 inches
Row 44,15,15 inches,15 inches
Row 45,7,10 inches,15 inches
Row 46,12,15 inches,15 inches
Row 47,8,10 inches,15 inches
Row 48,15,15 inches,15 inches
Row 49,15,15 inches,15 inches
Row 50,10,10 inches,15 inches
Row 51,11,15 inches,15 inches
Row 52,15,15 inches,15 inches
Row 53,13,15 inches,15 inches
Row 54,13,15 inches,15 inches
Row 55,6,10 inches,15 inches
Row 56,15,15 inches,15 inches
Row 57,9,10 inches,15 inches
Row 58,8,10 inches,15 inches
Row 59,8,10 inches,15 inches
Row 60,6,10 inches,15 inches
Row 61,15,15 inches,15 inches
Row 62,9,10 inches,15 inches
Row 63,14,15 inches,15 inches
Row 64,7,10 inches,15 inches
Row 65,6,10 inches,15 inches
Row 66,5,5 inches,15 inches
Row 67,12,15 inches,15 inches
Row 68,12,15 inches,15 inches
Row 69,14,15 inches,15 inches
Row 70,13,15 inches,15 inches
Row 71,9,10 inches,15 inches
Row 72,10,10 inches,15 inches
Row 73,11,15 inches,15 inches
Row 74,5,5 inches,15 inches
Row 75,8,10 inches,15 inches
Row 76,6,10 inches,15 inches
Row 77,9,10 inches,15 inches
Row 78,11,15 inches,15 inches
Row 79,12,15 inches,15 inches
Row 80,8,10 inches,15 inches
Row 81,11,15 inches,15 inches
Row 82,15,15 inches,15 inches
Row 83,12,15 inches,15 inches
Row 84,5,5 inches,15 inches
Row 85,15,15 inches,15 inches
Row 86,13,15 inches,15 inches
Row 87,7,10 inches,15 inches
Row 88,12,15 inches,15 inches
Row 89,6,10 inches,15 inches
Row 90,10,10 inches,15 inches
Row 91,10,10 inches,15 inches
Row 92,15,15 inches,15 inches
Row 93,15,15 inches,15 inches
Row 94,8,10 inches,15 inches
Row 95,5,5 inches,15 inches
Row 96,6,10 inches,15 inches
Row 97,9,10 inches,15 inches
Row 98,12,15 inches,15 inches
Row 99,6,10 inches,15 inches
Row 100,10,10 inches,15 inches
Row 101,11,15 inches,15 inches
Row 102,5,5 inches,15 inches
Row 103,12,15 inches,15 inches
Row 104,10,10 inches,15 inches
Row 105,5,5 inches,15 inches
Row 106,14,15 inches,15 inches
Row 107,5,5 inches,15 inches
Row 108,12,15 inches,15 inches
Row 109,5,5 inches,15 inches
Row 110,6,10 inches,15 inches
Row 111,11,15 inches,15 inches
Row 112,13,15 inches,15 inches
Row 113,5,5 inches,15 inches
Row 114,12,15 inches,15 inches
Row 115,7,10 inches,15 inches
Row 116,15,15 inches,15 inches
Row 117,12,15 inches,15 inches
Row 118,15,15 inches,15 inches
Row 119,12,15 inches,15 inches
Row 120,12,15 inches,15 inches
Row 121,9,10 inches,15 inches
Row 122,7,10 inches,15 inches
Row 123,9,10 inches,15 inches
Row 124,10,10 inches,15 inches
Row 125,9,10 inches,15 inches
Row 126,10,10 inches,15 inches
Row 127,9,10 inches,15 inches
Row 128,15,15 inches,15 inches
Row 129,11,15 inches,15 inches
Row 130,5,5 inches,15 inches
Row 131,11,15 inches,15 inches
Row 132,11,15 inches,15 inches
Row 133,9,10 inches,15 inches
Row 134,10,10 inches,15 inches
Row 135,9,10 inches,15 inches
Row 136,9,10 inches,15 inches
Row 137,15,15 inches,15 inches
Row 138,14,15 inches,15 inches
Row 139,14,15 inches,15 inches
Row 140,14,15 inches,15 inches
Row 141,9,10 inches,15 inches
Row 142,8,10 inches,15 inches
Row 143,11,15 inches,15 inches
