Row,Number of Houses,Pipe Size
Row 1,8,10 inches
Row 2,5,5 inches
Row 3,9,10 inches
Row 4,11,15 inches
Row 5,5,5 inches
Row 6,14,15 inches
Row 7,5,5 inches
Row 8,11,15 inches
Row 9,5,5 inches
Row 10,15,15 inches
Row 11,8,10 inches
Row 12,14,15 inches
Row 13,14,15 inches
Row 14,13,15 inches
Row 15,8,10 inches
Row 16,15,15 inches
Row 17,13,15 inches
Row 18,11,15 inches
Row 19,10,10 inches
Row 20,15,15 inches
Row 21,9,10 inches
Row 22,15,15 inches
Row 23,13,15 inches
Row 24,15,15 inches
Row 25,11,15 inches
Row 26,11,15 inches
Row 27,8,10 inches
Row 28,9,10 inches
Row 29,6,10 inches
Row 30,11,15 inches
Row 31,5,5 inches
Row 32,5,5 inches
Row 33,12,15 inches
Row 34,7,10 inches
Row 35,8,10 inches
Row 36,13,15 inches
Row 37,9,10 inches
Row 38,10,10 inches
Row 39,5,5 inches
Row 40,8,10 inches
Row 41,5,5 inches
Row 42,11,15 inches
Row 43,11,15 inches
Row 44,11,15 inches
Row 45,9,10 inches
Row 46,8,10 inches
Row 47,10,10 inches
Row 48,13,15 inches
Row 49,10,10 inches
Row 50,15,15 inches
Row 51,10,10 inches
Row 52,12,15 inches
Row 53,8,10 inches
Row 54,7,10 inches
Row 55,12,15 inches
Row 56,12,15 inches
Row 57,7,10 inches
Row 58,12,15 inches
Row 59,14,15 inches
Row 60,6,10 inches
Row 61,11,15 inches
Row 62,10,10 inches
Row 63,11,15 inches
Row 64,12,15 inches
Row 65,15,15 inches
Row 66,12,15 inches
Row 67,9,10 inches
Row 68,14,15 inches
Row 69,13,15 inches
Row 70,12,15 inches
Row 71,6,10 inches
Row 72,13,15 inches
Row 73,7,10 inches
Row 74,8,10 inches
Row 75,15,15 inches
Row 76,7,10 inches
Row 77,7,10 inches
Row 78,13,15 inches
Row 79,10,10 inches
Row 80,12,15 inches
Row 81,9,10 inches
Row 82,6,10 inches
Row 83,10,10 inches
Row 84,13,15 inches
Row 85,14,15 inches
Row 86,14,15 inches
Row 87,7,10 inches
Row 88,15,15 inches
Row 89,14,15 inches
Row 90,12,15 inches
Row 91,7,10 inches
Row 92,15,15 inches
Row 93,11,15 inches
Row 94,12,15 inches
Row 95,7,10 inches
Row 96,5,5 inches
Row 97,14,15 inches
Row 98,11,15 inches
Row 99,6,10 inches
Row 100,15,15 inches
Row 101,14,15 inches
Row 102,13,15 inches
Row 103,6,10 inches
Row 104,15,15 inches
Row 105,5,5 inches
Row 106,12,15 inches
Row 107,12,15 inches
Row 108,7,10 inches
Row 109,13,15 inches
Row 110,13,15 inches
Row 111,10,10 inches
Row 112,6,10 inches
Row 113,15,15 inches
Row 114,12,15 inches
Row 115,8,10 inches
Row 116,10,10 inches
Row 117,12,15 inches
Row 118,11,15 inches
Row 119,13,15 inches
Row 120,7,10 inches
Row 121,8,10 inches
Row 122,11,15 inches
Row 123,9,10 inches
Row 124,15,15 inches
Row 125,13,15 inches
Row 126,12,15 inches
Row 127,7,10 inches
Row 128,14,15 inches
Row 129,12,15 inches
Row 130,5,5 inches
Row 131,15,15 inches
Row 132,11,15 inches
Row 133,11,15 inches
Row 134,9,10 inches
Row 135,10,10 inches
Row 136,13,15 inches
Row 137,5,5 inches
Row 138,14,15 inches
Row 139,7,10 inches
Row 140,6,10 inches
Row 141,8,10 inches
Row 142,11,15 inches
Row 143,11,15 inches
Row 144,5,5 inches
Row 145,5,5 inches
Row 146,12,15 inches
Row 147,6,10 inches
Row 148,5,5 inches
Row 149,9,10 inches
Row 150,5,5 inches
Row 151,8,10 inches
Row 152,15,15 inches
Row 153,7,10 inches
Row 154,11,15 inches
Row 155,15,15 inches
Row 156,7,10 inches
Row 157,14,15 inches
Row 158,12,15 inches
Row 159,5,5 inches
Row 160,9,10 inches
Row 161,11,15 inches
Row 162,10,10 inches
Row 163,7,10 inches
Row 164,8,10 inches
Row 165,10,10 inches
Row 166,9,10 inches
Row 167,15,15 inches
Row 168,14,15 inches
Row 169,8,10 inches
Row 170,7,10 inches
Row 171,5,5 inches
Row 172,11,15 inches
Row 173,10,10 inches
Row 174,7,10 inches
Row 175,14,15 inches
Row 176,15,15 inches
Row 177,15,15 inches
Row 178,9,10 inches
Row 179,12,15 inches
Row 180,7,10 inches
Row 181,13,15 inches
Row 182,8,10 inches
Row 183,13,15 inches
Row 184,8,10 inches
Row 185,5,5 inches
Row 186,5,5 inches
Row 187,11,15 inches
Row 188,9,10 inches
Row 189,7,10 inches
Row 190,7,10 inches
Row 191,11,15 inches
Row 192,6,10 inches
Row 193,15,15 inches
Row 194,14,15 inches
Row 195,8,10 inches
Row 196,5,5 inches
Row 197,13,15 inches
Row 198,10,10 inches
Row 199,10,10 inches
Row 200,6,10 inches
