Row,Number of Houses,Pipe Size
Row 1,5,5 inches
Row 2,13,15 inches
Row 3,9,10 inches
Row 4,12,15 inches
Row 5,13,15 inches
Row 6,5,5 inches
Row 7,10,10 inches
Row 8,5,5 inches
Row 9,10,10 inches
Row 10,5,5 inches
Row 11,7,10 inches
Row 12,11,15 inches
Row 13,9,10 inches
Row 14,11,15 inches
Row 15,9,10 inches
Row 16,6,10 inches
Row 17,7,10 inches
Row 18,8,10 inches
Row 19,11,15 inches
Row 20,8,10 inches
Row 21,8,10 inches
Row 22,8,10 inches
Row 23,10,10 inches
Row 24,11,15 inches
Row 25,9,10 inches
Row 26,7,10 inches
Row 27,6,10 inches
Row 28,15,15 inches
Row 29,13,15 inches
Row 30,7,10 inches
Row 31,5,5 inches
Row 32,14,15 inches
Row 33,8,10 inches
Row 34,7,10 inches
Row 35,13,15 inches
Row 36,8,10 inches
Row 37,6,10 inches
Row 38,12,15 inches
Row 39,15,15 inches
Row 40,12,15 inches
Row 41,7,10 inches
Row 42,13,15 inches
Row 43,11,15 inches
Row 44,13,15 inches
Row 45,6,10 inches
Row 46,10,10 inches
Row 47,8,10 inches
Row 48,8,10 inches
Row 49,9,10 inches
Row 50,15,15 inches
Row 51,14,15 inches
Row 52,10,10 inches
Row 53,8,10 inches
Row 54,15,15 inches
Row 55,6,10 inches
Row 56,14,15 inches
Row 57,9,10 inches
Row 58,13,15 inches
Row 59,14,15 inches
Row 60,5,5 inches
Row 61,12,15 inches
Row 62,14,15 inches
Row 63,11,15 inches
Row 64,8,10 inches
Row 65,6,10 inches
Row 66,14,15 inches
Row 67,12,15 inches
Row 68,14,15 inches
Row 69,8,10 inches
Row 70,9,10 inches
Row 71,12,15 inches
Row 72,14,15 inches
Row 73,8,10 inches
Row 74,11,15 inches
Row 75,7,10 inches
Row 76,15,15 inches
Row 77,5,5 inches
Row 78,10,10 inches
Row 79,15,15 inches
Row 80,13,15 inches
Row 81,11,15 inches
Row 82,8,10 inches
Row 83,11,15 inches
Row 84,11,15 inches
Row 85,15,15 inches
Row 86,13,15 inches
Row 87,13,15 inches
Row 88,14,15 inches
Row 89,10,10 inches
Row 90,15,15 inches
Row 91,13,15 inches
Row 92,12,15 inches
Row 93,13,15 inches
Row 94,9,10 inches
Row 95,12,15 inches
Row 96,9,10 inches
Row 97,14,15 inches
Row 98,5,5 inches
Row 99,13,15 inches
Row 100,9,10 inches
Row 101,6,10 inches
Row 102,6,10 inches
Row 103,5,5 inches
Row 104,12,15 inches
Row 105,9,10 inches
Row 106,11,15 inches
Row 107,8,10 inches
Row 108,12,15 inches
Row 109,10,10 inches
Row 110,11,15 inches
Row 111,13,15 inches
Row 112,6,10 inches
Row 113,11,15 inches
Row 114,5,5 inches
Row 115,9,10 inches
Row 116,5,5 inches
Row 117,13,15 inches
Row 118,10,10 inches
Row 119,14,15 inches
Row 120,7,10 inches
Row 121,13,15 inches
Row 122,12,15 inches
Row 123,9,10 inches
Row 124,13,15 inches
Row 125,11,15 inches
Row 126,5,5 inches
Row 127,11,15 inches
Row 128,14,15 inches
Row 129,8,10 inches
Row 130,14,15 inches
Row 131,9,10 inches
Row 132,15,15 inches
