Row,Number of Houses,Pipe Size
Row 1,6,10 inches
Row 2,11,15 inches
Row 3,10,10 inches
Row 4,15,15 inches
Row 5,12,15 inches
Row 6,12,15 inches
Row 7,14,15 inches
Row 8,8,10 inches
Row 9,14,15 inches
Row 10,8,10 inches
Row 11,11,15 inches
Row 12,7,10 inches
Row 13,8,10 inches
Row 14,13,15 inches
Row 15,10,10 inches
Row 16,8,10 inches
Row 17,5,5 inches
Row 18,9,10 inches
Row 19,15,15 inches
Row 20,7,10 inches
Row 21,8,10 inches
Row 22,14,15 inches
Row 23,5,5 inches
Row 24,7,10 inches
Row 25,11,15 inches
Row 26,9,10 inches
Row 27,9,10 inches
Row 28,15,15 inches
Row 29,12,15 inches
Row 30,7,10 inches
Row 31,9,10 inches
Row 32,15,15 inches
Row 33,14,15 inches
Row 34,15,15 inches
Row 35,10,10 inches
Row 36,7,10 inches
Row 37,6,10 inches
Row 38,5,5 inches
Row 39,5,5 inches
Row 40,8,10 inches
Row 41,11,15 inches
Row 42,12,15 inches
Row 43,5,5 inches
Row 44,12,15 inches
Row 45,9,10 inches
Row 46,15,15 inches
Row 47,5,5 inches
Row 48,14,15 inches
Row 49,12,15 inches
Row 50,13,15 inches
Row 51,6,10 inches
Row 52,9,10 inches
Row 53,10,10 inches
Row 54,13,15 inches
Row 55,5,5 inches
Row 56,12,15 inches
Row 57,5,5 inches
Row 58,7,10 inches
Row 59,12,15 inches
Row 60,9,10 inches
Row 61,13,15 inches
Row 62,13,15 inches
Row 63,11,15 inches
Row 64,13,15 inches
Row 65,12,15 inches
Row 66,13,15 inches
Row 67,6,10 inches
Row 68,5,5 inches
Row 69,10,10 inches
Row 70,10,10 inches
Row 71,11,15 inches
Row 72,6,10 inches
Row 73,12,15 inches
Row 74,8,10 inches
Row 75,11,15 inches
Row 76,12,15 inches
Row 77,8,10 inches
Row 78,9,10 inches
Row 79,11,15 inches
Row 80,12,15 inches
Row 81,9,10 inches
Row 82,7,10 inches
Row 83,13,15 inches
Row 84,11,15 inches
Row 85,5,5 inches
Row 86,7,10 inches
Row 87,15,15 inches
Row 88,5,5 inches
Row 89,5,5 inches
Row 90,11,15 inches
Row 91,13,15 inches
Row 92,11,15 inches
Row 93,11,15 inches
Row 94,10,10 inches
Row 95,8,10 inches
Row 96,6,10 inches
Row 97,7,10 inches
Row 98,5,5 inches
Row 99,11,15 inches
Row 100,14,15 inches
Row 101,13,15 inches
Row 102,15,15 inches
Row 103,14,15 inches
Row 104,12,15 inches
Row 105,12,15 inches
Row 106,11,15 inches
Row 107,13,15 inches
Row 108,14,15 inches
Row 109,5,5 inches
Row 110,7,10 inches
Row 111,10,10 inches
Row 112,11,15 inches
Row 113,12,15 inches
Row 114,15,15 inches
Row 115,14,15 inches
Row 116,12,15 inches
Row 117,9,10 inches
Row 118,9,10 inches
Row 119,15,15 inches
Row 120,8,10 inches
Row 121,6,10 inches
Row 122,14,15 inches
Row 123,6,10 inches
Row 124,11,15 inches
Row 125,15,15 inches
Row 126,14,15 inches
Row 127,7,10 inches
Row 128,11,15 inches
Row 129,14,15 inches
Row 130,8,10 inches
Row 131,11,15 inches
Row 132,7,10 inches
Row 133,13,15 inches
Row 134,14,15 inches
Row 135,14,15 inches
Row 136,14,15 inches
