Row,Number of Houses,Pipe Size
Row 1,13,15 inches
Row 2,11,15 inches
Row 3,14,15 inches
Row 4,8,10 inches
Row 5,6,10 inches
Row 6,7,10 inches
Row 7,5,5 inches
Row 8,9,10 inches
Row 9,14,15 inches
Row 10,8,10 inches
Row 11,13,15 inches
Row 12,5,5 inches
Row 13,11,15 inches
Row 14,7,10 inches
Row 15,7,10 inches
Row 16,13,15 inches
Row 17,11,15 inches
Row 18,13,15 inches
Row 19,14,15 inches
Row 20,13,15 inches
Row 21,14,15 inches
Row 22,13,15 inches
Row 23,7,10 inches
Row 24,6,10 inches
Row 25,8,10 inches
Row 26,14,15 inches
Row 27,9,10 inches
Row 28,14,15 inches
Row 29,10,10 inches
Row 30,13,15 inches
Row 31,7,10 inches
Row 32,13,15 inches
Row 33,5,5 inches
Row 34,13,15 inches
Row 35,6,10 inches
Row 36,9,10 inches
Row 37,9,10 inches
Row 38,8,10 inches
Row 39,8,10 inches
Row 40,11,15 inches
Row 41,9,10 inches
Row 42,10,10 inches
Row 43,8,10 inches
Row 44,8,10 inches
Row 45,10,10 inches
Row 46,5,5 inches
Row 47,5,5 inches
Row 48,7,10 inches
Row 49,11,15 inches
Row 50,15,15 inches
Row 51,7,10 inches
Row 52,12,15 inches
Row 53,7,10 inches
Row 54,8,10 inches
Row 55,8,10 inches
Row 56,15,15 inches
Row 57,5,5 inches
Row 58,15,15 inches
Row 59,5,5 inches
Row 60,13,15 inches
Row 61,7,10 inches
Row 62,11,15 inches
Row 63,11,15 inches
Row 64,14,15 inches
Row 65,11,15 inches
Row 66,6,10 inches
Row 67,6,10 inches
Row 68,13,15 inches
Row 69,6,10 inches
Row 70,8,10 inches
Row 71,15,15 inches
Row 72,12,15 inches
Row 73,12,15 inches
Row 74,5,5 inches
Row 75,10,10 inches
Row 76,6,10 inches
Row 77,13,15 inches
Row 78,13,15 inches
Row 79,10,10 inches
Row 80,6,10 inches
Row 81,13,15 inches
Row 82,11,15 inches
Row 83,15,15 inches
Row 84,9,10 inches
Row 85,11,15 inches
Row 86,13,15 inches
Row 87,8,10 inches
Row 88,13,15 inches
Row 89,12,15 inches
Row 90,9,10 inches
Row 91,5,5 inches
Row 92,5,5 inches
Row 93,8,10 inches
Row 94,13,15 inches
Row 95,5,5 inches
Row 96,14,15 inches
Row 97,8,10 inches
Row 98,14,15 inches
Row 99,6,10 inches
Row 100,10,10 inches
Row 101,10,10 inches
Row 102,14,15 inches
Row 103,11,15 inches
Row 104,5,5 inches
Row 105,10,10 inches
Row 106,14,15 inches
Row 107,5,5 inches
Row 108,8,10 inches
Row 109,12,15 inches
Row 110,7,10 inches
Row 111,7,10 inches
Row 112,11,15 inches
Row 113,11,15 inches
Row 114,7,10 inches
Row 115,5,5 inches
Row 116,9,10 inches
Row 117,11,15 inches
Row 118,10,10 inches
Row 119,15,15 inches
Row 120,12,15 inches
Row 121,12,15 inches
Row 122,14,15 inches
Row 123,13,15 inches
Row 124,12,15 inches
Row 125,6,10 inches
Row 126,6,10 inches
Row 127,7,10 inches
Row 128,10,10 inches
Row 129,5,5 inches
Row 130,14,15 inches
Row 131,5,5 inches
Row 132,5,5 inches
Row 133,8,10 inches
