Row,Number of Houses,Pipe Size
Row 1,14,15 inches
Row 2,13,15 inches
Row 3,13,15 inches
Row 4,7,10 inches
Row 5,15,15 inches
Row 6,14,15 inches
Row 7,10,10 inches
Row 8,5,5 inches
Row 9,6,10 inches
Row 10,14,15 inches
Row 11,11,15 inches
Row 12,12,15 inches
Row 13,15,15 inches
Row 14,12,15 inches
Row 15,9,10 inches
Row 16,11,15 inches
Row 17,8,10 inches
Row 18,12,15 inches
Row 19,5,5 inches
Row 20,9,10 inches
Row 21,10,10 inches
Row 22,10,10 inches
Row 23,5,5 inches
Row 24,9,10 inches
Row 25,14,15 inches
Row 26,8,10 inches
Row 27,13,15 inches
Row 28,11,15 inches
Row 29,11,15 inches
Row 30,12,15 inches
Row 31,10,10 inches
Row 32,9,10 inches
Row 33,12,15 inches
Row 34,7,10 inches
Row 35,8,10 inches
Row 36,14,15 inches
Row 37,11,15 inches
Row 38,14,15 inches
Row 39,13,15 inches
Row 40,12,15 inches
Row 41,9,10 inches
Row 42,6,10 inches
Row 43,8,10 inches
Row 44,9,10 inches
Row 45,15,15 inches
Row 46,12,15 inches
Row 47,13,15 inches
Row 48,11,15 inches
Row 49,12,15 inches
Row 50,8,10 inches
Row 51,7,10 inches
Row 52,6,10 inches
Row 53,5,5 inches
Row 54,12,15 inches
Row 55,5,5 inches
Row 56,7,10 inches
Row 57,12,15 inches
Row 58,10,10 inches
Row 59,14,15 inches
Row 60,10,10 inches
Row 61,14,15 inches
Row 62,11,15 inches
Row 63,7,10 inches
Row 64,10,10 inches
Row 65,12,15 inches
Row 66,12,15 inches
Row 67,12,15 inches
Row 68,9,10 inches
Row 69,12,15 inches
Row 70,11,15 inches
Row 71,5,5 inches
Row 72,11,15 inches
Row 73,12,15 inches
Row 74,5,5 inches
Row 75,10,10 inches
Row 76,5,5 inches
Row 77,13,15 inches
Row 78,11,15 inches
Row 79,5,5 inches
Row 80,9,10 inches
Row 81,10,10 inches
Row 82,14,15 inches
Row 83,14,15 inches
Row 84,10,10 inches
Row 85,12,15 inches
Row 86,15,15 inches
Row 87,7,10 inches
Row 88,12,15 inches
Row 89,10,10 inches
Row 90,5,5 inches
Row 91,15,15 inches
Row 92,15,15 inches
Row 93,9,10 inches
Row 94,10,10 inches
Row 95,10,10 inches
Row 96,11,15 inches
Row 97,8,10 inches
Row 98,13,15 inches
Row 99,10,10 inches
Row 100,11,15 inches
Row 101,9,10 inches
Row 102,9,10 inches
Row 103,13,15 inches
Row 104,7,10 inches
Row 105,5,5 inches
Row 106,5,5 inches
Row 107,8,10 inches
Row 108,10,10 inches
Row 109,12,15 inches
Row 110,11,15 inches
Row 111,8,10 inches
Row 112,11,15 inches
Row 113,12,15 inches
Row 114,14,15 inches
Row 115,11,15 inches
Row 116,12,15 inches
Row 117,6,10 inches
Row 118,7,10 inches
Row 119,5,5 inches
Row 120,5,5 inches
Row 121,13,15 inches
Row 122,11,15 inches
Row 123,7,10 inches
Row 124,15,15 inches
Row 125,15,15 inches
Row 126,15,15 inches
Row 127,11,15 inches
Row 128,5,5 inches
Row 129,6,10 inches
Row 130,11,15 inches
Row 131,12,15 inches
Row 132,11,15 inches
Row 133,7,10 inches
Row 134,14,15 inches
Row 135,5,5 inches
Row 136,6,10 inches
Row 137,8,10 inches
Row 138,9,10 inches
Row 139,9,10 inches
Row 140,11,15 inches
Row 141,15,15 inches
Row 142,13,15 inches
Row 143,14,15 inches
Row 144,6,10 inches
Row 145,8,10 inches
Row 146,8,10 inches
Row 147,7,10 inches
Row 148,15,15 inches
Row 149,5,5 inches
Row 150,14,15 inches
Row 151,8,10 inches
Row 152,5,5 inches
Row 153,15,15 inches
Row 154,11,15 inches
Row 155,10,10 inches
Row 156,5,5 inches
Row 157,6,10 inches
Row 158,5,5 inches
Row 159,6,10 inches
Row 160,9,10 inches
Row 161,6,10 inches
Row 162,14,15 inches
Row 163,11,15 inches
