Row,Number of Houses,Pipe Size
Row 1,13,15 inches
Row 2,9,10 inches
Row 3,5,5 inches
Row 4,13,15 inches
Row 5,11,15 inches
Row 6,15,15 inches
Row 7,7,10 inches
Row 8,12,15 inches
Row 9,12,15 inches
Row 10,14,15 inches
Row 11,6,10 inches
Row 12,11,15 inches
Row 13,11,15 inches
Row 14,15,15 inches
Row 15,9,10 inches
Row 16,11,15 inches
Row 17,13,15 inches
Row 18,12,15 inches
Row 19,12,15 inches
Row 20,12,15 inches
Row 21,14,15 inches
Row 22,15,15 inches
Row 23,5,5 inches
Row 24,11,15 inches
Row 25,13,15 inches
Row 26,12,15 inches
Row 27,6,10 inches
Row 28,7,10 inches
Row 29,15,15 inches
Row 30,14,15 inches
Row 31,9,10 inches
Row 32,7,10 inches
Row 33,12,15 inches
Row 34,15,15 inches
Row 35,15,15 inches
Row 36,8,10 inches
Row 37,10,10 inches
Row 38,14,15 inches
Row 39,8,10 inches
Row 40,13,15 inches
Row 41,9,10 inches
Row 42,7,10 inches
Row 43,11,15 inches
Row 44,14,15 inches
Row 45,7,10 inches
Row 46,15,15 inches
Row 47,8,10 inches
Row 48,10,10 inches
Row 49,15,15 inches
Row 50,14,15 inches
Row 51,11,15 inches
Row 52,8,10 inches
Row 53,9,10 inches
Row 54,13,15 inches
Row 55,12,15 inches
Row 56,9,10 inches
Row 57,6,10 inches
Row 58,7,10 inches
Row 59,13,15 inches
Row 60,12,15 inches
Row 61,12,15 inches
Row 62,6,10 inches
Row 63,14,15 inches
Row 64,14,15 inches
Row 65,6,10 inches
Row 66,15,15 inches
Row 67,15,15 inches
Row 68,14,15 inches
Row 69,14,15 inches
Row 70,8,10 inches
Row 71,5,5 inches
Row 72,12,15 inches
Row 73,9,10 inches
Row 74,13,15 inches
Row 75,11,15 inches
Row 76,7,10 inches
Row 77,12,15 inches
Row 78,5,5 inches
Row 79,15,15 inches
Row 80,10,10 inches
Row 81,12,15 inches
Row 82,13,15 inches
Row 83,7,10 inches
Row 84,8,10 inches
Row 85,13,15 inches
Row 86,14,15 inches
Row 87,7,10 inches
Row 88,8,10 inches
Row 89,11,15 inches
Row 90,14,15 inches
Row 91,14,15 inches
Row 92,5,5 inches
Row 93,13,15 inches
Row 94,7,10 inches
Row 95,6,10 inches
Row 96,15,15 inches
Row 97,10,10 inches
Row 98,15,15 inches
Row 99,14,15 inches
Row 100,14,15 inches
Row 101,5,5 inches
Row 102,14,15 inches
Row 103,10,10 inches
Row 104,5,5 inches
Row 105,7,10 inches
Row 106,7,10 inches
Row 107,11,15 inches
Row 108,10,10 inches
Row 109,8,10 inches
Row 110,9,10 inches
Row 111,11,15 inches
Row 112,10,10 inches
