Row,Number of Houses,Pipe Size
Row 1,11,15 inches
Row 2,9,10 inches
Row 3,5,5 inches
Row 4,6,10 inches
Row 5,14,15 inches
Row 6,13,15 inches
Row 7,11,15 inches
Row 8,6,10 inches
Row 9,5,5 inches
Row 10,5,5 inches
Row 11,5,5 inches
Row 12,12,15 inches
Row 13,14,15 inches
Row 14,14,15 inches
Row 15,14,15 inches
Row 16,13,15 inches
Row 17,12,15 inches
Row 18,9,10 inches
Row 19,15,15 inches
Row 20,8,10 inches
Row 21,15,15 inches
Row 22,6,10 inches
Row 23,12,15 inches
Row 24,8,10 inches
Row 25,5,5 inches
Row 26,14,15 inches
Row 27,15,15 inches
Row 28,10,10 inches
Row 29,8,10 inches
Row 30,11,15 inches
Row 31,8,10 inches
Row 32,13,15 inches
Row 33,13,15 inches
Row 34,15,15 inches
Row 35,11,15 inches
Row 36,12,15 inches
Row 37,11,15 inches
Row 38,5,5 inches
Row 39,8,10 inches
Row 40,12,15 inches
Row 41,15,15 inches
Row 42,13,15 inches
Row 43,13,15 inches
Row 44,12,15 inches
Row 45,12,15 inches
Row 46,15,15 inches
Row 47,6,10 inches
Row 48,8,10 inches
Row 49,7,10 inches
Row 50,12,15 inches
Row 51,8,10 inches
Row 52,15,15 inches
Row 53,12,15 inches
Row 54,5,5 inches
Row 55,7,10 inches
Row 56,9,10 inches
Row 57,12,15 inches
Row 58,10,10 inches
Row 59,6,10 inches
Row 60,14,15 inches
Row 61,7,10 inches
Row 62,12,15 inches
Row 63,12,15 inches
Row 64,8,10 inches
Row 65,13,15 inches
Row 66,13,15 inches
Row 67,7,10 inches
Row 68,5,5 inches
Row 69,12,15 inches
Row 70,14,15 inches
Row 71,8,10 inches
Row 72,9,10 inches
Row 73,7,10 inches
Row 74,14,15 inches
Row 75,7,10 inches
Row 76,6,10 inches
Row 77,7,10 inches
Row 78,11,15 inches
Row 79,10,10 inches
Row 80,7,10 inches
Row 81,10,10 inches
Row 82,5,5 inches
Row 83,13,15 inches
Row 84,6,10 inches
Row 85,11,15 inches
Row 86,5,5 inches
Row 87,6,10 inches
Row 88,13,15 inches
Row 89,11,15 inches
Row 90,10,10 inches
Row 91,7,10 inches
Row 92,8,10 inches
Row 93,11,15 inches
Row 94,11,15 inches
Row 95,15,15 inches
Row 96,8,10 inches
Row 97,14,15 inches
Row 98,14,15 inches
Row 99,10,10 inches
Row 100,13,15 inches
Row 101,6,10 inches
Row 102,8,10 inches
Row 103,12,15 inches
Row 104,15,15 inches
Row 105,7,10 inches
Row 106,5,5 inches
Row 107,8,10 inches
Row 108,12,15 inches
Row 109,15,15 inches
Row 110,12,15 inches
Row 111,13,15 inches
Row 112,5,5 inches
Row 113,13,15 inches
Row 114,13,15 inches
Row 115,10,10 inches
Row 116,10,10 inches
Row 117,15,15 inches
Row 118,8,10 inches
Row 119,12,15 inches
Row 120,13,15 inches
Row 121,6,10 inches
Row 122,9,10 inches
Row 123,8,10 inches
Row 124,5,5 inches
