Row,Number of Houses,Pipe Size,pipe_size
Row 1,8,10 inches,15 inches
Row 2,8,10 inches,15 inches
Row 3,15,15 inches,15 inches
Row 4,8,10 inches,15 inches
Row 5,8,10 inches,15 inches
Row 6,10,10 inches,15 inches
Row 7,9,10 inches,15 inches
Row 8,6,10 inches,15 inches
Row 9,9,10 inches,15 inches
Row 10,12,15 inches,15 inches
Row 11,9,10 inches,15 inches
Row 12,10,10 inches,15 inches
Row 13,15,15 inches,15 inches
Row 14,9,10 inches,15 inches
Row 15,7,10 inches,15 inches
Row 16,8,10 inches,15 inches
Row 17,10,10 inches,15 inches
Row 18,12,15 inches,15 inches
Row 19,9,10 inches,15 inches
Row 20,9,10 inches,15 inches
Row 21,8,10 inches,15 inches
Row 22,11,15 inches,15 inches
Row 23,15,15 inches,15 inches
Row 24,9,10 inches,15 inches
Row 25,10,10 inches,15 inches
Row 26,11,15 inches,15 inches
Row 27,6,10 inches,15 inches
Row 28,6,10 inches,15 inches
Row 29,11,15 inches,15 inches
Row 30,5,5 inches,15 inches
Row 31,9,10 inches,15 inches
Row 32,7,10 inches,15 inches
Row 33,5,5 inches,15 inches
Row 34,15,15 inches,15 inches
Row 35,12,15 inches,15 inches
Row 36,13,15 inches,15 inches
Row 37,9,10 inches,15 inches
Row 38,6,10 inches,15 inches
Row 39,15,15 inches,15 inches
Row 40,9,10 inches,15 inches
Row 41,11,15 inches,15 inches
Row 42,10,10 inches,15 inches
Row 43,14,15 inches,15 inches
Row 44,5,5 inches,15 inches
Row 45,13,15 inches,15 inches
Row 46,14,15 inches,15 inches
Row 47,8,10 inches,15 inches
Row 48,11,15 inches,15 inches
Row 49,13,15 inches,15 inches
Row 50,8,10 inches,15 inches
Row 51,15,15 inches,15 inches
Row 52,12,15 inches,15 inches
Row 53,10,10 inches,15 inches
Row 54,12,15 inches,15 inches
Row 55,13,15 inches,15 inches
Row 56,10,10 inches,15 inches
Row 57,12,15 inches,15 inches
Row 58,7,10 inches,15 inches
Row 59,14,15 inches,15 inches
Row 60,10,10 inches,15 inches
Row 61,12,15 inches,15 inches
Row 62,11,15 inches,15 inches
Row 63,9,10 inches,15 inches
Row 64,6,10 inches,15 inches
Row 65,13,15 inches,15 inches
Row 66,7,10 inches,15 inches
Row 67,11,15 inches,15 inches
Row 68,7,10 inches,15 inches
Row 69,15,15 inches,15 inches
Row 70,9,10 inches,15 inches
Row 71,6,10 inches,15 inches
Row 72,5,5 inches,15 inches
Row 73,6,10 inches,15 inches
Row 74,12,15 inches,15 inches
Row 75,13,15 inches,15 inches
Row 76,10,10 inches,15 inches
Row 77,15,15 inches,15 inches
Row 78,9,10 inches,15 inches
Row 79,15,15 inches,15 inches
Row 80,7,10 inches,15 inches
Row 81,15,15 inches,15 inches
Row 82,5,5 inches,15 inches
Row 83,14,15 inches,15 inches
Row 84,14,15 inches,15 inches
Row 85,15,15 inches,15 inches
Row 86,13,15 inches,15 inches
Row 87,11,15 inches,15 inches
Row 88,5,5 inches,15 inches
Row 89,9,10 inches,15 inches
Row 90,6,10 inches,15 inches
Row 91,9,10 inches,15 inches
Row 92,6,10 inches,15 inches
Row 93,13,15 inches,15 inches
Row 94,5,5 inches,15 inches
Row 95,13,15 inches,15 inches
Row 96,9,10 inches,15 inches
Row 97,12,15 inches,15 inches
Row 98,13,15 inches,15 inches
Row 99,14,15 inches,15 inches
Row 100,7,10 inches,15 inches
Row 101,15,15 inches,15 inches
Row 102,14,15 inches,15 inches
Row 103,11,15 inches,15 inches
Row 104,8,10 inches,15 inches
Row 105,5,5 inches,15 inches
Row 106,15,15 inches,15 inches
Row 107,12,15 inches,15 inches
Row 108,11,15 inches,15 inches
Row 109,5,5 inches,15 inches
Row 110,7,10 inches,15 inches
Row 111,10,10 inches,15 inches
Row 112,10,10 inches,15 inches
Row 113,7,10 inches,15 inches
Row 114,15,15 inches,15 inches
Row 115,13,15 inches,15 inches
Row 116,14,15 inches,15 inches
Row 117,8,10 inches,15 inches
Row 118,9,10 inches,15 inches
Row 119,7,10 inches,15 inches
Row 120,12,15 inches,15 inches
Row 121,13,15 inches,15 inches
Row 122,9,10 inches,15 inches
Row 123,5,5 inches,15 inches
Row 124,11,15 inches,15 inches
Row 125,9,10 inches,15 inches
Row 126,14,15 inches,15 inches
Row 127,12,15 inches,15 inches
Row 128,7,10 inches,15 inches
Row 129,13,15 inches,15 inches
Row 130,8,10 inches,15 inches
Row 131,15,15 inches,15 inches
Row 132,13,15 inches,15 inches
Row 133,6,10 inches,15 inches
Row 134,9,10 inches,15 inches
Row 135,15,15 inches,15 inches
Row 136,13,15 inches,15 inches
Row 137,6,10 inches,15 inches
Row 138,10,10 inches,15 inches
Row 139,10,10 inches,15 inches
Row 140,15,15 inches,15 inches
Row 141,8,10 inches,15 inches
Row 142,14,15 inches,15 inches
Row 143,7,10 inches,15 inches
Row 144,5,5 inches,15 inches
Row 145,8,10 inches,15 inches
Row 146,6,10 inches,15 inches
Row 147,6,10 inches,15 inches
Row 148,7,10 inches,15 inches
Row 149,10,10 inches,15 inches
Row 150,15,15 inches,15 inches
Row 151,11,15 inches,15 inches
Row 152,14,15 inches,15 inches
Row 153,8,10 inches,15 inches
Row 154,15,15 inches,15 inches
Row 155,13,15 inches,15 inches
Row 156,7,10 inches,15 inches
Row 157,8,10 inches,15 inches
Row 158,11,15 inches,15 inches
Row 159,6,10 inches,15 inches
Row 160,11,15 inches,15 inches
Row 161,7,10 inches,15 inches
Row 162,6,10 inches,15 inches
Row 163,8,10 inches,15 inches
Row 164,10,10 inches,15 inches
Row 165,5,5 inches,15 inches
Row 166,9,10 inches,15 inches
Row 167,8,10 inches,15 inches
Row 168,8,10 inches,15 inches
Row 169,8,10 inches,15 inches
Row 170,15,15 inches,15 inches
Row 171,5,5 inches,15 inches
Row 172,11,15 inches,15 inches
Row 173,7,10 inches,15 inches
Row 174,13,15 inches,15 inches
Row 175,10,10 inches,15 inches
Row 176,5,5 inches,15 inches
Row 177,9,10 inches,15 inches
Row 178,10,10 inches,15 inches
Row 179,7,10 inches,15 inches
Row 180,8,10 inches,15 inches
Row 181,9,10 inches,15 inches
Row 182,9,10 inches,15 inches
Row 183,5,5 inches,15 inches
Row 184,11,15 inches,15 inches
Row 185,10,10 inches,15 inches
Row 186,11,15 inches,15 inches
Row 187,8,10 inches,15 inches
Row 188,10,10 inches,15 inches
Row 189,12,15 inches,15 inches
Row 190,8,10 inches,15 inches
Row 191,6,10 inches,15 inches
Row 192,8,10 inches,15 inches
Row 193,13,15 inches,15 inches
Row 194,6,10 inches,15 inches
Row 195,14,15 inches,15 inches
Row 196,14,15 inches,15 inches
Row 197,14,15 inches,15 inches
Row 198,5,5 inches,15 inches
