Row,Number of Houses,Pipe Size,pipe_size
Row 1,13,15 inches,15 inches
Row 2,7,10 inches,15 inches
Row 3,5,5 inches,15 inches
Row 4,9,10 inches,15 inches
Row 5,8,10 inches,15 inches
Row 6,8,10 inches,15 inches
Row 7,13,15 inches,15 inches
Row 8,15,15 inches,15 inches
Row 9,8,10 inches,15 inches
Row 10,8,10 inches,15 inches
Row 11,8,10 inches,15 inches
Row 12,7,10 inches,15 inches
Row 13,10,10 inches,15 inches
Row 14,10,10 inches,15 inches
Row 15,5,5 inches,15 inches
Row 16,5,5 inches,15 inches
Row 17,10,10 inches,15 inches
Row 18,10,10 inches,15 inches
Row 19,7,10 inches,15 inches
Row 20,11,15 inches,15 inches
Row 21,12,15 inches,15 inches
Row 22,7,10 inches,15 inches
Row 23,13,15 inches,15 inches
Row 24,10,10 inches,15 inches
Row 25,7,10 inches,15 inches
Row 26,7,10 inches,15 inches
Row 27,14,15 inches,15 inches
Row 28,9,10 inches,15 inches
Row 29,15,15 inches,15 inches
Row 30,15,15 inches,15 inches
Row 31,7,10 inches,15 inches
Row 32,15,15 inches,15 inches
Row 33,6,10 inches,15 inches
Row 34,10,10 inches,15 inches
Row 35,15,15 inches,15 inches
Row 36,5,5 inches,15 inches
Row 37,9,10 inches,15 inches
Row 38,12,15 inches,15 inches
Row 39,15,15 inches,15 inches
Row 40,5,5 inches,15 inches
Row 41,10,10 inches,15 inches
Row 42,7,10 inches,15 inches
Row 43,7,10 inches,15 inches
Row 44,5,5 inches,15 inches
Row 45,5,5 inches,15 inches
Row 46,11,15 inches,15 inches
Row 47,8,10 inches,15 inches
Row 48,10,10 inches,15 inches
Row 49,5,5 inches,15 inches
Row 50,7,10 inches,15 inches
Row 51,13,15 inches,15 inches
Row 52,11,15 inches,15 inches
Row 53,14,15 inches,15 inches
Row 54,5,5 inches,15 inches
Row 55,12,15 inches,15 inches
Row 56,5,5 inches,15 inches
Row 57,6,10 inches,15 inches
Row 58,9,10 inches,15 inches
Row 59,5,5 inches,15 inches
Row 60,14,15 inches,15 inches
Row 61,5,5 inches,15 inches
Row 62,14,15 inches,15 inches
Row 63,6,10 inches,15 inches
Row 64,15,15 inches,15 inches
Row 65,15,15 inches,15 inches
Row 66,9,10 inches,15 inches
Row 67,6,10 inches,15 inches
Row 68,5,5 inches,15 inches
Row 69,11,15 inches,15 inches
Row 70,11,15 inches,15 inches
Row 71,15,15 inches,15 inches
Row 72,15,15 inches,15 inches
Row 73,8,10 inches,15 inches
Row 74,6,10 inches,15 inches
Row 75,6,10 inches,15 inches
Row 76,14,15 inches,15 inches
Row 77,12,15 inches,15 inches
Row 78,13,15 inches,15 inches
Row 79,12,15 inches,15 inches
Row 80,6,10 inches,15 inches
Row 81,7,10 inches,15 inches
Row 82,8,10 inches,15 inches
Row 83,11,15 inches,15 inches
Row 84,12,15 inches,15 inches
Row 85,15,15 inches,15 inches
Row 86,13,15 inches,15 inches
Row 87,8,10 inches,15 inches
Row 88,13,15 inches,15 inches
Row 89,10,10 inches,15 inches
Row 90,8,10 inches,15 inches
Row 91,13,15 inches,15 inches
Row 92,5,5 inches,15 inches
Row 93,13,15 inches,15 inches
Row 94,14,15 inches,15 inches
Row 95,13,15 inches,15 inches
Row 96,5,5 inches,15 inches
Row 97,9,10 inches,15 inches
Row 98,10,10 inches,15 inches
Row 99,10,10 inches,15 inches
Row 100,10,10 inches,15 inches
Row 101,9,10 inches,15 inches
Row 102,12,15 inches,15 inches
Row 103,11,15 inches,15 inches
Row 104,13,15 inches,15 inches
Row 105,12,15 inches,15 inches
Row 106,7,10 inches,15 inches
Row 107,13,15 inches,15 inches
Row 108,7,10 inches,15 inches
Row 109,5,5 inches,15 inches
Row 110,12,15 inches,15 inches
Row 111,14,15 inches,15 inches
Row 112,8,10 inches,15 inches
Row 113,6,10 inches,15 inches
Row 114,9,10 inches,15 inches
Row 115,8,10 inches,15 inches
Row 116,13,15 inches,15 inches
Row 117,10,10 inches,15 inches
Row 118,12,15 inches,15 inches
Row 119,10,10 inches,15 inches
Row 120,5,5 inches,15 inches
Row 121,8,10 inches,15 inches
Row 122,9,10 inches,15 inches
Row 123,5,5 inches,15 inches
Row 124,15,15 inches,15 inches
Row 125,8,10 inches,15 inches
Row 126,5,5 inches,15 inches
Row 127,10,10 inches,15 inches
Row 128,13,15 inches,15 inches
Row 129,14,15 inches,15 inches
Row 130,6,10 inches,15 inches
