Row,Number of Houses,Pipe Size
Row 1,7,10 inches
Row 2,10,10 inches
Row 3,13,15 inches
Row 4,9,10 inches
Row 5,7,10 inches
Row 6,5,5 inches
Row 7,11,15 inches
Row 8,8,10 inches
Row 9,9,10 inches
Row 10,7,10 inches
Row 11,11,15 inches
Row 12,5,5 inches
Row 13,14,15 inches
Row 14,9,10 inches
Row 15,10,10 inches
Row 16,15,15 inches
Row 17,10,10 inches
Row 18,10,10 inches
Row 19,5,5 inches
Row 20,10,10 inches
Row 21,14,15 inches
Row 22,13,15 inches
Row 23,7,10 inches
Row 24,8,10 inches
Row 25,12,15 inches
Row 26,15,15 inches
Row 27,11,15 inches
Row 28,6,10 inches
Row 29,14,15 inches
Row 30,11,15 inches
Row 31,5,5 inches
Row 32,8,10 inches
Row 33,7,10 inches
Row 34,5,5 inches
Row 35,12,15 inches
Row 36,6,10 inches
Row 37,5,5 inches
Row 38,5,5 inches
Row 39,15,15 inches
Row 40,7,10 inches
Row 41,5,5 inches
Row 42,14,15 inches
Row 43,11,15 inches
Row 44,11,15 inches
Row 45,13,15 inches
Row 46,12,15 inches
Row 47,15,15 inches
Row 48,12,15 inches
Row 49,5,5 inches
Row 50,15,15 inches
Row 51,11,15 inches
Row 52,6,10 inches
Row 53,14,15 inches
Row 54,8,10 inches
Row 55,12,15 inches
Row 56,8,10 inches
Row 57,11,15 inches
Row 58,5,5 inches
Row 59,5,5 inches
Row 60,12,15 inches
Row 61,5,5 inches
Row 62,6,10 inches
Row 63,5,5 inches
Row 64,15,15 inches
Row 65,13,15 inches
Row 66,9,10 inches
Row 67,6,10 inches
Row 68,5,5 inches
Row 69,12,15 inches
Row 70,11,15 inches
Row 71,5,5 inches
Row 72,11,15 inches
Row 73,8,10 inches
Row 74,14,15 inches
Row 75,15,15 inches
Row 76,9,10 inches
Row 77,13,15 inches
Row 78,14,15 inches
Row 79,15,15 inches
Row 80,12,15 inches
Row 81,7,10 inches
Row 82,14,15 inches
Row 83,10,10 inches
Row 84,5,5 inches
Row 85,5,5 inches
Row 86,9,10 inches
Row 87,6,10 inches
Row 88,12,15 inches
Row 89,13,15 inches
Row 90,10,10 inches
Row 91,7,10 inches
Row 92,12,15 inches
Row 93,13,15 inches
Row 94,11,15 inches
Row 95,15,15 inches
Row 96,11,15 inches
Row 97,8,10 inches
Row 98,9,10 inches
Row 99,9,10 inches
Row 100,10,10 inches
Row 101,6,10 inches
Row 102,15,15 inches
Row 103,6,10 inches
Row 104,10,10 inches
Row 105,5,5 inches
Row 106,7,10 inches
Row 107,7,10 inches
Row 108,6,10 inches
Row 109,13,15 inches
Row 110,9,10 inches
Row 111,9,10 inches
Row 112,7,10 inches
Row 113,13,15 inches
Row 114,6,10 inches
Row 115,5,5 inches
Row 116,13,15 inches
Row 117,13,15 inches
Row 118,12,15 inches
Row 119,5,5 inches
Row 120,15,15 inches
Row 121,11,15 inches
Row 122,14,15 inches
Row 123,15,15 inches
Row 124,13,15 inches
Row 125,12,15 inches
Row 126,9,10 inches
Row 127,8,10 inches
Row 128,11,15 inches
Row 129,9,10 inches
Row 130,14,15 inches
Row 131,9,10 inches
Row 132,14,15 inches
Row 133,13,15 inches
Row 134,15,15 inches
Row 135,8,10 inches
Row 136,6,10 inches
Row 137,15,15 inches
Row 138,5,5 inches
Row 139,6,10 inches
Row 140,12,15 inches
Row 141,14,15 inches
Row 142,6,10 inches
Row 143,8,10 inches
Row 144,6,10 inches
Row 145,11,15 inches
Row 146,13,15 inches
Row 147,12,15 inches
Row 148,7,10 inches
Row 149,6,10 inches
Row 150,12,15 inches
Row 151,8,10 inches
Row 152,5,5 inches
Row 153,9,10 inches
Row 154,11,15 inches
Row 155,9,10 inches
Row 156,10,10 inches
Row 157,11,15 inches
Row 158,8,10 inches
Row 159,7,10 inches
Row 160,9,10 inches
Row 161,6,10 inches
Row 162,10,10 inches
Row 163,6,10 inches
Row 164,8,10 inches
Row 165,8,10 inches
Row 166,12,15 inches
Row 167,9,10 inches
Row 168,10,10 inches
Row 169,14,15 inches
Row 170,7,10 inches
Row 171,11,15 inches
Row 172,6,10 inches
Row 173,8,10 inches
Row 174,14,15 inches
Row 175,10,10 inches
Row 176,5,5 inches
Row 177,12,15 inches
Row 178,5,5 inches
Row 179,8,10 inches
Row 180,6,10 inches
Row 181,6,10 inches
Row 182,8,10 inches
Row 183,7,10 inches
Row 184,9,10 inches
Row 185,12,15 inches
Row 186,10,10 inches
Row 187,7,10 inches
Row 188,15,15 inches
Row 189,5,5 inches
Row 190,10,10 inches
Row 191,11,15 inches
Row 192,6,10 inches
Row 193,9,10 inches
Row 194,8,10 inches
Row 195,15,15 inches
Row 196,13,15 inches
