Row,Number of Houses,Pipe Size,pipe_size
Row 1,15,15 inches,15 inches
Row 2,13,15 inches,15 inches
Row 3,14,15 inches,15 inches
Row 4,12,15 inches,15 inches
Row 5,15,15 inches,15 inches
Row 6,15,15 inches,15 inches
Row 7,8,10 inches,15 inches
Row 8,11,15 inches,15 inches
Row 9,10,10 inches,15 inches
Row 10,8,10 inches,15 inches
Row 11,9,10 inches,15 inches
Row 12,8,10 inches,15 inches
Row 13,8,10 inches,15 inches
Row 14,11,15 inches,15 inches
Row 15,9,10 inches,15 inches
Row 16,10,10 inches,15 inches
Row 17,5,5 inches,15 inches
Row 18,9,10 inches,15 inches
Row 19,11,15 inches,15 inches
Row 20,5,5 inches,15 inches
Row 21,7,10 inches,15 inches
Row 22,13,15 inches,15 inches
Row 23,8,10 inches,15 inches
Row 24,10,10 inches,15 inches
Row 25,7,10 inches,15 inches
Row 26,13,15 inches,15 inches
Row 27,7,10 inches,15 inches
Row 28,14,15 inches,15 inches
Row 29,5,5 inches,15 inches
Row 30,12,15 inches,15 inches
Row 31,14,15 inches,15 inches
Row 32,5,5 inches,15 inches
Row 33,7,10 inches,15 inches
Row 34,9,10 inches,15 inches
Row 35,9,10 inches,15 inches
Row 36,14,15 inches,15 inches
Row 37,8,10 inches,15 inches
Row 38,13,15 inches,15 inches
Row 39,7,10 inches,15 inches
Row 40,15,15 inches,15 inches
Row 41,9,10 inches,15 inches
Row 42,7,10 inches,15 inches
Row 43,7,10 inches,15 inches
Row 44,9,10 inches,15 inches
Row 45,13,15 inches,15 inches
Row 46,7,10 inches,15 inches
Row 47,9,10 inches,15 inches
Row 48,11,15 inches,15 inches
Row 49,8,10 inches,15 inches
Row 50,7,10 inches,15 inches
Row 51,10,10 inches,15 inches
Row 52,14,15 inches,15 inches
Row 53,6,10 inches,15 inches
Row 54,15,15 inches,15 inches
Row 55,8,10 inches,15 inches
Row 56,14,15 inches,15 inches
Row 57,12,15 inches,15 inches
Row 58,9,10 inches,15 inches
Row 59,14,15 inches,15 inches
Row 60,5,5 inches,15 inches
Row 61,10,10 inches,15 inches
Row 62,5,5 inches,15 inches
Row 63,8,10 inches,15 inches
Row 64,14,15 inches,15 inches
Row 65,6,10 inches,15 inches
Row 66,10,10 inches,15 inches
Row 67,14,15 inches,15 inches
Row 68,14,15 inches,15 inches
Row 69,9,10 inches,15 inches
Row 70,13,15 inches,15 inches
Row 71,15,15 inches,15 inches
Row 72,15,15 inches,15 inches
Row 73,15,15 inches,15 inches
Row 74,14,15 inches,15 inches
Row 75,8,10 inches,15 inches
Row 76,14,15 inches,15 inches
Row 77,13,15 inches,15 inches
Row 78,6,10 inches,15 inches
Row 79,11,15 inches,15 inches
Row 80,12,15 inches,15 inches
Row 81,10,10 inches,15 inches
Row 82,9,10 inches,15 inches
Row 83,10,10 inches,15 inches
Row 84,11,15 inches,15 inches
Row 85,11,15 inches,15 inches
Row 86,13,15 inches,15 inches
Row 87,8,10 inches,15 inches
Row 88,6,10 inches,15 inches
Row 89,14,15 inches,15 inches
Row 90,13,15 inches,15 inches
Row 91,13,15 inches,15 inches
Row 92,15,15 inches,15 inches
Row 93,9,10 inches,15 inches
Row 94,7,10 inches,15 inches
Row 95,7,10 inches,15 inches
Row 96,8,10 inches,15 inches
Row 97,8,10 inches,15 inches
Row 98,9,10 inches,15 inches
Row 99,9,10 inches,15 inches
Row 100,8,10 inches,15 inches
Row 101,13,15 inches,15 inches
Row 102,14,15 inches,15 inches
Row 103,10,10 inches,15 inches
Row 104,15,15 inches,15 inches
Row 105,13,15 inches,15 inches
Row 106,8,10 inches,15 inches
Row 107,11,15 inches,15 inches
Row 108,13,15 inches,15 inches
Row 109,13,15 inches,15 inches
Row 110,15,15 inches,15 inches
Row 111,15,15 inches,15 inches
Row 112,12,15 inches,15 inches
Row 113,10,10 inches,15 inches
Row 114,9,10 inches,15 inches
Row 115,9,10 inches,15 inches
Row 116,13,15 inches,15 inches
Row 117,7,10 inches,15 inches
Row 118,11,15 inches,15 inches
Row 119,8,10 inches,15 inches
Row 120,5,5 inches,15 inches
Row 121,14,15 inches,15 inches
Row 122,6,10 inches,15 inches
Row 123,14,15 inches,15 inches
Row 124,15,15 inches,15 inches
Row 125,14,15 inches,15 inches
Row 126,14,15 inches,15 inches
Row 127,6,10 inches,15 inches
Row 128,15,15 inches,15 inches
Row 129,12,15 inches,15 inches
Row 130,14,15 inches,15 inches
Row 131,8,10 inches,15 inches
Row 132,13,15 inches,15 inches
Row 133,15,15 inches,15 inches
Row 134,13,15 inches,15 inches
Row 135,5,5 inches,15 inches
Row 136,14,15 inches,15 inches
Row 137,13,15 inches,15 inches
Row 138,15,15 inches,15 inches
Row 139,13,15 inches,15 inches
Row 140,13,15 inches,15 inches
Row 141,5,5 inches,15 inches
Row 142,5,5 inches,15 inches
Row 143,10,10 inches,15 inches
