timestamp,tank_level
2024-07-27 15:50:44.476510,2.639372455523235
2024-07-27 15:51:44.476510,-4.154426194930639
2024-07-27 15:52:44.476510,7.151012553030237
2024-07-27 15:53:44.476510,2.4205021352001754
2024-07-27 15:54:44.476510,13.364761127427501
2024-07-27 15:55:44.476510,6.352486155663993
2024-07-27 15:56:44.476510,0.5683481790034737
2024-07-27 15:57:44.476510,7.795011256333939
2024-07-27 15:58:44.476510,6.500271287393817
2024-07-27 15:59:44.476510,10.416276752011655
2024-07-27 16:00:44.476510,2.338809842884185
2024-07-27 16:01:44.476510,10.501458230258299
2024-07-27 16:02:44.476510,8.230201186025099
2024-07-27 16:03:44.476510,1.7215076065363366
2024-07-27 16:04:44.476510,4.967642074714742
2024-07-27 16:05:44.476510,11.904001938894226
2024-07-27 16:06:44.476510,5.5757466409639855
2024-07-27 16:07:44.476510,20.771255886631653
2024-07-27 16:08:44.476510,14.864738878509383
2024-07-27 16:09:44.476510,10.574051912307395
2024-07-27 16:10:44.476510,10.545808411402364
2024-07-27 16:11:44.476510,16.642807943238275
2024-07-27 16:12:44.476510,18.54258548676667
2024-07-27 16:13:44.476510,12.857103469487093
2024-07-27 16:14:44.476510,21.95239618266942
2024-07-27 16:15:44.476510,20.705164103093843
2024-07-27 16:16:44.476510,21.127534785405555
2024-07-27 16:17:44.476510,16.888741583489463
2024-07-27 16:18:44.476510,21.42176040232957
2024-07-27 16:19:44.476510,20.52823998840279
2024-07-27 16:20:44.476510,26.42385983046582
2024-07-27 16:21:44.476510,21.54318877035466
2024-07-27 16:22:44.476510,21.772415699387174
2024-07-27 16:23:44.476510,18.485100721857222
2024-07-27 16:24:44.476510,32.19081292513825
2024-07-27 16:25:44.476510,26.680835626198057
2024-07-27 16:26:44.476510,30.63428843872533
2024-07-27 16:27:44.476510,29.361398887080327
2024-07-27 16:28:44.476510,34.47015886799467
2024-07-27 16:29:44.476510,42.84939479230482
2024-07-27 16:30:44.476510,39.610144569673544
2024-07-27 16:31:44.476510,33.426045189597836
2024-07-27 16:32:44.476510,30.25197582612686
2024-07-27 16:33:44.476510,39.35996417192432
2024-07-27 16:34:44.476510,39.764367222091636
2024-07-27 16:35:44.476510,28.276293058244
2024-07-27 16:36:44.476510,42.5625117689544
2024-07-27 16:37:44.476510,34.19804534406852
2024-07-27 16:38:44.476510,46.14859584049733
2024-07-27 16:39:44.476510,42.44483818236023
2024-07-27 16:40:44.476510,32.60829120686876
2024-07-27 16:41:44.476510,47.752919514761786
2024-07-27 16:42:44.476510,45.3274925295526
2024-07-27 16:43:44.476510,42.62221183313057
2024-07-27 16:44:44.476510,43.35974107093377
2024-07-27 16:45:44.476510,58.160908107789076
2024-07-27 16:46:44.476510,50.349769482331475
2024-07-27 16:47:44.476510,50.48077959104458
2024-07-27 16:48:44.476510,54.85227946878815
2024-07-27 16:49:44.476510,37.8826534926543
2024-07-27 16:50:44.476510,50.05850325653832
2024-07-27 16:51:44.476510,52.071839486275515
2024-07-27 16:52:44.476510,55.093514547191646
2024-07-27 16:53:44.476510,53.2081009078581
2024-07-27 16:54:44.476510,55.88763025198383
2024-07-27 16:55:44.476510,49.84399998524646
2024-07-27 16:56:44.476510,54.93838644753842
2024-07-27 16:57:44.476510,53.53991840947643
2024-07-27 16:58:44.476510,48.80589692906887
2024-07-27 16:59:44.476510,57.08929764527927
2024-07-27 17:00:44.476510,62.523260422079964
2024-07-27 17:01:44.476510,53.452150657807046
2024-07-27 17:02:44.476510,54.13956811165938
2024-07-27 17:03:44.476510,51.45828653693566
2024-07-27 17:04:44.476510,67.62680585975025
2024-07-27 17:05:44.476510,65.64499243767993
2024-07-27 17:06:44.476510,62.257894053179015
2024-07-27 17:07:44.476510,65.85512548427627
2024-07-27 17:08:44.476510,69.24210135535156
2024-07-27 17:09:44.476510,67.50446506707553
2024-07-27 17:10:44.476510,59.87759086915615
2024-07-27 17:11:44.476510,59.644314208999454
2024-07-27 17:12:44.476510,64.41068045726635
2024-07-27 17:13:44.476510,68.69009965362368
2024-07-27 17:14:44.476510,76.0035781699819
2024-07-27 17:15:44.476510,69.9878974880557
2024-07-27 17:16:44.476510,62.81852552337668
2024-07-27 17:17:44.476510,68.76714041035598
2024-07-27 17:18:44.476510,70.14913011431887
2024-07-27 17:19:44.476510,77.17179944906552
2024-07-27 17:20:44.476510,82.83987441275812
2024-07-27 17:21:44.476510,83.2823062996428
2024-07-27 17:22:44.476510,77.48685007128552
2024-07-27 17:23:44.476510,86.47150062030383
2024-07-27 17:24:44.476510,75.10045092380372
2024-07-27 17:25:44.476510,85.24056176836739
2024-07-27 17:26:44.476510,78.60348111732118
2024-07-27 17:27:44.476510,76.97859268147847
2024-07-27 17:28:44.476510,76.68218193704232
2024-07-27 17:29:44.476510,92.23281061620223
2024-07-27 17:30:44.476510,85.95758583626795
2024-07-27 17:31:44.476510,83.55483834860648
2024-07-27 17:32:44.476510,79.32074170196226
2024-07-27 17:33:44.476510,86.1890321765763
2024-07-27 17:34:44.476510,85.71256746920646
2024-07-27 17:35:44.476510,83.29037343515002
2024-07-27 17:36:44.476510,95.43666668135982
2024-07-27 17:37:44.476510,92.82025761431566
2024-07-27 17:38:44.476510,91.21853678571007
2024-07-27 17:39:44.476510,88.47804608168222
2024-07-27 17:40:44.476510,81.6705334496722
2024-07-27 17:41:44.476510,95.50904934854675
2024-07-27 17:42:44.476510,94.71185701665459
2024-07-27 17:43:44.476510,100.9168955081447
2024-07-27 17:44:44.476510,94.18294827322399
2024-07-27 17:45:44.476510,99.07841867348613
2024-07-27 17:46:44.476510,101.45373384104218
2024-07-27 17:47:44.476510,98.64412728186669
2024-07-27 17:48:44.476510,101.28909762306992
2024-07-27 17:49:44.476510,101.28909762306992
2024-07-27 17:50:44.476510,101.28909762306992
