Row,Number of Houses,Pipe Size
Row 1,8,10 inches
Row 2,9,10 inches
Row 3,12,15 inches
Row 4,8,10 inches
Row 5,11,15 inches
Row 6,15,15 inches
Row 7,6,10 inches
Row 8,15,15 inches
Row 9,6,10 inches
Row 10,15,15 inches
Row 11,7,10 inches
Row 12,6,10 inches
Row 13,9,10 inches
Row 14,10,10 inches
Row 15,7,10 inches
Row 16,5,5 inches
Row 17,15,15 inches
Row 18,9,10 inches
Row 19,5,5 inches
Row 20,10,10 inches
Row 21,5,5 inches
Row 22,12,15 inches
Row 23,8,10 inches
Row 24,14,15 inches
Row 25,8,10 inches
Row 26,6,10 inches
Row 27,5,5 inches
Row 28,9,10 inches
Row 29,10,10 inches
Row 30,13,15 inches
Row 31,12,15 inches
Row 32,13,15 inches
Row 33,13,15 inches
Row 34,10,10 inches
Row 35,9,10 inches
Row 36,13,15 inches
Row 37,15,15 inches
Row 38,5,5 inches
Row 39,11,15 inches
Row 40,11,15 inches
Row 41,15,15 inches
Row 42,7,10 inches
Row 43,9,10 inches
Row 44,7,10 inches
Row 45,6,10 inches
Row 46,6,10 inches
Row 47,14,15 inches
Row 48,14,15 inches
Row 49,6,10 inches
Row 50,12,15 inches
Row 51,5,5 inches
Row 52,5,5 inches
Row 53,8,10 inches
Row 54,13,15 inches
Row 55,6,10 inches
Row 56,8,10 inches
Row 57,12,15 inches
Row 58,13,15 inches
Row 59,9,10 inches
Row 60,15,15 inches
Row 61,13,15 inches
Row 62,10,10 inches
Row 63,14,15 inches
Row 64,15,15 inches
Row 65,9,10 inches
Row 66,12,15 inches
Row 67,11,15 inches
Row 68,5,5 inches
Row 69,15,15 inches
Row 70,14,15 inches
Row 71,6,10 inches
Row 72,15,15 inches
Row 73,9,10 inches
Row 74,15,15 inches
Row 75,13,15 inches
Row 76,11,15 inches
Row 77,13,15 inches
Row 78,14,15 inches
Row 79,15,15 inches
Row 80,14,15 inches
Row 81,9,10 inches
Row 82,12,15 inches
Row 83,14,15 inches
Row 84,15,15 inches
Row 85,8,10 inches
Row 86,8,10 inches
Row 87,9,10 inches
Row 88,12,15 inches
Row 89,7,10 inches
Row 90,5,5 inches
Row 91,7,10 inches
Row 92,15,15 inches
Row 93,8,10 inches
Row 94,13,15 inches
Row 95,8,10 inches
Row 96,11,15 inches
Row 97,12,15 inches
Row 98,9,10 inches
Row 99,13,15 inches
Row 100,14,15 inches
Row 101,13,15 inches
Row 102,12,15 inches
Row 103,9,10 inches
Row 104,15,15 inches
Row 105,15,15 inches
Row 106,13,15 inches
Row 107,14,15 inches
Row 108,12,15 inches
Row 109,11,15 inches
Row 110,15,15 inches
Row 111,7,10 inches
Row 112,8,10 inches
Row 113,6,10 inches
Row 114,15,15 inches
Row 115,13,15 inches
Row 116,8,10 inches
Row 117,13,15 inches
Row 118,6,10 inches
Row 119,10,10 inches
Row 120,8,10 inches
Row 121,8,10 inches
Row 122,5,5 inches
Row 123,13,15 inches
Row 124,15,15 inches
Row 125,11,15 inches
Row 126,7,10 inches
Row 127,11,15 inches
Row 128,8,10 inches
Row 129,5,5 inches
Row 130,7,10 inches
Row 131,9,10 inches
Row 132,13,15 inches
Row 133,6,10 inches
Row 134,13,15 inches
Row 135,11,15 inches
Row 136,14,15 inches
Row 137,15,15 inches
Row 138,7,10 inches
Row 139,13,15 inches
Row 140,12,15 inches
Row 141,5,5 inches
Row 142,5,5 inches
Row 143,10,10 inches
Row 144,10,10 inches
Row 145,5,5 inches
Row 146,6,10 inches
Row 147,13,15 inches
Row 148,15,15 inches
Row 149,15,15 inches
Row 150,10,10 inches
Row 151,9,10 inches
Row 152,8,10 inches
Row 153,7,10 inches
Row 154,10,10 inches
Row 155,14,15 inches
Row 156,7,10 inches
Row 157,10,10 inches
Row 158,8,10 inches
Row 159,13,15 inches
Row 160,6,10 inches
Row 161,9,10 inches
Row 162,7,10 inches
Row 163,10,10 inches
Row 164,14,15 inches
Row 165,9,10 inches
