Row,Number of Houses,Pipe Size
Row 1,14,15 inches
Row 2,6,10 inches
Row 3,8,10 inches
Row 4,7,10 inches
Row 5,7,10 inches
Row 6,11,15 inches
Row 7,14,15 inches
Row 8,9,10 inches
Row 9,10,10 inches
Row 10,8,10 inches
Row 11,15,15 inches
Row 12,10,10 inches
Row 13,5,5 inches
Row 14,13,15 inches
Row 15,14,15 inches
Row 16,6,10 inches
Row 17,15,15 inches
Row 18,15,15 inches
Row 19,14,15 inches
Row 20,13,15 inches
Row 21,6,10 inches
Row 22,9,10 inches
Row 23,11,15 inches
Row 24,8,10 inches
Row 25,6,10 inches
Row 26,12,15 inches
Row 27,15,15 inches
Row 28,15,15 inches
Row 29,11,15 inches
Row 30,10,10 inches
Row 31,5,5 inches
Row 32,12,15 inches
Row 33,11,15 inches
Row 34,13,15 inches
Row 35,12,15 inches
Row 36,5,5 inches
Row 37,14,15 inches
Row 38,5,5 inches
Row 39,7,10 inches
Row 40,7,10 inches
Row 41,10,10 inches
Row 42,7,10 inches
Row 43,7,10 inches
Row 44,7,10 inches
Row 45,12,15 inches
Row 46,11,15 inches
Row 47,10,10 inches
Row 48,13,15 inches
Row 49,5,5 inches
Row 50,5,5 inches
Row 51,8,10 inches
Row 52,9,10 inches
Row 53,9,10 inches
Row 54,8,10 inches
Row 55,5,5 inches
Row 56,14,15 inches
Row 57,15,15 inches
Row 58,12,15 inches
Row 59,14,15 inches
Row 60,9,10 inches
Row 61,7,10 inches
Row 62,11,15 inches
Row 63,11,15 inches
Row 64,15,15 inches
Row 65,5,5 inches
Row 66,11,15 inches
Row 67,7,10 inches
Row 68,7,10 inches
Row 69,14,15 inches
Row 70,6,10 inches
Row 71,11,15 inches
Row 72,8,10 inches
Row 73,9,10 inches
Row 74,11,15 inches
Row 75,15,15 inches
Row 76,12,15 inches
Row 77,10,10 inches
Row 78,10,10 inches
Row 79,8,10 inches
Row 80,6,10 inches
Row 81,12,15 inches
Row 82,6,10 inches
Row 83,10,10 inches
Row 84,5,5 inches
Row 85,15,15 inches
Row 86,11,15 inches
Row 87,13,15 inches
Row 88,5,5 inches
Row 89,8,10 inches
Row 90,15,15 inches
Row 91,5,5 inches
Row 92,5,5 inches
Row 93,8,10 inches
Row 94,10,10 inches
Row 95,9,10 inches
Row 96,12,15 inches
Row 97,7,10 inches
Row 98,9,10 inches
Row 99,11,15 inches
Row 100,11,15 inches
Row 101,5,5 inches
Row 102,12,15 inches
Row 103,12,15 inches
Row 104,14,15 inches
Row 105,9,10 inches
Row 106,6,10 inches
Row 107,11,15 inches
Row 108,7,10 inches
Row 109,7,10 inches
Row 110,5,5 inches
Row 111,8,10 inches
Row 112,11,15 inches
Row 113,13,15 inches
Row 114,12,15 inches
Row 115,7,10 inches
Row 116,10,10 inches
Row 117,6,10 inches
Row 118,8,10 inches
Row 119,6,10 inches
Row 120,6,10 inches
Row 121,15,15 inches
Row 122,8,10 inches
Row 123,14,15 inches
Row 124,13,15 inches
Row 125,7,10 inches
Row 126,12,15 inches
Row 127,8,10 inches
Row 128,11,15 inches
Row 129,7,10 inches
Row 130,7,10 inches
Row 131,6,10 inches
Row 132,8,10 inches
Row 133,5,5 inches
Row 134,8,10 inches
Row 135,14,15 inches
Row 136,9,10 inches
Row 137,14,15 inches
Row 138,14,15 inches
Row 139,7,10 inches
Row 140,15,15 inches
Row 141,9,10 inches
Row 142,13,15 inches
Row 143,8,10 inches
Row 144,5,5 inches
Row 145,14,15 inches
Row 146,6,10 inches
Row 147,10,10 inches
Row 148,13,15 inches
Row 149,11,15 inches
Row 150,15,15 inches
Row 151,5,5 inches
Row 152,5,5 inches
Row 153,10,10 inches
Row 154,7,10 inches
Row 155,15,15 inches
Row 156,7,10 inches
Row 157,12,15 inches
Row 158,6,10 inches
