Row,Number of Houses,Pipe Size
Row 1,9,10 inches
Row 2,12,15 inches
Row 3,14,15 inches
Row 4,6,10 inches
Row 5,13,15 inches
Row 6,15,15 inches
Row 7,11,15 inches
Row 8,6,10 inches
Row 9,5,5 inches
Row 10,7,10 inches
Row 11,12,15 inches
Row 12,15,15 inches
Row 13,9,10 inches
Row 14,15,15 inches
Row 15,15,15 inches
Row 16,8,10 inches
Row 17,15,15 inches
Row 18,5,5 inches
Row 19,6,10 inches
Row 20,12,15 inches
Row 21,8,10 inches
Row 22,10,10 inches
Row 23,5,5 inches
Row 24,12,15 inches
Row 25,13,15 inches
Row 26,12,15 inches
Row 27,13,15 inches
Row 28,9,10 inches
Row 29,14,15 inches
Row 30,11,15 inches
Row 31,14,15 inches
Row 32,6,10 inches
Row 33,11,15 inches
Row 34,12,15 inches
Row 35,6,10 inches
Row 36,14,15 inches
Row 37,10,10 inches
Row 38,13,15 inches
Row 39,9,10 inches
Row 40,12,15 inches
Row 41,14,15 inches
Row 42,5,5 inches
Row 43,15,15 inches
Row 44,15,15 inches
Row 45,5,5 inches
Row 46,11,15 inches
Row 47,12,15 inches
Row 48,13,15 inches
Row 49,9,10 inches
Row 50,5,5 inches
Row 51,8,10 inches
Row 52,13,15 inches
Row 53,10,10 inches
Row 54,7,10 inches
Row 55,6,10 inches
Row 56,12,15 inches
Row 57,10,10 inches
Row 58,11,15 inches
Row 59,7,10 inches
Row 60,11,15 inches
Row 61,8,10 inches
Row 62,10,10 inches
Row 63,11,15 inches
Row 64,7,10 inches
Row 65,10,10 inches
Row 66,7,10 inches
Row 67,5,5 inches
Row 68,8,10 inches
Row 69,15,15 inches
Row 70,9,10 inches
Row 71,6,10 inches
Row 72,11,15 inches
Row 73,12,15 inches
Row 74,9,10 inches
Row 75,11,15 inches
Row 76,14,15 inches
Row 77,8,10 inches
Row 78,8,10 inches
Row 79,12,15 inches
Row 80,12,15 inches
Row 81,12,15 inches
Row 82,15,15 inches
Row 83,14,15 inches
Row 84,7,10 inches
Row 85,6,10 inches
Row 86,7,10 inches
Row 87,5,5 inches
Row 88,7,10 inches
Row 89,11,15 inches
Row 90,11,15 inches
Row 91,8,10 inches
Row 92,10,10 inches
Row 93,11,15 inches
Row 94,7,10 inches
Row 95,6,10 inches
Row 96,12,15 inches
Row 97,8,10 inches
Row 98,14,15 inches
Row 99,8,10 inches
Row 100,14,15 inches
Row 101,12,15 inches
Row 102,5,5 inches
Row 103,10,10 inches
Row 104,10,10 inches
Row 105,7,10 inches
Row 106,10,10 inches
Row 107,9,10 inches
Row 108,8,10 inches
Row 109,8,10 inches
Row 110,11,15 inches
Row 111,15,15 inches
Row 112,12,15 inches
Row 113,7,10 inches
Row 114,13,15 inches
Row 115,13,15 inches
Row 116,11,15 inches
Row 117,11,15 inches
Row 118,9,10 inches
Row 119,12,15 inches
Row 120,11,15 inches
Row 121,8,10 inches
Row 122,13,15 inches
Row 123,14,15 inches
Row 124,8,10 inches
Row 125,8,10 inches
Row 126,15,15 inches
Row 127,11,15 inches
Row 128,14,15 inches
Row 129,15,15 inches
Row 130,9,10 inches
Row 131,6,10 inches
Row 132,10,10 inches
Row 133,15,15 inches
Row 134,14,15 inches
Row 135,11,15 inches
Row 136,11,15 inches
Row 137,13,15 inches
Row 138,15,15 inches
Row 139,14,15 inches
Row 140,5,5 inches
Row 141,7,10 inches
Row 142,9,10 inches
Row 143,14,15 inches
Row 144,9,10 inches
Row 145,9,10 inches
Row 146,6,10 inches
Row 147,13,15 inches
Row 148,12,15 inches
Row 149,5,5 inches
Row 150,6,10 inches
Row 151,7,10 inches
Row 152,5,5 inches
Row 153,8,10 inches
Row 154,8,10 inches
Row 155,5,5 inches
Row 156,14,15 inches
Row 157,11,15 inches
Row 158,8,10 inches
