Row,Number of Houses,Pipe Size
Row 1,9,10 inches
Row 2,13,15 inches
Row 3,10,10 inches
Row 4,12,15 inches
Row 5,7,10 inches
Row 6,10,10 inches
Row 7,12,15 inches
Row 8,12,15 inches
Row 9,5,5 inches
Row 10,9,10 inches
Row 11,9,10 inches
Row 12,15,15 inches
Row 13,8,10 inches
Row 14,13,15 inches
Row 15,6,10 inches
Row 16,6,10 inches
Row 17,13,15 inches
Row 18,6,10 inches
Row 19,13,15 inches
Row 20,8,10 inches
Row 21,8,10 inches
Row 22,13,15 inches
Row 23,10,10 inches
Row 24,7,10 inches
Row 25,8,10 inches
Row 26,5,5 inches
Row 27,9,10 inches
Row 28,5,5 inches
Row 29,5,5 inches
Row 30,10,10 inches
Row 31,12,15 inches
Row 32,15,15 inches
Row 33,11,15 inches
Row 34,7,10 inches
Row 35,7,10 inches
Row 36,9,10 inches
Row 37,14,15 inches
Row 38,8,10 inches
Row 39,8,10 inches
Row 40,7,10 inches
Row 41,7,10 inches
Row 42,8,10 inches
Row 43,9,10 inches
Row 44,7,10 inches
Row 45,5,5 inches
Row 46,14,15 inches
Row 47,15,15 inches
Row 48,14,15 inches
Row 49,6,10 inches
Row 50,6,10 inches
Row 51,10,10 inches
Row 52,5,5 inches
Row 53,8,10 inches
Row 54,15,15 inches
Row 55,15,15 inches
Row 56,13,15 inches
Row 57,13,15 inches
Row 58,6,10 inches
Row 59,6,10 inches
Row 60,9,10 inches
Row 61,15,15 inches
Row 62,10,10 inches
Row 63,8,10 inches
Row 64,15,15 inches
Row 65,14,15 inches
Row 66,10,10 inches
Row 67,14,15 inches
Row 68,15,15 inches
Row 69,11,15 inches
Row 70,9,10 inches
Row 71,13,15 inches
Row 72,7,10 inches
Row 73,6,10 inches
Row 74,6,10 inches
Row 75,6,10 inches
Row 76,11,15 inches
Row 77,13,15 inches
Row 78,8,10 inches
Row 79,7,10 inches
Row 80,9,10 inches
Row 81,15,15 inches
Row 82,8,10 inches
Row 83,12,15 inches
Row 84,11,15 inches
Row 85,10,10 inches
Row 86,12,15 inches
Row 87,7,10 inches
Row 88,11,15 inches
Row 89,8,10 inches
Row 90,9,10 inches
Row 91,13,15 inches
Row 92,15,15 inches
Row 93,10,10 inches
Row 94,6,10 inches
Row 95,11,15 inches
Row 96,15,15 inches
Row 97,9,10 inches
Row 98,14,15 inches
Row 99,10,10 inches
Row 100,12,15 inches
Row 101,14,15 inches
Row 102,12,15 inches
Row 103,10,10 inches
Row 104,10,10 inches
Row 105,14,15 inches
Row 106,13,15 inches
Row 107,14,15 inches
Row 108,12,15 inches
Row 109,6,10 inches
Row 110,9,10 inches
Row 111,10,10 inches
Row 112,12,15 inches
Row 113,10,10 inches
Row 114,11,15 inches
Row 115,14,15 inches
Row 116,5,5 inches
Row 117,14,15 inches
Row 118,11,15 inches
Row 119,9,10 inches
Row 120,15,15 inches
Row 121,13,15 inches
Row 122,11,15 inches
Row 123,7,10 inches
Row 124,8,10 inches
Row 125,9,10 inches
Row 126,8,10 inches
Row 127,10,10 inches
Row 128,15,15 inches
Row 129,14,15 inches
Row 130,10,10 inches
Row 131,13,15 inches
Row 132,9,10 inches
Row 133,7,10 inches
Row 134,7,10 inches
Row 135,9,10 inches
Row 136,15,15 inches
Row 137,5,5 inches
Row 138,8,10 inches
Row 139,14,15 inches
Row 140,15,15 inches
Row 141,10,10 inches
Row 142,6,10 inches
Row 143,6,10 inches
Row 144,14,15 inches
Row 145,11,15 inches
Row 146,7,10 inches
Row 147,15,15 inches
Row 148,10,10 inches
Row 149,14,15 inches
Row 150,8,10 inches
Row 151,6,10 inches
Row 152,15,15 inches
Row 153,13,15 inches
Row 154,11,15 inches
Row 155,6,10 inches
Row 156,15,15 inches
Row 157,12,15 inches
Row 158,10,10 inches
Row 159,14,15 inches
Row 160,5,5 inches
Row 161,5,5 inches
Row 162,9,10 inches
Row 163,5,5 inches
Row 164,6,10 inches
Row 165,5,5 inches
Row 166,12,15 inches
Row 167,9,10 inches
Row 168,13,15 inches
Row 169,15,15 inches
Row 170,13,15 inches
Row 171,10,10 inches
Row 172,6,10 inches
Row 173,9,10 inches
Row 174,7,10 inches
Row 175,15,15 inches
Row 176,12,15 inches
Row 177,14,15 inches
Row 178,6,10 inches
Row 179,5,5 inches
Row 180,10,10 inches
Row 181,6,10 inches
Row 182,13,15 inches
Row 183,13,15 inches
Row 184,8,10 inches
Row 185,8,10 inches
Row 186,6,10 inches
Row 187,15,15 inches
Row 188,14,15 inches
Row 189,7,10 inches
Row 190,12,15 inches
Row 191,9,10 inches
Row 192,7,10 inches
Row 193,6,10 inches
Row 194,11,15 inches
Row 195,6,10 inches
Row 196,10,10 inches
