Row,Number of Houses,Pipe Size
Row 1,11,15 inches
Row 2,10,10 inches
Row 3,6,10 inches
Row 4,7,10 inches
Row 5,10,10 inches
Row 6,11,15 inches
Row 7,11,15 inches
Row 8,8,10 inches
Row 9,15,15 inches
Row 10,15,15 inches
Row 11,7,10 inches
Row 12,14,15 inches
Row 13,9,10 inches
Row 14,7,10 inches
Row 15,11,15 inches
Row 16,5,5 inches
Row 17,6,10 inches
Row 18,12,15 inches
Row 19,8,10 inches
Row 20,10,10 inches
Row 21,11,15 inches
Row 22,12,15 inches
Row 23,7,10 inches
Row 24,11,15 inches
Row 25,15,15 inches
Row 26,10,10 inches
Row 27,6,10 inches
Row 28,5,5 inches
Row 29,9,10 inches
Row 30,11,15 inches
Row 31,15,15 inches
Row 32,13,15 inches
Row 33,12,15 inches
Row 34,14,15 inches
Row 35,10,10 inches
Row 36,6,10 inches
Row 37,15,15 inches
Row 38,7,10 inches
Row 39,14,15 inches
Row 40,12,15 inches
Row 41,11,15 inches
Row 42,5,5 inches
Row 43,8,10 inches
Row 44,9,10 inches
Row 45,6,10 inches
Row 46,5,5 inches
Row 47,14,15 inches
Row 48,13,15 inches
Row 49,8,10 inches
Row 50,6,10 inches
Row 51,7,10 inches
Row 52,5,5 inches
Row 53,14,15 inches
Row 54,10,10 inches
Row 55,5,5 inches
Row 56,9,10 inches
Row 57,6,10 inches
Row 58,10,10 inches
Row 59,13,15 inches
Row 60,8,10 inches
Row 61,8,10 inches
Row 62,14,15 inches
Row 63,15,15 inches
Row 64,5,5 inches
Row 65,6,10 inches
Row 66,6,10 inches
Row 67,9,10 inches
Row 68,7,10 inches
Row 69,13,15 inches
Row 70,14,15 inches
Row 71,15,15 inches
Row 72,5,5 inches
Row 73,14,15 inches
Row 74,6,10 inches
Row 75,13,15 inches
Row 76,12,15 inches
Row 77,7,10 inches
Row 78,10,10 inches
Row 79,10,10 inches
Row 80,12,15 inches
Row 81,6,10 inches
Row 82,13,15 inches
Row 83,8,10 inches
Row 84,14,15 inches
Row 85,11,15 inches
Row 86,11,15 inches
Row 87,14,15 inches
Row 88,12,15 inches
Row 89,14,15 inches
Row 90,12,15 inches
Row 91,13,15 inches
Row 92,7,10 inches
Row 93,10,10 inches
Row 94,8,10 inches
Row 95,15,15 inches
Row 96,12,15 inches
Row 97,7,10 inches
Row 98,12,15 inches
Row 99,11,15 inches
Row 100,15,15 inches
Row 101,5,5 inches
Row 102,9,10 inches
Row 103,11,15 inches
Row 104,12,15 inches
Row 105,15,15 inches
Row 106,5,5 inches
Row 107,15,15 inches
Row 108,14,15 inches
Row 109,9,10 inches
Row 110,9,10 inches
Row 111,12,15 inches
Row 112,6,10 inches
Row 113,6,10 inches
Row 114,14,15 inches
Row 115,6,10 inches
Row 116,10,10 inches
Row 117,13,15 inches
Row 118,13,15 inches
Row 119,9,10 inches
Row 120,12,15 inches
Row 121,10,10 inches
Row 122,15,15 inches
Row 123,5,5 inches
Row 124,7,10 inches
Row 125,12,15 inches
Row 126,11,15 inches
Row 127,12,15 inches
Row 128,14,15 inches
Row 129,13,15 inches
Row 130,7,10 inches
Row 131,6,10 inches
Row 132,6,10 inches
Row 133,8,10 inches
Row 134,15,15 inches
Row 135,15,15 inches
Row 136,13,15 inches
Row 137,5,5 inches
Row 138,15,15 inches
Row 139,11,15 inches
Row 140,9,10 inches
Row 141,6,10 inches
Row 142,10,10 inches
Row 143,12,15 inches
Row 144,13,15 inches
Row 145,7,10 inches
Row 146,11,15 inches
Row 147,9,10 inches
Row 148,7,10 inches
Row 149,14,15 inches
Row 150,11,15 inches
Row 151,11,15 inches
Row 152,13,15 inches
Row 153,8,10 inches
Row 154,14,15 inches
Row 155,13,15 inches
Row 156,9,10 inches
Row 157,13,15 inches
Row 158,13,15 inches
Row 159,10,10 inches
Row 160,9,10 inches
Row 161,6,10 inches
Row 162,10,10 inches
Row 163,12,15 inches
Row 164,10,10 inches
Row 165,12,15 inches
Row 166,12,15 inches
Row 167,15,15 inches
Row 168,7,10 inches
Row 169,11,15 inches
Row 170,5,5 inches
Row 171,13,15 inches
Row 172,9,10 inches
Row 173,11,15 inches
Row 174,9,10 inches
Row 175,12,15 inches
Row 176,14,15 inches
Row 177,10,10 inches
Row 178,5,5 inches
Row 179,12,15 inches
Row 180,7,10 inches
Row 181,7,10 inches
Row 182,13,15 inches
Row 183,9,10 inches
Row 184,10,10 inches
Row 185,9,10 inches
Row 186,5,5 inches
Row 187,6,10 inches
Row 188,11,15 inches
Row 189,11,15 inches
Row 190,14,15 inches
Row 191,12,15 inches
Row 192,14,15 inches
Row 193,13,15 inches
