Row,Number of Houses,Pipe Size,pipe_size
Row 1,9,10 inches,15 inches
Row 2,7,10 inches,15 inches
Row 3,10,10 inches,15 inches
Row 4,15,15 inches,15 inches
Row 5,12,15 inches,15 inches
Row 6,12,15 inches,15 inches
Row 7,9,10 inches,15 inches
Row 8,8,10 inches,15 inches
Row 9,6,10 inches,15 inches
Row 10,11,15 inches,15 inches
Row 11,10,10 inches,15 inches
Row 12,13,15 inches,15 inches
Row 13,11,15 inches,15 inches
Row 14,6,10 inches,15 inches
Row 15,11,15 inches,15 inches
Row 16,7,10 inches,15 inches
Row 17,8,10 inches,15 inches
Row 18,9,10 inches,15 inches
Row 19,10,10 inches,15 inches
Row 20,14,15 inches,15 inches
Row 21,9,10 inches,15 inches
Row 22,13,15 inches,15 inches
Row 23,6,10 inches,15 inches
Row 24,13,15 inches,15 inches
Row 25,10,10 inches,15 inches
Row 26,10,10 inches,15 inches
Row 27,11,15 inches,15 inches
Row 28,14,15 inches,15 inches
Row 29,14,15 inches,15 inches
Row 30,13,15 inches,15 inches
Row 31,8,10 inches,15 inches
Row 32,14,15 inches,15 inches
Row 33,13,15 inches,15 inches
Row 34,10,10 inches,15 inches
Row 35,12,15 inches,15 inches
Row 36,14,15 inches,15 inches
Row 37,13,15 inches,15 inches
Row 38,5,5 inches,15 inches
Row 39,8,10 inches,15 inches
Row 40,12,15 inches,15 inches
Row 41,11,15 inches,15 inches
Row 42,8,10 inches,15 inches
Row 43,10,10 inches,15 inches
Row 44,7,10 inches,15 inches
Row 45,15,15 inches,15 inches
Row 46,12,15 inches,15 inches
Row 47,8,10 inches,15 inches
Row 48,8,10 inches,15 inches
Row 49,10,10 inches,15 inches
Row 50,14,15 inches,15 inches
Row 51,6,10 inches,15 inches
Row 52,7,10 inches,15 inches
Row 53,6,10 inches,15 inches
Row 54,6,10 inches,15 inches
Row 55,6,10 inches,15 inches
Row 56,15,15 inches,15 inches
Row 57,9,10 inches,15 inches
Row 58,6,10 inches,15 inches
Row 59,14,15 inches,15 inches
Row 60,9,10 inches,15 inches
Row 61,10,10 inches,15 inches
Row 62,15,15 inches,15 inches
Row 63,10,10 inches,15 inches
Row 64,14,15 inches,15 inches
Row 65,14,15 inches,15 inches
Row 66,14,15 inches,15 inches
Row 67,11,15 inches,15 inches
Row 68,15,15 inches,15 inches
Row 69,12,15 inches,15 inches
Row 70,7,10 inches,15 inches
Row 71,8,10 inches,15 inches
Row 72,9,10 inches,15 inches
Row 73,8,10 inches,15 inches
Row 74,5,5 inches,15 inches
Row 75,12,15 inches,15 inches
Row 76,15,15 inches,15 inches
Row 77,13,15 inches,15 inches
Row 78,5,5 inches,15 inches
Row 79,15,15 inches,15 inches
Row 80,9,10 inches,15 inches
Row 81,12,15 inches,15 inches
Row 82,14,15 inches,15 inches
Row 83,6,10 inches,15 inches
Row 84,5,5 inches,15 inches
Row 85,7,10 inches,15 inches
Row 86,14,15 inches,15 inches
Row 87,11,15 inches,15 inches
Row 88,11,15 inches,15 inches
Row 89,8,10 inches,15 inches
Row 90,14,15 inches,15 inches
Row 91,9,10 inches,15 inches
Row 92,6,10 inches,15 inches
Row 93,10,10 inches,15 inches
Row 94,11,15 inches,15 inches
Row 95,12,15 inches,15 inches
Row 96,6,10 inches,15 inches
Row 97,5,5 inches,15 inches
Row 98,8,10 inches,15 inches
Row 99,9,10 inches,15 inches
Row 100,12,15 inches,15 inches
Row 101,9,10 inches,15 inches
Row 102,11,15 inches,15 inches
Row 103,10,10 inches,15 inches
Row 104,14,15 inches,15 inches
Row 105,5,5 inches,15 inches
Row 106,10,10 inches,15 inches
Row 107,7,10 inches,15 inches
Row 108,7,10 inches,15 inches
Row 109,11,15 inches,15 inches
Row 110,12,15 inches,15 inches
Row 111,14,15 inches,15 inches
Row 112,5,5 inches,15 inches
Row 113,10,10 inches,15 inches
Row 114,8,10 inches,15 inches
Row 115,11,15 inches,15 inches
Row 116,6,10 inches,15 inches
Row 117,14,15 inches,15 inches
Row 118,13,15 inches,15 inches
Row 119,14,15 inches,15 inches
Row 120,10,10 inches,15 inches
Row 121,10,10 inches,15 inches
Row 122,11,15 inches,15 inches
Row 123,9,10 inches,15 inches
Row 124,7,10 inches,15 inches
Row 125,15,15 inches,15 inches
Row 126,8,10 inches,15 inches
Row 127,7,10 inches,15 inches
Row 128,10,10 inches,15 inches
Row 129,11,15 inches,15 inches
Row 130,15,15 inches,15 inches
Row 131,13,15 inches,15 inches
Row 132,15,15 inches,15 inches
Row 133,6,10 inches,15 inches
Row 134,15,15 inches,15 inches
Row 135,10,10 inches,15 inches
Row 136,6,10 inches,15 inches
Row 137,14,15 inches,15 inches
Row 138,6,10 inches,15 inches
Row 139,9,10 inches,15 inches
Row 140,13,15 inches,15 inches
Row 141,10,10 inches,15 inches
Row 142,15,15 inches,15 inches
Row 143,8,10 inches,15 inches
Row 144,13,15 inches,15 inches
Row 145,5,5 inches,15 inches
Row 146,14,15 inches,15 inches
Row 147,7,10 inches,15 inches
Row 148,5,5 inches,15 inches
Row 149,11,15 inches,15 inches
Row 150,12,15 inches,15 inches
Row 151,9,10 inches,15 inches
Row 152,10,10 inches,15 inches
Row 153,5,5 inches,15 inches
Row 154,10,10 inches,15 inches
Row 155,5,5 inches,15 inches
Row 156,7,10 inches,15 inches
Row 157,5,5 inches,15 inches
Row 158,10,10 inches,15 inches
Row 159,11,15 inches,15 inches
Row 160,12,15 inches,15 inches
Row 161,15,15 inches,15 inches
Row 162,14,15 inches,15 inches
Row 163,13,15 inches,15 inches
Row 164,13,15 inches,15 inches
Row 165,6,10 inches,15 inches
Row 166,13,15 inches,15 inches
Row 167,13,15 inches,15 inches
Row 168,14,15 inches,15 inches
Row 169,9,10 inches,15 inches
Row 170,11,15 inches,15 inches
Row 171,7,10 inches,15 inches
Row 172,15,15 inches,15 inches
Row 173,15,15 inches,15 inches
Row 174,7,10 inches,15 inches
Row 175,14,15 inches,15 inches
Row 176,13,15 inches,15 inches
Row 177,10,10 inches,15 inches
Row 178,12,15 inches,15 inches
Row 179,11,15 inches,15 inches
Row 180,9,10 inches,15 inches
Row 181,9,10 inches,15 inches
Row 182,12,15 inches,15 inches
Row 183,7,10 inches,15 inches
Row 184,11,15 inches,15 inches
Row 185,11,15 inches,15 inches
Row 186,10,10 inches,15 inches
Row 187,12,15 inches,15 inches
Row 188,12,15 inches,15 inches
Row 189,6,10 inches,15 inches
Row 190,11,15 inches,15 inches
Row 191,11,15 inches,15 inches
Row 192,8,10 inches,15 inches
Row 193,15,15 inches,15 inches
Row 194,14,15 inches,15 inches
Row 195,9,10 inches,15 inches
Row 196,9,10 inches,15 inches
Row 197,12,15 inches,15 inches
