Row,Number of Houses,Pipe Size
Row 1,10,10 inches
Row 2,13,15 inches
Row 3,14,15 inches
Row 4,6,10 inches
Row 5,9,10 inches
Row 6,13,15 inches
Row 7,12,15 inches
Row 8,10,10 inches
Row 9,6,10 inches
Row 10,13,15 inches
Row 11,12,15 inches
Row 12,13,15 inches
Row 13,9,10 inches
Row 14,6,10 inches
Row 15,15,15 inches
Row 16,9,10 inches
Row 17,12,15 inches
Row 18,13,15 inches
Row 19,13,15 inches
Row 20,12,15 inches
Row 21,14,15 inches
Row 22,12,15 inches
Row 23,14,15 inches
Row 24,10,10 inches
Row 25,10,10 inches
Row 26,6,10 inches
Row 27,6,10 inches
Row 28,14,15 inches
Row 29,6,10 inches
Row 30,8,10 inches
Row 31,9,10 inches
Row 32,7,10 inches
Row 33,14,15 inches
Row 34,8,10 inches
Row 35,15,15 inches
Row 36,6,10 inches
Row 37,11,15 inches
Row 38,9,10 inches
Row 39,15,15 inches
Row 40,10,10 inches
Row 41,13,15 inches
Row 42,11,15 inches
Row 43,15,15 inches
Row 44,7,10 inches
Row 45,12,15 inches
Row 46,12,15 inches
Row 47,12,15 inches
Row 48,5,5 inches
Row 49,7,10 inches
Row 50,14,15 inches
Row 51,11,15 inches
Row 52,6,10 inches
Row 53,14,15 inches
Row 54,7,10 inches
Row 55,14,15 inches
Row 56,10,10 inches
Row 57,5,5 inches
Row 58,5,5 inches
Row 59,12,15 inches
Row 60,10,10 inches
Row 61,15,15 inches
Row 62,10,10 inches
Row 63,7,10 inches
Row 64,6,10 inches
Row 65,11,15 inches
Row 66,12,15 inches
Row 67,8,10 inches
Row 68,8,10 inches
Row 69,7,10 inches
Row 70,10,10 inches
Row 71,9,10 inches
Row 72,9,10 inches
Row 73,6,10 inches
Row 74,10,10 inches
Row 75,6,10 inches
Row 76,7,10 inches
Row 77,12,15 inches
Row 78,11,15 inches
Row 79,6,10 inches
Row 80,5,5 inches
Row 81,14,15 inches
Row 82,9,10 inches
Row 83,11,15 inches
Row 84,6,10 inches
Row 85,11,15 inches
Row 86,7,10 inches
Row 87,11,15 inches
Row 88,13,15 inches
Row 89,15,15 inches
Row 90,12,15 inches
Row 91,8,10 inches
Row 92,7,10 inches
Row 93,14,15 inches
Row 94,9,10 inches
Row 95,6,10 inches
Row 96,9,10 inches
Row 97,10,10 inches
Row 98,10,10 inches
Row 99,12,15 inches
Row 100,15,15 inches
Row 101,12,15 inches
Row 102,6,10 inches
Row 103,5,5 inches
Row 104,13,15 inches
Row 105,12,15 inches
Row 106,14,15 inches
Row 107,12,15 inches
Row 108,8,10 inches
Row 109,8,10 inches
Row 110,5,5 inches
Row 111,8,10 inches
Row 112,10,10 inches
Row 113,9,10 inches
Row 114,14,15 inches
Row 115,9,10 inches
Row 116,11,15 inches
Row 117,10,10 inches
Row 118,7,10 inches
Row 119,6,10 inches
Row 120,6,10 inches
Row 121,6,10 inches
Row 122,8,10 inches
Row 123,8,10 inches
Row 124,9,10 inches
Row 125,9,10 inches
Row 126,10,10 inches
Row 127,9,10 inches
Row 128,6,10 inches
Row 129,13,15 inches
Row 130,8,10 inches
Row 131,9,10 inches
Row 132,7,10 inches
Row 133,11,15 inches
Row 134,10,10 inches
Row 135,6,10 inches
Row 136,15,15 inches
Row 137,12,15 inches
Row 138,8,10 inches
Row 139,13,15 inches
Row 140,12,15 inches
Row 141,12,15 inches
Row 142,12,15 inches
Row 143,9,10 inches
Row 144,14,15 inches
Row 145,10,10 inches
Row 146,10,10 inches
Row 147,11,15 inches
Row 148,11,15 inches
Row 149,12,15 inches
Row 150,11,15 inches
Row 151,5,5 inches
Row 152,10,10 inches
Row 153,10,10 inches
Row 154,12,15 inches
Row 155,6,10 inches
Row 156,14,15 inches
Row 157,15,15 inches
Row 158,5,5 inches
Row 159,14,15 inches
Row 160,8,10 inches
Row 161,8,10 inches
Row 162,5,5 inches
Row 163,13,15 inches
Row 164,9,10 inches
Row 165,11,15 inches
Row 166,10,10 inches
Row 167,9,10 inches
Row 168,13,15 inches
Row 169,6,10 inches
Row 170,14,15 inches
Row 171,8,10 inches
Row 172,7,10 inches
Row 173,11,15 inches
Row 174,7,10 inches
Row 175,14,15 inches
Row 176,5,5 inches
