Row,Number of Houses,Pipe Size,pipe_size
Row 1,14,15 inches,15 inches
Row 2,9,10 inches,15 inches
Row 3,8,10 inches,15 inches
Row 4,8,10 inches,15 inches
Row 5,14,15 inches,15 inches
Row 6,11,15 inches,15 inches
Row 7,7,10 inches,15 inches
Row 8,7,10 inches,15 inches
Row 9,6,10 inches,15 inches
Row 10,13,15 inches,15 inches
Row 11,7,10 inches,15 inches
Row 12,7,10 inches,15 inches
Row 13,6,10 inches,15 inches
Row 14,14,15 inches,15 inches
Row 15,8,10 inches,15 inches
Row 16,8,10 inches,15 inches
Row 17,14,15 inches,15 inches
Row 18,11,15 inches,15 inches
Row 19,10,10 inches,15 inches
Row 20,11,15 inches,15 inches
Row 21,10,10 inches,15 inches
Row 22,9,10 inches,15 inches
Row 23,14,15 inches,15 inches
Row 24,10,10 inches,15 inches
Row 25,6,10 inches,15 inches
Row 26,5,5 inches,15 inches
Row 27,5,5 inches,15 inches
Row 28,13,15 inches,15 inches
Row 29,14,15 inches,15 inches
Row 30,8,10 inches,15 inches
Row 31,5,5 inches,15 inches
Row 32,10,10 inches,15 inches
Row 33,7,10 inches,15 inches
Row 34,11,15 inches,15 inches
Row 35,5,5 inches,15 inches
Row 36,15,15 inches,15 inches
Row 37,9,10 inches,15 inches
Row 38,5,5 inches,15 inches
Row 39,5,5 inches,15 inches
Row 40,5,5 inches,15 inches
Row 41,13,15 inches,15 inches
Row 42,14,15 inches,15 inches
Row 43,9,10 inches,15 inches
Row 44,8,10 inches,15 inches
Row 45,7,10 inches,15 inches
Row 46,14,15 inches,15 inches
Row 47,8,10 inches,15 inches
Row 48,15,15 inches,15 inches
Row 49,6,10 inches,15 inches
Row 50,14,15 inches,15 inches
Row 51,6,10 inches,15 inches
Row 52,7,10 inches,15 inches
Row 53,7,10 inches,15 inches
Row 54,13,15 inches,15 inches
Row 55,14,15 inches,15 inches
Row 56,8,10 inches,15 inches
Row 57,7,10 inches,15 inches
Row 58,8,10 inches,15 inches
Row 59,14,15 inches,15 inches
Row 60,6,10 inches,15 inches
Row 61,11,15 inches,15 inches
Row 62,9,10 inches,15 inches
Row 63,8,10 inches,15 inches
Row 64,10,10 inches,15 inches
Row 65,11,15 inches,15 inches
Row 66,6,10 inches,15 inches
Row 67,9,10 inches,15 inches
Row 68,12,15 inches,15 inches
Row 69,5,5 inches,15 inches
Row 70,6,10 inches,15 inches
Row 71,8,10 inches,15 inches
Row 72,11,15 inches,15 inches
Row 73,5,5 inches,15 inches
Row 74,12,15 inches,15 inches
Row 75,9,10 inches,15 inches
Row 76,10,10 inches,15 inches
Row 77,6,10 inches,15 inches
Row 78,5,5 inches,15 inches
Row 79,15,15 inches,15 inches
Row 80,5,5 inches,15 inches
Row 81,11,15 inches,15 inches
Row 82,8,10 inches,15 inches
Row 83,5,5 inches,15 inches
Row 84,12,15 inches,15 inches
Row 85,7,10 inches,15 inches
Row 86,10,10 inches,15 inches
Row 87,6,10 inches,15 inches
Row 88,13,15 inches,15 inches
Row 89,15,15 inches,15 inches
Row 90,8,10 inches,15 inches
Row 91,15,15 inches,15 inches
Row 92,6,10 inches,15 inches
Row 93,15,15 inches,15 inches
Row 94,11,15 inches,15 inches
Row 95,13,15 inches,15 inches
Row 96,6,10 inches,15 inches
Row 97,9,10 inches,15 inches
Row 98,7,10 inches,15 inches
Row 99,6,10 inches,15 inches
Row 100,7,10 inches,15 inches
Row 101,13,15 inches,15 inches
Row 102,6,10 inches,15 inches
Row 103,10,10 inches,15 inches
Row 104,14,15 inches,15 inches
Row 105,15,15 inches,15 inches
Row 106,10,10 inches,15 inches
Row 107,6,10 inches,15 inches
Row 108,9,10 inches,15 inches
Row 109,8,10 inches,15 inches
Row 110,9,10 inches,15 inches
Row 111,13,15 inches,15 inches
Row 112,10,10 inches,15 inches
Row 113,10,10 inches,15 inches
Row 114,10,10 inches,15 inches
Row 115,7,10 inches,15 inches
Row 116,7,10 inches,15 inches
Row 117,8,10 inches,15 inches
Row 118,7,10 inches,15 inches
Row 119,6,10 inches,15 inches
Row 120,6,10 inches,15 inches
Row 121,5,5 inches,15 inches
Row 122,11,15 inches,15 inches
Row 123,13,15 inches,15 inches
Row 124,12,15 inches,15 inches
Row 125,8,10 inches,15 inches
Row 126,14,15 inches,15 inches
Row 127,12,15 inches,15 inches
Row 128,12,15 inches,15 inches
Row 129,8,10 inches,15 inches
Row 130,11,15 inches,15 inches
Row 131,7,10 inches,15 inches
Row 132,9,10 inches,15 inches
Row 133,13,15 inches,15 inches
Row 134,11,15 inches,15 inches
