Row,Number of Houses,Pipe Size
Row 1,5,5 inches
Row 2,7,10 inches
Row 3,8,10 inches
Row 4,15,15 inches
Row 5,8,10 inches
Row 6,14,15 inches
Row 7,15,15 inches
Row 8,11,15 inches
Row 9,9,10 inches
Row 10,14,15 inches
Row 11,12,15 inches
Row 12,10,10 inches
Row 13,5,5 inches
Row 14,11,15 inches
Row 15,7,10 inches
Row 16,10,10 inches
Row 17,7,10 inches
Row 18,11,15 inches
Row 19,8,10 inches
Row 20,11,15 inches
Row 21,13,15 inches
Row 22,11,15 inches
Row 23,7,10 inches
Row 24,5,5 inches
Row 25,14,15 inches
Row 26,10,10 inches
Row 27,7,10 inches
Row 28,11,15 inches
Row 29,5,5 inches
Row 30,5,5 inches
Row 31,15,15 inches
Row 32,9,10 inches
Row 33,12,15 inches
Row 34,15,15 inches
Row 35,10,10 inches
Row 36,6,10 inches
Row 37,11,15 inches
Row 38,10,10 inches
Row 39,5,5 inches
Row 40,8,10 inches
Row 41,5,5 inches
Row 42,8,10 inches
Row 43,8,10 inches
Row 44,11,15 inches
Row 45,11,15 inches
Row 46,8,10 inches
Row 47,15,15 inches
Row 48,9,10 inches
Row 49,10,10 inches
Row 50,6,10 inches
Row 51,11,15 inches
Row 52,14,15 inches
Row 53,12,15 inches
Row 54,14,15 inches
Row 55,13,15 inches
Row 56,8,10 inches
Row 57,14,15 inches
Row 58,13,15 inches
Row 59,5,5 inches
Row 60,15,15 inches
Row 61,10,10 inches
Row 62,13,15 inches
Row 63,10,10 inches
Row 64,8,10 inches
Row 65,7,10 inches
Row 66,13,15 inches
Row 67,8,10 inches
Row 68,8,10 inches
Row 69,10,10 inches
Row 70,8,10 inches
Row 71,6,10 inches
Row 72,6,10 inches
Row 73,5,5 inches
Row 74,7,10 inches
Row 75,5,5 inches
Row 76,8,10 inches
Row 77,11,15 inches
Row 78,14,15 inches
Row 79,14,15 inches
Row 80,8,10 inches
Row 81,12,15 inches
Row 82,5,5 inches
Row 83,11,15 inches
Row 84,11,15 inches
Row 85,14,15 inches
Row 86,5,5 inches
Row 87,7,10 inches
Row 88,13,15 inches
Row 89,13,15 inches
Row 90,7,10 inches
Row 91,6,10 inches
Row 92,12,15 inches
Row 93,10,10 inches
Row 94,10,10 inches
Row 95,15,15 inches
Row 96,8,10 inches
Row 97,12,15 inches
Row 98,7,10 inches
Row 99,9,10 inches
Row 100,6,10 inches
Row 101,9,10 inches
Row 102,14,15 inches
Row 103,9,10 inches
Row 104,8,10 inches
Row 105,12,15 inches
Row 106,8,10 inches
Row 107,9,10 inches
Row 108,8,10 inches
Row 109,8,10 inches
Row 110,12,15 inches
Row 111,7,10 inches
Row 112,6,10 inches
Row 113,12,15 inches
Row 114,11,15 inches
Row 115,7,10 inches
Row 116,12,15 inches
Row 117,5,5 inches
Row 118,5,5 inches
Row 119,5,5 inches
Row 120,14,15 inches
Row 121,5,5 inches
Row 122,14,15 inches
Row 123,9,10 inches
Row 124,5,5 inches
Row 125,15,15 inches
Row 126,11,15 inches
Row 127,11,15 inches
Row 128,8,10 inches
Row 129,10,10 inches
Row 130,14,15 inches
Row 131,12,15 inches
Row 132,5,5 inches
Row 133,11,15 inches
Row 134,5,5 inches
Row 135,8,10 inches
Row 136,5,5 inches
Row 137,12,15 inches
Row 138,10,10 inches
Row 139,11,15 inches
Row 140,13,15 inches
Row 141,6,10 inches
Row 142,6,10 inches
Row 143,13,15 inches
Row 144,8,10 inches
Row 145,13,15 inches
