Row,Number of Houses,Pipe Size,pipe_size
Row 1,10,10 inches,15 inches
Row 2,6,10 inches,15 inches
Row 3,7,10 inches,15 inches
Row 4,14,15 inches,15 inches
Row 5,14,15 inches,15 inches
Row 6,6,10 inches,15 inches
Row 7,12,15 inches,15 inches
Row 8,14,15 inches,15 inches
Row 9,6,10 inches,15 inches
Row 10,12,15 inches,15 inches
Row 11,12,15 inches,15 inches
Row 12,11,15 inches,15 inches
Row 13,10,10 inches,15 inches
Row 14,7,10 inches,15 inches
Row 15,13,15 inches,15 inches
Row 16,10,10 inches,15 inches
Row 17,11,15 inches,15 inches
Row 18,5,5 inches,15 inches
Row 19,7,10 inches,15 inches
Row 20,15,15 inches,15 inches
Row 21,12,15 inches,15 inches
Row 22,9,10 inches,15 inches
Row 23,11,15 inches,15 inches
Row 24,7,10 inches,15 inches
Row 25,8,10 inches,15 inches
Row 26,8,10 inches,15 inches
Row 27,11,15 inches,15 inches
Row 28,7,10 inches,15 inches
Row 29,5,5 inches,15 inches
Row 30,14,15 inches,15 inches
Row 31,11,15 inches,15 inches
Row 32,7,10 inches,15 inches
Row 33,13,15 inches,15 inches
Row 34,12,15 inches,15 inches
Row 35,15,15 inches,15 inches
Row 36,9,10 inches,15 inches
Row 37,13,15 inches,15 inches
Row 38,6,10 inches,15 inches
Row 39,9,10 inches,15 inches
Row 40,5,5 inches,15 inches
Row 41,5,5 inches,15 inches
Row 42,11,15 inches,15 inches
Row 43,10,10 inches,15 inches
Row 44,9,10 inches,15 inches
Row 45,15,15 inches,15 inches
Row 46,5,5 inches,15 inches
Row 47,5,5 inches,15 inches
Row 48,7,10 inches,15 inches
Row 49,14,15 inches,15 inches
Row 50,13,15 inches,15 inches
Row 51,11,15 inches,15 inches
Row 52,7,10 inches,15 inches
Row 53,10,10 inches,15 inches
Row 54,9,10 inches,15 inches
Row 55,7,10 inches,15 inches
Row 56,5,5 inches,15 inches
Row 57,14,15 inches,15 inches
Row 58,13,15 inches,15 inches
Row 59,8,10 inches,15 inches
Row 60,15,15 inches,15 inches
Row 61,13,15 inches,15 inches
Row 62,7,10 inches,15 inches
Row 63,12,15 inches,15 inches
Row 64,8,10 inches,15 inches
Row 65,8,10 inches,15 inches
Row 66,12,15 inches,15 inches
Row 67,5,5 inches,15 inches
Row 68,14,15 inches,15 inches
Row 69,5,5 inches,15 inches
Row 70,8,10 inches,15 inches
Row 71,9,10 inches,15 inches
Row 72,15,15 inches,15 inches
Row 73,14,15 inches,15 inches
Row 74,10,10 inches,15 inches
Row 75,6,10 inches,15 inches
Row 76,12,15 inches,15 inches
Row 77,7,10 inches,15 inches
Row 78,14,15 inches,15 inches
Row 79,10,10 inches,15 inches
Row 80,9,10 inches,15 inches
Row 81,7,10 inches,15 inches
Row 82,9,10 inches,15 inches
Row 83,11,15 inches,15 inches
Row 84,5,5 inches,15 inches
Row 85,7,10 inches,15 inches
Row 86,5,5 inches,15 inches
Row 87,6,10 inches,15 inches
Row 88,12,15 inches,15 inches
Row 89,8,10 inches,15 inches
Row 90,7,10 inches,15 inches
Row 91,5,5 inches,15 inches
Row 92,7,10 inches,15 inches
Row 93,12,15 inches,15 inches
Row 94,7,10 inches,15 inches
Row 95,10,10 inches,15 inches
Row 96,10,10 inches,15 inches
Row 97,13,15 inches,15 inches
Row 98,14,15 inches,15 inches
Row 99,10,10 inches,15 inches
Row 100,7,10 inches,15 inches
Row 101,10,10 inches,15 inches
Row 102,10,10 inches,15 inches
Row 103,12,15 inches,15 inches
Row 104,11,15 inches,15 inches
Row 105,11,15 inches,15 inches
Row 106,5,5 inches,15 inches
Row 107,12,15 inches,15 inches
Row 108,5,5 inches,15 inches
Row 109,14,15 inches,15 inches
Row 110,15,15 inches,15 inches
Row 111,9,10 inches,15 inches
Row 112,9,10 inches,15 inches
Row 113,7,10 inches,15 inches
Row 114,10,10 inches,15 inches
Row 115,15,15 inches,15 inches
Row 116,6,10 inches,15 inches
Row 117,11,15 inches,15 inches
Row 118,11,15 inches,15 inches
Row 119,8,10 inches,15 inches
Row 120,8,10 inches,15 inches
Row 121,9,10 inches,15 inches
Row 122,11,15 inches,15 inches
Row 123,13,15 inches,15 inches
Row 124,5,5 inches,15 inches
Row 125,11,15 inches,15 inches
Row 126,11,15 inches,15 inches
Row 127,6,10 inches,15 inches
Row 128,13,15 inches,15 inches
Row 129,8,10 inches,15 inches
Row 130,7,10 inches,15 inches
Row 131,10,10 inches,15 inches
Row 132,11,15 inches,15 inches
Row 133,14,15 inches,15 inches
Row 134,5,5 inches,15 inches
Row 135,9,10 inches,15 inches
Row 136,15,15 inches,15 inches
Row 137,15,15 inches,15 inches
Row 138,10,10 inches,15 inches
Row 139,5,5 inches,15 inches
Row 140,7,10 inches,15 inches
Row 141,12,15 inches,15 inches
Row 142,13,15 inches,15 inches
Row 143,6,10 inches,15 inches
Row 144,13,15 inches,15 inches
Row 145,12,15 inches,15 inches
Row 146,15,15 inches,15 inches
Row 147,5,5 inches,15 inches
Row 148,11,15 inches,15 inches
Row 149,13,15 inches,15 inches
Row 150,9,10 inches,15 inches
Row 151,11,15 inches,15 inches
Row 152,11,15 inches,15 inches
Row 153,8,10 inches,15 inches
Row 154,13,15 inches,15 inches
Row 155,13,15 inches,15 inches
Row 156,15,15 inches,15 inches
Row 157,6,10 inches,15 inches
