Row,Number of Houses,Pipe Size
Row 1,13,15 inches
Row 2,11,15 inches
Row 3,13,15 inches
Row 4,9,10 inches
Row 5,10,10 inches
Row 6,14,15 inches
Row 7,11,15 inches
Row 8,5,5 inches
Row 9,9,10 inches
Row 10,14,15 inches
Row 11,15,15 inches
Row 12,15,15 inches
Row 13,11,15 inches
Row 14,8,10 inches
Row 15,9,10 inches
Row 16,10,10 inches
Row 17,6,10 inches
Row 18,9,10 inches
Row 19,9,10 inches
Row 20,8,10 inches
Row 21,14,15 inches
Row 22,10,10 inches
Row 23,12,15 inches
Row 24,11,15 inches
Row 25,5,5 inches
Row 26,9,10 inches
Row 27,14,15 inches
Row 28,6,10 inches
Row 29,11,15 inches
Row 30,8,10 inches
Row 31,5,5 inches
Row 32,7,10 inches
Row 33,9,10 inches
Row 34,14,15 inches
Row 35,12,15 inches
Row 36,11,15 inches
Row 37,6,10 inches
Row 38,8,10 inches
Row 39,9,10 inches
Row 40,11,15 inches
Row 41,9,10 inches
Row 42,11,15 inches
Row 43,10,10 inches
Row 44,13,15 inches
Row 45,7,10 inches
Row 46,12,15 inches
Row 47,11,15 inches
Row 48,6,10 inches
Row 49,14,15 inches
Row 50,8,10 inches
Row 51,5,5 inches
Row 52,9,10 inches
Row 53,12,15 inches
Row 54,6,10 inches
Row 55,10,10 inches
Row 56,9,10 inches
Row 57,15,15 inches
Row 58,8,10 inches
Row 59,14,15 inches
Row 60,10,10 inches
Row 61,15,15 inches
Row 62,9,10 inches
Row 63,8,10 inches
Row 64,6,10 inches
Row 65,13,15 inches
Row 66,12,15 inches
Row 67,7,10 inches
Row 68,8,10 inches
Row 69,6,10 inches
Row 70,15,15 inches
Row 71,7,10 inches
Row 72,10,10 inches
Row 73,8,10 inches
Row 74,14,15 inches
Row 75,10,10 inches
Row 76,7,10 inches
Row 77,7,10 inches
Row 78,10,10 inches
Row 79,6,10 inches
Row 80,11,15 inches
Row 81,15,15 inches
Row 82,12,15 inches
Row 83,9,10 inches
Row 84,5,5 inches
Row 85,9,10 inches
Row 86,12,15 inches
Row 87,5,5 inches
Row 88,10,10 inches
Row 89,8,10 inches
Row 90,6,10 inches
Row 91,14,15 inches
Row 92,10,10 inches
Row 93,7,10 inches
Row 94,11,15 inches
Row 95,6,10 inches
Row 96,5,5 inches
Row 97,15,15 inches
Row 98,6,10 inches
Row 99,11,15 inches
Row 100,11,15 inches
Row 101,8,10 inches
Row 102,12,15 inches
Row 103,9,10 inches
Row 104,8,10 inches
Row 105,6,10 inches
Row 106,5,5 inches
Row 107,6,10 inches
Row 108,6,10 inches
Row 109,14,15 inches
Row 110,6,10 inches
Row 111,10,10 inches
Row 112,15,15 inches
Row 113,10,10 inches
Row 114,9,10 inches
Row 115,7,10 inches
Row 116,13,15 inches
Row 117,7,10 inches
Row 118,10,10 inches
Row 119,7,10 inches
Row 120,14,15 inches
Row 121,15,15 inches
Row 122,6,10 inches
Row 123,12,15 inches
Row 124,10,10 inches
Row 125,15,15 inches
Row 126,10,10 inches
Row 127,6,10 inches
Row 128,11,15 inches
Row 129,14,15 inches
Row 130,11,15 inches
Row 131,9,10 inches
Row 132,13,15 inches
Row 133,5,5 inches
Row 134,8,10 inches
Row 135,15,15 inches
Row 136,6,10 inches
Row 137,12,15 inches
Row 138,9,10 inches
Row 139,8,10 inches
Row 140,12,15 inches
Row 141,10,10 inches
Row 142,12,15 inches
Row 143,13,15 inches
Row 144,11,15 inches
Row 145,8,10 inches
Row 146,10,10 inches
Row 147,14,15 inches
Row 148,11,15 inches
Row 149,10,10 inches
Row 150,7,10 inches
Row 151,7,10 inches
Row 152,14,15 inches
Row 153,8,10 inches
Row 154,10,10 inches
Row 155,12,15 inches
Row 156,10,10 inches
Row 157,14,15 inches
Row 158,15,15 inches
Row 159,15,15 inches
Row 160,5,5 inches
Row 161,15,15 inches
Row 162,5,5 inches
Row 163,12,15 inches
Row 164,14,15 inches
Row 165,8,10 inches
Row 166,12,15 inches
Row 167,6,10 inches
Row 168,5,5 inches
Row 169,7,10 inches
Row 170,15,15 inches
Row 171,10,10 inches
Row 172,10,10 inches
Row 173,15,15 inches
Row 174,15,15 inches
Row 175,9,10 inches
