Row,Number of Houses,Pipe Size,pipe_size
Row 1,10,10 inches,15 inches
Row 2,5,5 inches,15 inches
Row 3,11,15 inches,15 inches
Row 4,8,10 inches,15 inches
Row 5,14,15 inches,15 inches
Row 6,5,5 inches,15 inches
Row 7,15,15 inches,15 inches
Row 8,12,15 inches,15 inches
Row 9,5,5 inches,15 inches
Row 10,6,10 inches,15 inches
Row 11,13,15 inches,15 inches
Row 12,13,15 inches,15 inches
Row 13,13,15 inches,15 inches
Row 14,12,15 inches,15 inches
Row 15,11,15 inches,15 inches
Row 16,10,10 inches,15 inches
Row 17,10,10 inches,15 inches
Row 18,13,15 inches,15 inches
Row 19,15,15 inches,15 inches
Row 20,7,10 inches,15 inches
Row 21,11,15 inches,15 inches
Row 22,11,15 inches,15 inches
Row 23,5,5 inches,15 inches
Row 24,14,15 inches,15 inches
Row 25,15,15 inches,15 inches
Row 26,12,15 inches,15 inches
Row 27,7,10 inches,15 inches
Row 28,5,5 inches,15 inches
Row 29,11,15 inches,15 inches
Row 30,9,10 inches,15 inches
Row 31,6,10 inches,15 inches
Row 32,9,10 inches,15 inches
Row 33,13,15 inches,15 inches
Row 34,9,10 inches,15 inches
Row 35,14,15 inches,15 inches
Row 36,15,15 inches,15 inches
Row 37,9,10 inches,15 inches
Row 38,5,5 inches,15 inches
Row 39,10,10 inches,15 inches
Row 40,7,10 inches,15 inches
Row 41,6,10 inches,15 inches
Row 42,12,15 inches,15 inches
Row 43,5,5 inches,15 inches
Row 44,8,10 inches,15 inches
Row 45,14,15 inches,15 inches
Row 46,10,10 inches,15 inches
Row 47,5,5 inches,15 inches
Row 48,11,15 inches,15 inches
Row 49,11,15 inches,15 inches
Row 50,6,10 inches,15 inches
Row 51,9,10 inches,15 inches
Row 52,9,10 inches,15 inches
Row 53,7,10 inches,15 inches
Row 54,7,10 inches,15 inches
Row 55,15,15 inches,15 inches
Row 56,13,15 inches,15 inches
Row 57,8,10 inches,15 inches
Row 58,5,5 inches,15 inches
Row 59,9,10 inches,15 inches
Row 60,12,15 inches,15 inches
Row 61,15,15 inches,15 inches
Row 62,8,10 inches,15 inches
Row 63,7,10 inches,15 inches
Row 64,12,15 inches,15 inches
Row 65,10,10 inches,15 inches
Row 66,10,10 inches,15 inches
Row 67,9,10 inches,15 inches
Row 68,7,10 inches,15 inches
Row 69,5,5 inches,15 inches
Row 70,5,5 inches,15 inches
Row 71,7,10 inches,15 inches
Row 72,7,10 inches,15 inches
Row 73,5,5 inches,15 inches
Row 74,9,10 inches,15 inches
Row 75,5,5 inches,15 inches
Row 76,14,15 inches,15 inches
Row 77,5,5 inches,15 inches
Row 78,12,15 inches,15 inches
Row 79,6,10 inches,15 inches
Row 80,11,15 inches,15 inches
Row 81,12,15 inches,15 inches
Row 82,9,10 inches,15 inches
Row 83,9,10 inches,15 inches
Row 84,11,15 inches,15 inches
Row 85,7,10 inches,15 inches
Row 86,15,15 inches,15 inches
Row 87,15,15 inches,15 inches
Row 88,8,10 inches,15 inches
Row 89,11,15 inches,15 inches
Row 90,15,15 inches,15 inches
Row 91,15,15 inches,15 inches
Row 92,12,15 inches,15 inches
Row 93,6,10 inches,15 inches
Row 94,5,5 inches,15 inches
Row 95,12,15 inches,15 inches
Row 96,15,15 inches,15 inches
Row 97,9,10 inches,15 inches
Row 98,12,15 inches,15 inches
Row 99,8,10 inches,15 inches
Row 100,7,10 inches,15 inches
Row 101,13,15 inches,15 inches
Row 102,8,10 inches,15 inches
Row 103,13,15 inches,15 inches
Row 104,7,10 inches,15 inches
Row 105,5,5 inches,15 inches
Row 106,6,10 inches,15 inches
Row 107,10,10 inches,15 inches
Row 108,6,10 inches,15 inches
Row 109,5,5 inches,15 inches
Row 110,9,10 inches,15 inches
Row 111,5,5 inches,15 inches
Row 112,13,15 inches,15 inches
Row 113,5,5 inches,15 inches
Row 114,13,15 inches,15 inches
Row 115,14,15 inches,15 inches
Row 116,7,10 inches,15 inches
Row 117,7,10 inches,15 inches
Row 118,8,10 inches,15 inches
Row 119,6,10 inches,15 inches
Row 120,10,10 inches,15 inches
Row 121,8,10 inches,15 inches
Row 122,9,10 inches,15 inches
Row 123,9,10 inches,15 inches
Row 124,10,10 inches,15 inches
Row 125,9,10 inches,15 inches
Row 126,9,10 inches,15 inches
Row 127,14,15 inches,15 inches
Row 128,5,5 inches,15 inches
Row 129,9,10 inches,15 inches
Row 130,10,10 inches,15 inches
Row 131,10,10 inches,15 inches
Row 132,15,15 inches,15 inches
Row 133,15,15 inches,15 inches
Row 134,15,15 inches,15 inches
Row 135,5,5 inches,15 inches
Row 136,13,15 inches,15 inches
Row 137,15,15 inches,15 inches
Row 138,9,10 inches,15 inches
Row 139,11,15 inches,15 inches
Row 140,12,15 inches,15 inches
Row 141,15,15 inches,15 inches
Row 142,12,15 inches,15 inches
Row 143,10,10 inches,15 inches
Row 144,11,15 inches,15 inches
Row 145,11,15 inches,15 inches
Row 146,8,10 inches,15 inches
Row 147,5,5 inches,15 inches
Row 148,5,5 inches,15 inches
Row 149,8,10 inches,15 inches
Row 150,11,15 inches,15 inches
Row 151,11,15 inches,15 inches
Row 152,5,5 inches,15 inches
Row 153,6,10 inches,15 inches
Row 154,11,15 inches,15 inches
Row 155,12,15 inches,15 inches
Row 156,15,15 inches,15 inches
Row 157,5,5 inches,15 inches
Row 158,5,5 inches,15 inches
Row 159,14,15 inches,15 inches
Row 160,10,10 inches,15 inches
Row 161,14,15 inches,15 inches
Row 162,6,10 inches,15 inches
Row 163,13,15 inches,15 inches
Row 164,15,15 inches,15 inches
Row 165,12,15 inches,15 inches
Row 166,14,15 inches,15 inches
Row 167,6,10 inches,15 inches
Row 168,10,10 inches,15 inches
Row 169,12,15 inches,15 inches
Row 170,11,15 inches,15 inches
Row 171,5,5 inches,15 inches
Row 172,7,10 inches,15 inches
Row 173,15,15 inches,15 inches
Row 174,9,10 inches,15 inches
Row 175,14,15 inches,15 inches
