Row,Number of Houses,Pipe Size
Row 1,15,15 inches
Row 2,10,10 inches
Row 3,7,10 inches
Row 4,7,10 inches
Row 5,5,5 inches
Row 6,8,10 inches
Row 7,12,15 inches
Row 8,9,10 inches
Row 9,10,10 inches
Row 10,10,10 inches
Row 11,10,10 inches
Row 12,5,5 inches
Row 13,11,15 inches
Row 14,5,5 inches
Row 15,8,10 inches
Row 16,11,15 inches
Row 17,13,15 inches
Row 18,8,10 inches
Row 19,14,15 inches
Row 20,6,10 inches
Row 21,7,10 inches
Row 22,15,15 inches
Row 23,10,10 inches
Row 24,8,10 inches
Row 25,11,15 inches
Row 26,12,15 inches
Row 27,14,15 inches
Row 28,11,15 inches
Row 29,6,10 inches
Row 30,14,15 inches
Row 31,6,10 inches
Row 32,8,10 inches
Row 33,13,15 inches
Row 34,7,10 inches
Row 35,5,5 inches
Row 36,6,10 inches
Row 37,14,15 inches
Row 38,8,10 inches
Row 39,11,15 inches
Row 40,10,10 inches
Row 41,9,10 inches
Row 42,14,15 inches
Row 43,13,15 inches
Row 44,5,5 inches
Row 45,9,10 inches
Row 46,15,15 inches
Row 47,12,15 inches
Row 48,14,15 inches
Row 49,14,15 inches
Row 50,12,15 inches
Row 51,6,10 inches
Row 52,12,15 inches
Row 53,14,15 inches
Row 54,9,10 inches
Row 55,13,15 inches
Row 56,13,15 inches
Row 57,6,10 inches
Row 58,14,15 inches
Row 59,9,10 inches
Row 60,10,10 inches
Row 61,13,15 inches
Row 62,6,10 inches
Row 63,13,15 inches
Row 64,5,5 inches
Row 65,5,5 inches
Row 66,15,15 inches
Row 67,9,10 inches
Row 68,5,5 inches
Row 69,12,15 inches
Row 70,9,10 inches
Row 71,15,15 inches
Row 72,11,15 inches
Row 73,15,15 inches
Row 74,5,5 inches
Row 75,14,15 inches
Row 76,12,15 inches
Row 77,12,15 inches
Row 78,10,10 inches
Row 79,12,15 inches
Row 80,13,15 inches
Row 81,7,10 inches
Row 82,9,10 inches
Row 83,9,10 inches
Row 84,9,10 inches
Row 85,12,15 inches
Row 86,8,10 inches
Row 87,15,15 inches
Row 88,14,15 inches
Row 89,12,15 inches
Row 90,15,15 inches
Row 91,6,10 inches
Row 92,9,10 inches
Row 93,12,15 inches
Row 94,9,10 inches
Row 95,5,5 inches
Row 96,7,10 inches
Row 97,6,10 inches
Row 98,12,15 inches
Row 99,5,5 inches
Row 100,15,15 inches
Row 101,15,15 inches
Row 102,8,10 inches
Row 103,6,10 inches
Row 104,10,10 inches
Row 105,9,10 inches
Row 106,13,15 inches
Row 107,15,15 inches
Row 108,14,15 inches
Row 109,8,10 inches
Row 110,14,15 inches
Row 111,10,10 inches
Row 112,8,10 inches
Row 113,8,10 inches
Row 114,10,10 inches
Row 115,11,15 inches
Row 116,5,5 inches
Row 117,9,10 inches
Row 118,8,10 inches
Row 119,7,10 inches
Row 120,8,10 inches
Row 121,9,10 inches
Row 122,15,15 inches
Row 123,9,10 inches
Row 124,12,15 inches
Row 125,9,10 inches
Row 126,15,15 inches
Row 127,6,10 inches
Row 128,9,10 inches
Row 129,7,10 inches
Row 130,13,15 inches
Row 131,5,5 inches
Row 132,5,5 inches
Row 133,6,10 inches
Row 134,6,10 inches
Row 135,13,15 inches
Row 136,15,15 inches
Row 137,6,10 inches
Row 138,13,15 inches
Row 139,11,15 inches
Row 140,15,15 inches
Row 141,11,15 inches
Row 142,7,10 inches
Row 143,13,15 inches
Row 144,15,15 inches
Row 145,6,10 inches
Row 146,12,15 inches
Row 147,5,5 inches
Row 148,10,10 inches
Row 149,10,10 inches
Row 150,10,10 inches
Row 151,8,10 inches
Row 152,12,15 inches
Row 153,11,15 inches
Row 154,7,10 inches
Row 155,14,15 inches
Row 156,12,15 inches
