Row,Number of Houses,Pipe Size
Row 1,15,15 inches
Row 2,11,15 inches
Row 3,10,10 inches
Row 4,10,10 inches
Row 5,7,10 inches
Row 6,9,10 inches
Row 7,11,15 inches
Row 8,9,10 inches
Row 9,10,10 inches
Row 10,10,10 inches
Row 11,8,10 inches
Row 12,13,15 inches
Row 13,13,15 inches
Row 14,12,15 inches
Row 15,9,10 inches
Row 16,12,15 inches
Row 17,14,15 inches
Row 18,15,15 inches
Row 19,15,15 inches
Row 20,12,15 inches
Row 21,5,5 inches
Row 22,15,15 inches
Row 23,13,15 inches
Row 24,5,5 inches
Row 25,10,10 inches
Row 26,12,15 inches
Row 27,8,10 inches
Row 28,13,15 inches
Row 29,5,5 inches
Row 30,13,15 inches
Row 31,11,15 inches
Row 32,6,10 inches
Row 33,11,15 inches
Row 34,7,10 inches
Row 35,15,15 inches
Row 36,8,10 inches
Row 37,7,10 inches
Row 38,12,15 inches
Row 39,10,10 inches
Row 40,15,15 inches
Row 41,11,15 inches
Row 42,10,10 inches
Row 43,14,15 inches
Row 44,11,15 inches
Row 45,11,15 inches
Row 46,13,15 inches
Row 47,10,10 inches
Row 48,15,15 inches
Row 49,6,10 inches
Row 50,10,10 inches
Row 51,10,10 inches
Row 52,5,5 inches
Row 53,15,15 inches
Row 54,10,10 inches
Row 55,10,10 inches
Row 56,13,15 inches
Row 57,10,10 inches
Row 58,15,15 inches
Row 59,15,15 inches
Row 60,6,10 inches
Row 61,10,10 inches
Row 62,11,15 inches
Row 63,15,15 inches
Row 64,9,10 inches
Row 65,8,10 inches
Row 66,10,10 inches
Row 67,14,15 inches
Row 68,12,15 inches
Row 69,11,15 inches
Row 70,11,15 inches
Row 71,5,5 inches
Row 72,15,15 inches
Row 73,5,5 inches
Row 74,6,10 inches
Row 75,9,10 inches
Row 76,11,15 inches
Row 77,9,10 inches
Row 78,7,10 inches
Row 79,15,15 inches
Row 80,11,15 inches
Row 81,10,10 inches
Row 82,11,15 inches
Row 83,11,15 inches
Row 84,11,15 inches
Row 85,9,10 inches
Row 86,9,10 inches
Row 87,10,10 inches
Row 88,8,10 inches
Row 89,12,15 inches
Row 90,8,10 inches
Row 91,12,15 inches
Row 92,15,15 inches
Row 93,11,15 inches
Row 94,10,10 inches
Row 95,12,15 inches
Row 96,6,10 inches
Row 97,9,10 inches
Row 98,9,10 inches
Row 99,15,15 inches
Row 100,5,5 inches
Row 101,11,15 inches
Row 102,15,15 inches
Row 103,12,15 inches
Row 104,10,10 inches
Row 105,15,15 inches
Row 106,6,10 inches
Row 107,5,5 inches
Row 108,12,15 inches
Row 109,10,10 inches
Row 110,6,10 inches
Row 111,14,15 inches
Row 112,12,15 inches
Row 113,15,15 inches
Row 114,15,15 inches
Row 115,6,10 inches
Row 116,8,10 inches
Row 117,15,15 inches
Row 118,13,15 inches
Row 119,7,10 inches
Row 120,5,5 inches
Row 121,13,15 inches
Row 122,7,10 inches
Row 123,13,15 inches
Row 124,10,10 inches
Row 125,9,10 inches
Row 126,7,10 inches
Row 127,11,15 inches
Row 128,11,15 inches
Row 129,13,15 inches
Row 130,10,10 inches
Row 131,9,10 inches
Row 132,11,15 inches
Row 133,5,5 inches
Row 134,9,10 inches
Row 135,11,15 inches
Row 136,7,10 inches
Row 137,7,10 inches
Row 138,13,15 inches
Row 139,14,15 inches
Row 140,10,10 inches
Row 141,15,15 inches
Row 142,10,10 inches
Row 143,10,10 inches
Row 144,7,10 inches
Row 145,10,10 inches
Row 146,15,15 inches
Row 147,15,15 inches
Row 148,9,10 inches
Row 149,5,5 inches
Row 150,5,5 inches
Row 151,9,10 inches
Row 152,6,10 inches
Row 153,8,10 inches
Row 154,10,10 inches
Row 155,9,10 inches
Row 156,11,15 inches
Row 157,13,15 inches
Row 158,11,15 inches
Row 159,10,10 inches
Row 160,11,15 inches
Row 161,12,15 inches
Row 162,13,15 inches
Row 163,12,15 inches
Row 164,6,10 inches
Row 165,9,10 inches
Row 166,7,10 inches
Row 167,14,15 inches
Row 168,12,15 inches
Row 169,8,10 inches
Row 170,12,15 inches
Row 171,10,10 inches
Row 172,13,15 inches
Row 173,9,10 inches
Row 174,8,10 inches
Row 175,7,10 inches
Row 176,10,10 inches
Row 177,5,5 inches
Row 178,7,10 inches
Row 179,13,15 inches
Row 180,8,10 inches
Row 181,9,10 inches
Row 182,13,15 inches
Row 183,10,10 inches
Row 184,14,15 inches
Row 185,6,10 inches
Row 186,9,10 inches
Row 187,15,15 inches
Row 188,11,15 inches
Row 189,11,15 inches
Row 190,5,5 inches
Row 191,7,10 inches
Row 192,5,5 inches
Row 193,13,15 inches
Row 194,6,10 inches
Row 195,12,15 inches
Row 196,11,15 inches
Row 197,5,5 inches
Row 198,9,10 inches
Row 199,11,15 inches
Row 200,9,10 inches
