Row,Number of Houses,Pipe Size,pipe_size
Row 1,14,15 inches,15 inches
Row 2,14,15 inches,15 inches
Row 3,15,15 inches,15 inches
Row 4,7,10 inches,15 inches
Row 5,5,5 inches,15 inches
Row 6,15,15 inches,15 inches
Row 7,7,10 inches,15 inches
Row 8,10,10 inches,15 inches
Row 9,6,10 inches,15 inches
Row 10,5,5 inches,15 inches
Row 11,12,15 inches,15 inches
Row 12,8,10 inches,15 inches
Row 13,8,10 inches,15 inches
Row 14,7,10 inches,15 inches
Row 15,14,15 inches,15 inches
Row 16,7,10 inches,15 inches
Row 17,7,10 inches,15 inches
Row 18,5,5 inches,15 inches
Row 19,11,15 inches,15 inches
Row 20,9,10 inches,15 inches
Row 21,8,10 inches,15 inches
Row 22,12,15 inches,15 inches
Row 23,7,10 inches,15 inches
Row 24,15,15 inches,15 inches
Row 25,9,10 inches,15 inches
Row 26,9,10 inches,15 inches
Row 27,8,10 inches,15 inches
Row 28,6,10 inches,15 inches
Row 29,15,15 inches,15 inches
Row 30,11,15 inches,15 inches
Row 31,8,10 inches,15 inches
Row 32,13,15 inches,15 inches
Row 33,11,15 inches,15 inches
Row 34,10,10 inches,15 inches
Row 35,7,10 inches,15 inches
Row 36,8,10 inches,15 inches
Row 37,13,15 inches,15 inches
Row 38,15,15 inches,15 inches
Row 39,10,10 inches,15 inches
Row 40,9,10 inches,15 inches
Row 41,10,10 inches,15 inches
Row 42,10,10 inches,15 inches
Row 43,11,15 inches,15 inches
Row 44,14,15 inches,15 inches
Row 45,8,10 inches,15 inches
Row 46,15,15 inches,15 inches
Row 47,15,15 inches,15 inches
Row 48,10,10 inches,15 inches
Row 49,9,10 inches,15 inches
Row 50,10,10 inches,15 inches
Row 51,14,15 inches,15 inches
Row 52,15,15 inches,15 inches
Row 53,8,10 inches,15 inches
Row 54,13,15 inches,15 inches
Row 55,8,10 inches,15 inches
Row 56,7,10 inches,15 inches
Row 57,13,15 inches,15 inches
Row 58,9,10 inches,15 inches
Row 59,8,10 inches,15 inches
Row 60,15,15 inches,15 inches
Row 61,12,15 inches,15 inches
Row 62,11,15 inches,15 inches
Row 63,8,10 inches,15 inches
Row 64,15,15 inches,15 inches
Row 65,15,15 inches,15 inches
Row 66,8,10 inches,15 inches
Row 67,14,15 inches,15 inches
Row 68,6,10 inches,15 inches
Row 69,10,10 inches,15 inches
Row 70,11,15 inches,15 inches
Row 71,11,15 inches,15 inches
Row 72,9,10 inches,15 inches
Row 73,14,15 inches,15 inches
Row 74,8,10 inches,15 inches
Row 75,6,10 inches,15 inches
Row 76,11,15 inches,15 inches
Row 77,11,15 inches,15 inches
Row 78,11,15 inches,15 inches
Row 79,7,10 inches,15 inches
Row 80,7,10 inches,15 inches
Row 81,6,10 inches,15 inches
Row 82,15,15 inches,15 inches
Row 83,13,15 inches,15 inches
Row 84,6,10 inches,15 inches
Row 85,5,5 inches,15 inches
Row 86,14,15 inches,15 inches
Row 87,8,10 inches,15 inches
Row 88,10,10 inches,15 inches
Row 89,13,15 inches,15 inches
Row 90,14,15 inches,15 inches
Row 91,11,15 inches,15 inches
Row 92,6,10 inches,15 inches
Row 93,7,10 inches,15 inches
Row 94,5,5 inches,15 inches
Row 95,6,10 inches,15 inches
Row 96,9,10 inches,15 inches
Row 97,12,15 inches,15 inches
Row 98,6,10 inches,15 inches
Row 99,12,15 inches,15 inches
Row 100,15,15 inches,15 inches
Row 101,13,15 inches,15 inches
Row 102,15,15 inches,15 inches
Row 103,7,10 inches,15 inches
Row 104,7,10 inches,15 inches
Row 105,9,10 inches,15 inches
Row 106,8,10 inches,15 inches
Row 107,10,10 inches,15 inches
Row 108,10,10 inches,15 inches
Row 109,13,15 inches,15 inches
Row 110,8,10 inches,15 inches
Row 111,14,15 inches,15 inches
Row 112,11,15 inches,15 inches
