Row,Number of Houses,Pipe Size,pipe_size
Row 1,5,5 inches,15 inches
Row 2,5,5 inches,15 inches
Row 3,15,15 inches,15 inches
Row 4,6,10 inches,15 inches
Row 5,15,15 inches,15 inches
Row 6,10,10 inches,15 inches
Row 7,11,15 inches,15 inches
Row 8,6,10 inches,15 inches
Row 9,15,15 inches,15 inches
Row 10,5,5 inches,15 inches
Row 11,9,10 inches,15 inches
Row 12,13,15 inches,15 inches
Row 13,10,10 inches,15 inches
Row 14,6,10 inches,15 inches
Row 15,13,15 inches,15 inches
Row 16,8,10 inches,15 inches
Row 17,11,15 inches,15 inches
Row 18,5,5 inches,15 inches
Row 19,5,5 inches,15 inches
Row 20,7,10 inches,15 inches
Row 21,14,15 inches,15 inches
Row 22,14,15 inches,15 inches
Row 23,7,10 inches,15 inches
Row 24,5,5 inches,15 inches
Row 25,8,10 inches,15 inches
Row 26,11,15 inches,15 inches
Row 27,15,15 inches,15 inches
Row 28,6,10 inches,15 inches
Row 29,6,10 inches,15 inches
Row 30,15,15 inches,15 inches
Row 31,12,15 inches,15 inches
Row 32,13,15 inches,15 inches
Row 33,15,15 inches,15 inches
Row 34,11,15 inches,15 inches
Row 35,13,15 inches,15 inches
Row 36,13,15 inches,15 inches
Row 37,10,10 inches,15 inches
Row 38,7,10 inches,15 inches
Row 39,15,15 inches,15 inches
Row 40,13,15 inches,15 inches
Row 41,5,5 inches,15 inches
Row 42,14,15 inches,15 inches
Row 43,10,10 inches,15 inches
Row 44,6,10 inches,15 inches
Row 45,6,10 inches,15 inches
Row 46,5,5 inches,15 inches
Row 47,10,10 inches,15 inches
Row 48,10,10 inches,15 inches
Row 49,12,15 inches,15 inches
Row 50,13,15 inches,15 inches
Row 51,5,5 inches,15 inches
Row 52,9,10 inches,15 inches
Row 53,6,10 inches,15 inches
Row 54,7,10 inches,15 inches
Row 55,11,15 inches,15 inches
Row 56,6,10 inches,15 inches
Row 57,14,15 inches,15 inches
Row 58,13,15 inches,15 inches
Row 59,13,15 inches,15 inches
Row 60,8,10 inches,15 inches
Row 61,9,10 inches,15 inches
Row 62,7,10 inches,15 inches
Row 63,12,15 inches,15 inches
Row 64,15,15 inches,15 inches
Row 65,6,10 inches,15 inches
Row 66,15,15 inches,15 inches
Row 67,8,10 inches,15 inches
Row 68,14,15 inches,15 inches
Row 69,5,5 inches,15 inches
Row 70,14,15 inches,15 inches
Row 71,12,15 inches,15 inches
Row 72,14,15 inches,15 inches
Row 73,11,15 inches,15 inches
Row 74,9,10 inches,15 inches
Row 75,12,15 inches,15 inches
Row 76,8,10 inches,15 inches
Row 77,5,5 inches,15 inches
Row 78,7,10 inches,15 inches
Row 79,12,15 inches,15 inches
Row 80,13,15 inches,15 inches
Row 81,7,10 inches,15 inches
Row 82,13,15 inches,15 inches
Row 83,9,10 inches,15 inches
Row 84,9,10 inches,15 inches
Row 85,12,15 inches,15 inches
Row 86,7,10 inches,15 inches
Row 87,5,5 inches,15 inches
Row 88,14,15 inches,15 inches
Row 89,9,10 inches,15 inches
Row 90,7,10 inches,15 inches
Row 91,5,5 inches,15 inches
Row 92,11,15 inches,15 inches
Row 93,9,10 inches,15 inches
Row 94,7,10 inches,15 inches
Row 95,7,10 inches,15 inches
Row 96,11,15 inches,15 inches
Row 97,12,15 inches,15 inches
Row 98,6,10 inches,15 inches
Row 99,6,10 inches,15 inches
Row 100,10,10 inches,15 inches
