Row,Number of Houses,Pipe Size
Row 1,9,10 inches
Row 2,15,15 inches
Row 3,8,10 inches
Row 4,14,15 inches
Row 5,9,10 inches
Row 6,15,15 inches
Row 7,14,15 inches
Row 8,5,5 inches
Row 9,8,10 inches
Row 10,12,15 inches
Row 11,11,15 inches
Row 12,10,10 inches
Row 13,12,15 inches
Row 14,14,15 inches
Row 15,14,15 inches
Row 16,13,15 inches
Row 17,9,10 inches
Row 18,10,10 inches
Row 19,10,10 inches
Row 20,6,10 inches
Row 21,10,10 inches
Row 22,12,15 inches
Row 23,11,15 inches
Row 24,14,15 inches
Row 25,5,5 inches
Row 26,13,15 inches
Row 27,11,15 inches
Row 28,8,10 inches
Row 29,8,10 inches
Row 30,9,10 inches
Row 31,10,10 inches
Row 32,11,15 inches
Row 33,15,15 inches
Row 34,13,15 inches
Row 35,7,10 inches
Row 36,6,10 inches
Row 37,9,10 inches
Row 38,13,15 inches
Row 39,14,15 inches
Row 40,15,15 inches
Row 41,10,10 inches
Row 42,15,15 inches
Row 43,14,15 inches
Row 44,10,10 inches
Row 45,7,10 inches
Row 46,7,10 inches
Row 47,13,15 inches
Row 48,6,10 inches
Row 49,12,15 inches
Row 50,9,10 inches
Row 51,7,10 inches
Row 52,7,10 inches
Row 53,11,15 inches
Row 54,8,10 inches
Row 55,11,15 inches
Row 56,9,10 inches
Row 57,5,5 inches
Row 58,15,15 inches
Row 59,11,15 inches
Row 60,14,15 inches
Row 61,14,15 inches
Row 62,6,10 inches
Row 63,10,10 inches
Row 64,8,10 inches
Row 65,12,15 inches
Row 66,11,15 inches
Row 67,14,15 inches
Row 68,15,15 inches
Row 69,5,5 inches
Row 70,9,10 inches
Row 71,9,10 inches
Row 72,5,5 inches
Row 73,6,10 inches
Row 74,7,10 inches
Row 75,9,10 inches
Row 76,5,5 inches
Row 77,10,10 inches
Row 78,6,10 inches
Row 79,8,10 inches
Row 80,8,10 inches
Row 81,11,15 inches
Row 82,8,10 inches
Row 83,11,15 inches
Row 84,8,10 inches
Row 85,13,15 inches
Row 86,13,15 inches
Row 87,9,10 inches
Row 88,9,10 inches
Row 89,14,15 inches
Row 90,12,15 inches
Row 91,6,10 inches
Row 92,6,10 inches
Row 93,14,15 inches
Row 94,9,10 inches
Row 95,8,10 inches
Row 96,13,15 inches
Row 97,9,10 inches
Row 98,5,5 inches
Row 99,12,15 inches
Row 100,5,5 inches
Row 101,14,15 inches
Row 102,11,15 inches
Row 103,8,10 inches
Row 104,11,15 inches
Row 105,7,10 inches
Row 106,13,15 inches
Row 107,15,15 inches
Row 108,10,10 inches
Row 109,10,10 inches
Row 110,9,10 inches
Row 111,10,10 inches
Row 112,10,10 inches
Row 113,15,15 inches
Row 114,5,5 inches
Row 115,15,15 inches
Row 116,11,15 inches
Row 117,13,15 inches
Row 118,13,15 inches
Row 119,10,10 inches
Row 120,12,15 inches
Row 121,13,15 inches
Row 122,9,10 inches
Row 123,9,10 inches
Row 124,11,15 inches
Row 125,15,15 inches
Row 126,6,10 inches
Row 127,12,15 inches
Row 128,13,15 inches
Row 129,9,10 inches
Row 130,15,15 inches
Row 131,8,10 inches
Row 132,13,15 inches
Row 133,12,15 inches
Row 134,15,15 inches
Row 135,7,10 inches
Row 136,7,10 inches
Row 137,10,10 inches
Row 138,9,10 inches
Row 139,6,10 inches
Row 140,14,15 inches
Row 141,7,10 inches
Row 142,7,10 inches
Row 143,8,10 inches
Row 144,13,15 inches
Row 145,7,10 inches
Row 146,7,10 inches
Row 147,7,10 inches
Row 148,15,15 inches
Row 149,6,10 inches
Row 150,12,15 inches
Row 151,10,10 inches
Row 152,12,15 inches
Row 153,11,15 inches
Row 154,10,10 inches
Row 155,12,15 inches
Row 156,5,5 inches
Row 157,5,5 inches
Row 158,11,15 inches
Row 159,12,15 inches
Row 160,10,10 inches
Row 161,10,10 inches
Row 162,15,15 inches
Row 163,12,15 inches
Row 164,9,10 inches
Row 165,6,10 inches
Row 166,12,15 inches
Row 167,7,10 inches
Row 168,9,10 inches
Row 169,7,10 inches
Row 170,7,10 inches
Row 171,5,5 inches
Row 172,10,10 inches
Row 173,6,10 inches
Row 174,12,15 inches
Row 175,7,10 inches
Row 176,6,10 inches
Row 177,10,10 inches
Row 178,10,10 inches
Row 179,9,10 inches
Row 180,12,15 inches
Row 181,14,15 inches
Row 182,7,10 inches
Row 183,11,15 inches
Row 184,11,15 inches
Row 185,11,15 inches
Row 186,11,15 inches
Row 187,15,15 inches
Row 188,8,10 inches
Row 189,6,10 inches
Row 190,9,10 inches
Row 191,9,10 inches
Row 192,15,15 inches
Row 193,14,15 inches
Row 194,13,15 inches
Row 195,11,15 inches
Row 196,15,15 inches
