Row,Number of Houses,Pipe Size
Row 1,11,15 inches
Row 2,11,15 inches
Row 3,13,15 inches
Row 4,12,15 inches
Row 5,11,15 inches
Row 6,6,10 inches
Row 7,12,15 inches
Row 8,5,5 inches
Row 9,15,15 inches
Row 10,9,10 inches
Row 11,11,15 inches
Row 12,12,15 inches
Row 13,8,10 inches
Row 14,15,15 inches
Row 15,9,10 inches
Row 16,12,15 inches
Row 17,12,15 inches
Row 18,14,15 inches
Row 19,8,10 inches
Row 20,15,15 inches
Row 21,13,15 inches
Row 22,8,10 inches
Row 23,7,10 inches
Row 24,7,10 inches
Row 25,9,10 inches
Row 26,6,10 inches
Row 27,13,15 inches
Row 28,12,15 inches
Row 29,7,10 inches
Row 30,8,10 inches
Row 31,11,15 inches
Row 32,6,10 inches
Row 33,14,15 inches
Row 34,12,15 inches
Row 35,6,10 inches
Row 36,11,15 inches
Row 37,9,10 inches
Row 38,5,5 inches
Row 39,11,15 inches
Row 40,11,15 inches
Row 41,9,10 inches
Row 42,15,15 inches
Row 43,6,10 inches
Row 44,10,10 inches
Row 45,6,10 inches
Row 46,10,10 inches
Row 47,10,10 inches
Row 48,9,10 inches
Row 49,14,15 inches
Row 50,5,5 inches
Row 51,11,15 inches
Row 52,6,10 inches
Row 53,15,15 inches
Row 54,6,10 inches
Row 55,13,15 inches
Row 56,5,5 inches
Row 57,15,15 inches
Row 58,7,10 inches
Row 59,8,10 inches
Row 60,13,15 inches
Row 61,9,10 inches
Row 62,7,10 inches
Row 63,14,15 inches
Row 64,5,5 inches
Row 65,11,15 inches
Row 66,6,10 inches
Row 67,12,15 inches
Row 68,8,10 inches
Row 69,15,15 inches
Row 70,5,5 inches
Row 71,9,10 inches
Row 72,10,10 inches
Row 73,14,15 inches
Row 74,9,10 inches
Row 75,8,10 inches
Row 76,6,10 inches
Row 77,9,10 inches
Row 78,8,10 inches
Row 79,7,10 inches
Row 80,5,5 inches
Row 81,10,10 inches
Row 82,15,15 inches
Row 83,8,10 inches
Row 84,7,10 inches
Row 85,10,10 inches
Row 86,9,10 inches
Row 87,8,10 inches
Row 88,12,15 inches
Row 89,5,5 inches
Row 90,11,15 inches
Row 91,13,15 inches
Row 92,13,15 inches
Row 93,12,15 inches
Row 94,9,10 inches
Row 95,6,10 inches
Row 96,14,15 inches
Row 97,10,10 inches
Row 98,10,10 inches
Row 99,15,15 inches
Row 100,7,10 inches
