Row,Number of Houses,Pipe Size
Row 1,5,5 inches
Row 2,14,15 inches
Row 3,14,15 inches
Row 4,12,15 inches
Row 5,15,15 inches
Row 6,14,15 inches
Row 7,13,15 inches
Row 8,5,5 inches
Row 9,13,15 inches
Row 10,11,15 inches
Row 11,12,15 inches
Row 12,13,15 inches
Row 13,14,15 inches
Row 14,14,15 inches
Row 15,9,10 inches
Row 16,13,15 inches
Row 17,7,10 inches
Row 18,11,15 inches
Row 19,14,15 inches
Row 20,10,10 inches
Row 21,5,5 inches
Row 22,14,15 inches
Row 23,11,15 inches
Row 24,15,15 inches
Row 25,15,15 inches
Row 26,13,15 inches
Row 27,8,10 inches
Row 28,11,15 inches
Row 29,6,10 inches
Row 30,5,5 inches
Row 31,11,15 inches
Row 32,8,10 inches
Row 33,8,10 inches
Row 34,15,15 inches
Row 35,7,10 inches
Row 36,10,10 inches
Row 37,11,15 inches
Row 38,10,10 inches
Row 39,14,15 inches
Row 40,7,10 inches
Row 41,8,10 inches
Row 42,13,15 inches
Row 43,9,10 inches
Row 44,15,15 inches
Row 45,5,5 inches
Row 46,6,10 inches
Row 47,11,15 inches
Row 48,9,10 inches
Row 49,8,10 inches
Row 50,15,15 inches
Row 51,12,15 inches
Row 52,14,15 inches
Row 53,12,15 inches
Row 54,6,10 inches
Row 55,14,15 inches
Row 56,7,10 inches
Row 57,7,10 inches
Row 58,6,10 inches
Row 59,13,15 inches
Row 60,5,5 inches
Row 61,10,10 inches
Row 62,10,10 inches
Row 63,15,15 inches
Row 64,7,10 inches
Row 65,8,10 inches
Row 66,7,10 inches
Row 67,5,5 inches
Row 68,12,15 inches
Row 69,11,15 inches
Row 70,15,15 inches
Row 71,6,10 inches
Row 72,7,10 inches
Row 73,5,5 inches
Row 74,11,15 inches
Row 75,13,15 inches
Row 76,9,10 inches
Row 77,10,10 inches
Row 78,15,15 inches
Row 79,11,15 inches
Row 80,10,10 inches
Row 81,6,10 inches
Row 82,9,10 inches
Row 83,14,15 inches
Row 84,14,15 inches
Row 85,15,15 inches
Row 86,13,15 inches
Row 87,12,15 inches
Row 88,12,15 inches
Row 89,13,15 inches
Row 90,8,10 inches
Row 91,14,15 inches
Row 92,10,10 inches
Row 93,10,10 inches
Row 94,6,10 inches
Row 95,7,10 inches
Row 96,12,15 inches
Row 97,6,10 inches
Row 98,15,15 inches
Row 99,15,15 inches
Row 100,14,15 inches
Row 101,9,10 inches
Row 102,10,10 inches
Row 103,12,15 inches
Row 104,15,15 inches
Row 105,9,10 inches
Row 106,12,15 inches
Row 107,13,15 inches
Row 108,14,15 inches
Row 109,15,15 inches
Row 110,12,15 inches
Row 111,6,10 inches
Row 112,14,15 inches
Row 113,7,10 inches
Row 114,15,15 inches
Row 115,12,15 inches
Row 116,13,15 inches
Row 117,6,10 inches
Row 118,5,5 inches
Row 119,12,15 inches
Row 120,12,15 inches
Row 121,8,10 inches
Row 122,8,10 inches
Row 123,7,10 inches
Row 124,12,15 inches
Row 125,6,10 inches
Row 126,15,15 inches
Row 127,10,10 inches
Row 128,13,15 inches
Row 129,13,15 inches
Row 130,6,10 inches
Row 131,12,15 inches
Row 132,15,15 inches
Row 133,9,10 inches
Row 134,8,10 inches
Row 135,14,15 inches
Row 136,10,10 inches
Row 137,12,15 inches
Row 138,8,10 inches
Row 139,14,15 inches
Row 140,12,15 inches
Row 141,10,10 inches
Row 142,12,15 inches
Row 143,8,10 inches
Row 144,15,15 inches
Row 145,15,15 inches
Row 146,15,15 inches
Row 147,5,5 inches
Row 148,9,10 inches
Row 149,8,10 inches
Row 150,12,15 inches
Row 151,12,15 inches
Row 152,5,5 inches
Row 153,12,15 inches
Row 154,13,15 inches
Row 155,6,10 inches
Row 156,8,10 inches
Row 157,6,10 inches
Row 158,14,15 inches
Row 159,12,15 inches
Row 160,12,15 inches
Row 161,5,5 inches
Row 162,7,10 inches
Row 163,5,5 inches
Row 164,12,15 inches
Row 165,11,15 inches
Row 166,5,5 inches
Row 167,13,15 inches
Row 168,6,10 inches
Row 169,14,15 inches
Row 170,15,15 inches
Row 171,6,10 inches
Row 172,12,15 inches
Row 173,15,15 inches
Row 174,5,5 inches
Row 175,14,15 inches
Row 176,14,15 inches
Row 177,9,10 inches
Row 178,9,10 inches
Row 179,5,5 inches
Row 180,9,10 inches
Row 181,15,15 inches
Row 182,9,10 inches
Row 183,8,10 inches
Row 184,13,15 inches
Row 185,15,15 inches
Row 186,8,10 inches
Row 187,5,5 inches
Row 188,6,10 inches
Row 189,9,10 inches
Row 190,13,15 inches
Row 191,10,10 inches
Row 192,7,10 inches
Row 193,15,15 inches
