Row,Number of Houses,Pipe Size
Row 1,15,15 inches
Row 2,8,10 inches
Row 3,6,10 inches
Row 4,9,10 inches
Row 5,13,15 inches
Row 6,12,15 inches
Row 7,8,10 inches
Row 8,11,15 inches
Row 9,14,15 inches
Row 10,12,15 inches
Row 11,13,15 inches
Row 12,12,15 inches
Row 13,12,15 inches
Row 14,6,10 inches
Row 15,12,15 inches
Row 16,12,15 inches
Row 17,8,10 inches
Row 18,7,10 inches
Row 19,12,15 inches
Row 20,5,5 inches
Row 21,10,10 inches
Row 22,5,5 inches
Row 23,6,10 inches
Row 24,11,15 inches
Row 25,10,10 inches
Row 26,10,10 inches
Row 27,11,15 inches
Row 28,10,10 inches
Row 29,15,15 inches
Row 30,10,10 inches
Row 31,10,10 inches
Row 32,12,15 inches
Row 33,6,10 inches
Row 34,13,15 inches
Row 35,10,10 inches
Row 36,6,10 inches
Row 37,10,10 inches
Row 38,14,15 inches
Row 39,7,10 inches
Row 40,6,10 inches
Row 41,5,5 inches
Row 42,6,10 inches
Row 43,6,10 inches
Row 44,5,5 inches
Row 45,15,15 inches
Row 46,12,15 inches
Row 47,5,5 inches
Row 48,5,5 inches
Row 49,13,15 inches
Row 50,7,10 inches
Row 51,6,10 inches
Row 52,13,15 inches
Row 53,14,15 inches
Row 54,11,15 inches
Row 55,9,10 inches
Row 56,9,10 inches
Row 57,14,15 inches
Row 58,14,15 inches
Row 59,10,10 inches
Row 60,13,15 inches
Row 61,13,15 inches
Row 62,10,10 inches
Row 63,15,15 inches
Row 64,10,10 inches
Row 65,9,10 inches
Row 66,8,10 inches
Row 67,13,15 inches
Row 68,10,10 inches
Row 69,12,15 inches
Row 70,7,10 inches
Row 71,9,10 inches
Row 72,9,10 inches
Row 73,8,10 inches
Row 74,8,10 inches
Row 75,15,15 inches
Row 76,5,5 inches
Row 77,10,10 inches
Row 78,8,10 inches
Row 79,9,10 inches
Row 80,14,15 inches
Row 81,5,5 inches
Row 82,5,5 inches
Row 83,8,10 inches
Row 84,5,5 inches
Row 85,12,15 inches
Row 86,11,15 inches
Row 87,14,15 inches
Row 88,10,10 inches
Row 89,5,5 inches
Row 90,7,10 inches
Row 91,12,15 inches
Row 92,9,10 inches
Row 93,5,5 inches
Row 94,6,10 inches
Row 95,13,15 inches
Row 96,9,10 inches
Row 97,5,5 inches
Row 98,15,15 inches
Row 99,12,15 inches
Row 100,6,10 inches
Row 101,10,10 inches
Row 102,8,10 inches
Row 103,15,15 inches
Row 104,5,5 inches
Row 105,12,15 inches
Row 106,12,15 inches
Row 107,9,10 inches
Row 108,5,5 inches
Row 109,10,10 inches
Row 110,10,10 inches
Row 111,8,10 inches
Row 112,13,15 inches
Row 113,10,10 inches
Row 114,5,5 inches
Row 115,9,10 inches
Row 116,13,15 inches
Row 117,9,10 inches
Row 118,7,10 inches
Row 119,9,10 inches
Row 120,8,10 inches
Row 121,12,15 inches
Row 122,13,15 inches
Row 123,12,15 inches
Row 124,11,15 inches
Row 125,12,15 inches
Row 126,7,10 inches
Row 127,6,10 inches
Row 128,11,15 inches
Row 129,7,10 inches
Row 130,5,5 inches
Row 131,13,15 inches
Row 132,9,10 inches
Row 133,6,10 inches
Row 134,11,15 inches
Row 135,9,10 inches
Row 136,11,15 inches
Row 137,6,10 inches
Row 138,10,10 inches
Row 139,10,10 inches
Row 140,7,10 inches
Row 141,6,10 inches
Row 142,15,15 inches
Row 143,13,15 inches
Row 144,8,10 inches
Row 145,8,10 inches
Row 146,8,10 inches
Row 147,6,10 inches
Row 148,14,15 inches
Row 149,6,10 inches
Row 150,10,10 inches
Row 151,8,10 inches
Row 152,14,15 inches
Row 153,14,15 inches
Row 154,13,15 inches
Row 155,13,15 inches
Row 156,10,10 inches
Row 157,8,10 inches
Row 158,11,15 inches
Row 159,8,10 inches
Row 160,9,10 inches
Row 161,15,15 inches
Row 162,15,15 inches
Row 163,8,10 inches
Row 164,14,15 inches
Row 165,14,15 inches
Row 166,7,10 inches
Row 167,5,5 inches
Row 168,11,15 inches
Row 169,12,15 inches
Row 170,10,10 inches
Row 171,8,10 inches
Row 172,13,15 inches
Row 173,10,10 inches
Row 174,11,15 inches
Row 175,15,15 inches
Row 176,8,10 inches
Row 177,14,15 inches
Row 178,15,15 inches
Row 179,6,10 inches
Row 180,15,15 inches
Row 181,10,10 inches
Row 182,9,10 inches
Row 183,9,10 inches
Row 184,9,10 inches
Row 185,9,10 inches
Row 186,11,15 inches
Row 187,5,5 inches
Row 188,12,15 inches
Row 189,13,15 inches
Row 190,8,10 inches
Row 191,9,10 inches
Row 192,10,10 inches
Row 193,10,10 inches
Row 194,12,15 inches
Row 195,11,15 inches
Row 196,5,5 inches
